-542.000000 -686.000000 386.000000, 42.000000 -734.000000 295.000000, -368.000000 -584.000000 -486.000000, -16.000000 -705.000000 180.000000, 691.000000 -78.000000 47.000000, -522.000000 -602.000000 -364.000000, -519.000000 -644.000000 347.000000, -470.000000 -620.000000 -360.000000, -53.000000 -601.000000 167.000000, 79.000000 -675.000000 310.000000, -679.000000 -781.000000 424.000000, -454.000000 -761.000000 -354.000000, 647.000000 76.000000 130.000000, -675.000000 -744.000000 519.000000, 86.000000 -557.000000 133.000000, 666.000000 133.000000 44.000000, -713.000000 -658.000000 439.000000, 781.000000 -62.000000 245.000000, -647.000000 -734.000000 349.000000, 671.000000 -16.000000 80.000000, -554.000000 -759.000000 332.000000, -343.000000 -586.000000 -411.000000, -411.000000 -788.000000 -495.000000, 575.000000 -73.000000 191.000000, -504.000000 -626.000000 499.000000, 777.000000 141.000000 26.000000, 601.000000 46.000000 252.000000, 31.000000 -791.000000 92.000000, -97.000000 -743.000000 261.000000, -655.000000 -627.000000 516.000000, -499.000000 -808.000000 -401.000000, 106.000000 -797.000000 145.000000, -416.000000 -810.000000 -330.000000, -415.000000 -740.000000 -344.000000, 41.000000 -770.000000 193.000000, -559.000000 -632.000000 550.000000, -102.000000 -713.000000 123.000000, -685.000000 -737.000000 342.000000, 99.000000 -700.000000 235.000000, 134.000000 -622.000000 112.000000, -350.000000 -654.000000 -463.000000, -640.000000 -765.000000 435.000000, 669.000000 84.000000 134.000000, -489.000000 -603.000000 -536.000000, -20.000000 -697.000000 90.000000, 7.000000 -544.000000 154.000000, -368.000000 -616.000000 -391.000000, -63.000000 -657.000000 274.000000, -459.000000 -793.000000 -413.000000, 543.000000 -5.000000 12.000000, -503.000000 -698.000000 421.000000, -511.000000 -769.000000 475.000000, 760.000000 17.000000 195.000000, -87.000000 -661.000000 98.000000, -642.000000 -533.000000 552.000000, -626.000000 -713.000000 456.000000, 110.000000 -637.000000 229.000000, 547.000000 34.000000 19.000000, -678.000000 -699.000000 320.000000, -631.000000 -571.000000 565.000000, -559.000000 -682.000000 313.000000, 578.000000 102.000000 99.000000, -13.000000 -805.000000 301.000000, 116.000000 -748.000000 266.000000, -40.000000 -753.000000 76.000000, -375.000000 -686.000000 -399.000000, -407.000000 -596.000000 -454.000000, -541.000000 -521.000000 367.000000, -485.000000 -784.000000 -467.000000, 652.000000 -23.000000 22.000000, -39.000000 -709.000000 338.000000, -39.000000 -626.000000 119.000000, 585.000000 124.000000 96.000000, 9.000000 -553.000000 256.000000, -668.000000 -785.000000 347.000000, -539.000000 -569.000000 477.000000, -383.000000 -782.000000 -573.000000, -469.000000 -582.000000 344.000000, 603.000000 95.000000 203.000000, -505.000000 -721.000000 584.000000, -531.000000 -698.000000 393.000000, 739.000000 -38.000000 63.000000, -394.000000 -534.000000 -518.000000, -505.000000 -621.000000 490.000000, 667.000000 -57.000000 40.000000, -611.000000 -644.000000 356.000000, -559.000000 -713.000000 -518.000000, -525.000000 -681.000000 -431.000000, -565.000000 -507.000000 486.000000, -353.000000 -562.000000 -495.000000, -415.000000 -630.000000 -446.000000, -508.000000 -594.000000 343.000000, 682.000000 53.000000 2.000000, 591.000000 160.000000 176.000000, 28.000000 -739.000000 120.000000, 753.000000 -35.000000 82.000000, 718.000000 158.000000 45.000000, 633.000000 -68.000000 58.000000, 82.000000 -642.000000 84.000000, 803.000000 86.000000 214.000000, 
-553.117676 -672.313721 391.607849, 41.516949 -737.508484 301.262726, -372.627441 -600.803894 -510.196075, -17.426229 -701.204895 188.385239, 707.709656 -91.919357 38.419353, -535.529785 -591.226196 -380.404755, -505.486481 -648.945923 353.027039, -464.693054 -612.871277 -361.980194, -69.313431 -594.962708 181.977615, 84.148651 -648.810791 319.222961, -695.000000 -755.913025 421.782623, -479.154938 -746.549316 -355.704224, 635.635132 56.621620 126.945946, -677.487183 -736.775635 530.717957, 96.741669 -563.633362 142.583328, 641.372314 140.957443 25.382978, -703.564392 -614.141113 420.877289, 750.182678 -72.028847 218.644226, -632.666687 -730.156860 351.470581, 667.387085 -11.612904 104.860214, -536.261353 -752.670471 341.943176, -336.595947 -571.666687 -399.202026, -390.142853 -769.214294 -485.407135, 586.474976 -61.474998 189.691666, -490.035706 -627.964294 527.761902, 777.596130 114.759613 39.923077, 604.555542 24.188034 237.085464, 35.411766 -785.274536 100.647057, -91.887321 -759.626770 251.070419, -663.925476 -618.130432 505.913055, -535.393433 -783.508179 -388.655731, 121.988762 -775.921326 134.955063, -364.285706 -797.714294 -353.333344, -384.545441 -742.254517 -350.290924, 30.233009 -778.689331 199.660187, -560.637268 -638.401978 548.637268, -99.590912 -741.575745 140.151520, -703.565247 -737.869568 350.869568, 98.231705 -698.134155 220.109756, 136.584412 -631.623352 117.714287, -341.294128 -671.161743 -500.500000, -623.102051 -766.061218 432.918365, 698.985596 98.302155 145.733810, -495.487488 -604.599976 -541.849976, -10.750000 -690.599976 101.849998, 1.984375 -545.859375 140.765625, -368.177216 -614.025330 -370.493683, -71.451454 -636.334961 285.291260, -434.039215 -778.137268 -415.627441, 553.505859 -36.776470 33.964706, -492.548401 -698.569885 423.924744, -516.370667 -758.000000 481.741394, 738.806030 9.890909 191.987885, -92.354164 -651.416687 103.125000, -672.961548 -531.259644 518.653870, -615.179993 -702.609985 457.850006, 110.184052 -611.546021 234.877304, 554.581604 54.826530 28.520409, -688.728821 -667.372864 332.118652, -632.410278 -580.794861 561.051270, -550.000000 -684.794128 321.500000, 566.955078 73.853935 98.516853, -18.283951 -792.666687 306.543213, 117.221375 -769.786255 283.053436, -60.423077 -780.673096 106.769234, -358.615906 -705.529785 -393.788086, -436.415375 -570.723083 -449.476929, -572.244629 -527.553955 364.402863, -496.226898 -773.075623 -490.983185, 646.711121 -14.955556 16.333334, -42.550724 -711.724609 327.840576, -31.361446 -611.650574 111.036148, 576.673706 139.231583 74.505264, 8.836843 -569.921082 280.252625, -669.631592 -776.105286 343.000000, -533.785217 -562.416138 474.664429, -378.967590 -751.000000 -566.907410, -469.327271 -567.690918 354.981812, 598.255615 96.466164 211.488724, -515.631042 -728.087402 556.941772, -535.656250 -721.125000 393.812500, 758.009827 -35.882355 31.382353, -403.884613 -514.410278 -545.128235, -494.459015 -612.786865 465.475403, 666.434753 -60.782608 20.652174, -633.921814 -605.715088 360.519562, -534.872070 -722.174438 -540.523254, -526.613525 -682.490784 -429.134979, -560.636353 -501.767670 490.565643, -324.908051 -572.252869 -527.080444, -434.945953 -645.567566 -454.837830, -524.891296 -585.521729 345.217377, 699.325562 51.802326 15.360465, 578.289185 157.855423 190.096390, 45.196720 -729.147522 120.377052, 766.769226 -33.000000 105.216782, 720.383545 148.547943 54.041096, 606.275024 -76.724998 64.425003, 74.827583 -656.637939 105.206894, 769.536255 113.050728 205.818848, 
-562.984131 -657.507935 398.380951, 44.220341 -731.271179 303.516937, -388.384613 -603.802185 -529.318665, -17.217054 -693.558167 197.744186, 717.196960 -95.060608 43.318180, -540.527588 -589.607361 -387.822083, -493.805206 -651.363647 355.506500, -466.074768 -609.953247 -362.626160, -74.427483 -591.351135 189.435120, 93.703705 -639.874084 319.237030, -698.081055 -743.675659 430.945953, -483.654755 -739.392883 -357.107147, 637.032288 56.365593 124.333336, -679.219971 -731.533325 534.340027, 99.788620 -564.495911 143.292679, 624.246887 153.703705 1.518519, -697.160278 -597.012817 418.243591, 735.849609 -75.661652 212.744354, -625.304321 -725.956543 348.869568, 670.544434 -18.611111 113.755554, -524.807678 -751.512817 341.051270, -337.703705 -571.833313 -406.944458, -374.806213 -768.992249 -483.124023, 583.393188 -62.927185 188.072815, -486.247528 -620.405945 537.009888, 778.581848 106.372726 44.009090, 604.532776 12.122951 229.868851, 37.634617 -784.615356 102.538460, -91.983871 -761.064514 249.870972, -667.539795 -619.831848 508.610626, -542.313232 -771.289185 -389.301208, 124.702126 -769.468079 132.659576, -350.812500 -788.515625 -366.187500, -387.607849 -735.294128 -347.980377, 23.852633 -782.957886 202.399994, -565.750000 -640.070007 544.349976, -99.822578 -744.338684 148.112900, -706.826111 -737.891296 350.760864, 97.844826 -695.008606 218.379303, 138.968750 -632.671875 112.656250, -337.081818 -672.990906 -517.900024, -614.571411 -765.015869 436.174591, 702.773743 109.051094 148.992706, -506.594604 -599.532837 -542.853271, -12.661017 -690.542358 107.593224, 3.544118 -547.058838 140.397064, -366.526886 -618.752686 -368.666656, -76.132599 -628.408813 291.889496, -431.633789 -777.014099 -420.295776, 555.745483 -39.136364 40.181820, -487.776123 -701.626892 426.029846, -513.384644 -754.549438 479.263733, 739.198608 12.253425 196.287674, -90.769234 -647.723083 110.599998, -681.481812 -534.945435 506.672729, -616.173096 -694.019226 463.557678, 107.744682 -598.361694 236.198578, 558.314636 60.000000 22.966291, -688.176453 -661.250000 341.191162, -628.571411 -578.444458 556.682556, -553.291687 -682.208313 324.208344, 558.586182 55.160919 114.528732, -22.662500 -788.474976 310.087494, 114.572464 -773.449280 289.456512, -62.691177 -787.352966 120.102943, -349.415253 -701.720337 -399.203400, -441.957001 -563.634399 -451.107513, -585.792786 -525.468445 369.873871, -498.571442 -772.542847 -500.157135, 641.829773 -3.680851 22.510639, -48.000000 -711.247070 317.799988, -25.133333 -603.359985 111.613335, 574.931396 135.264709 70.627449, 8.900585 -574.830383 287.140350, -664.772705 -768.181824 338.181824, -529.608704 -555.782593 474.927551, -378.707703 -745.553833 -567.876953, -476.016144 -551.629028 358.403229, 595.179504 100.256409 218.632477, -521.593201 -735.449158 551.508484, -536.940002 -735.099976 401.600006, 762.137268 -29.088236 28.068628, -417.844452 -476.533325 -552.066650, -496.546661 -616.586670 451.359985, 654.787231 -68.936172 17.234043, -639.466187 -589.479736 358.290527, -522.228088 -722.906433 -552.081848, -528.346436 -678.212585 -434.811035, -545.794495 -491.315063 508.561646, -323.563232 -574.908020 -542.310364, -436.690918 -653.190918 -457.809082, -531.966675 -581.016663 344.283325, 707.139771 50.010754 23.698925, 565.458801 154.929413 191.376465, 51.070175 -726.859619 122.192986, 767.702454 -36.123966 111.950417, 715.183899 136.149429 58.977013, 607.096375 -78.722893 72.180725, 71.298508 -653.626892 117.701492, 762.536438 114.781456 208.198669, 
-571.138916 -649.902771 403.541656, 45.886177 -725.756104 304.780487, -402.000000 -604.636353 -541.590881, -17.664179 -687.477600 205.194031, 724.863647 -89.727272 51.606060, -542.088074 -589.490540 -389.761017, -490.092102 -652.684204 355.960541, -466.909088 -605.654541 -363.490906, -75.166664 -588.142883 194.531754, 98.738098 -635.523804 318.769836, -696.781616 -735.034485 439.689667, -486.817200 -733.731201 -357.333344, 639.278870 58.288460 120.288460, -680.913025 -731.079712 537.101440, 101.834709 -565.281006 141.735535, 612.508484 164.237289 -19.711864, -695.535706 -586.878601 418.428558, 729.204407 -76.832115 211.912415, -619.114258 -722.085693 346.571442, 675.086975 -24.956522 118.956520, -517.214294 -750.485718 338.542847, -339.495789 -571.117676 -415.798309, -367.214874 -770.264465 -485.586792, 578.713440 -67.842102 188.286545, -487.480774 -617.019226 542.076904, 779.491394 104.474136 47.456898, 606.353394 7.075188 226.849625, 39.375000 -784.357117 104.982140, -93.017548 -761.421082 251.043854, -671.567322 -623.115356 512.923096, -545.511658 -766.488342 -388.302338, 126.244682 -767.829773 133.170212, -343.231873 -784.550720 -373.333344, -396.951599 -731.983887 -348.322571, 21.205883 -781.931396 204.137253, -567.666687 -645.171692 540.939392, -98.106064 -742.863647 154.696976, -708.382996 -740.808533 353.914886, 101.388428 -692.669434 219.851242, 142.192978 -635.280701 107.596489, -335.135132 -674.639648 -528.162170, -614.378784 -763.166687 438.575745, 703.354858 113.588707 152.911285, -513.055542 -594.730774 -542.260681, -15.194030 -687.970154 110.552238, 5.661017 -542.864380 142.338989, -362.625000 -618.697937 -367.781250, -79.197533 -622.006165 296.753082, -433.022980 -773.632202 -423.390808, 557.324341 -41.018017 39.144146, -487.617645 -703.397034 428.294128, -510.468353 -749.924072 479.645569, 742.128357 13.533784 199.466217, -89.385712 -647.099976 112.928574, -684.038086 -535.961914 502.238098, -617.555542 -688.515137 466.585846, 105.311592 -591.333313 235.659424, 557.512512 65.974998 20.637501, -685.975891 -658.698792 350.686737, -629.232849 -571.753418 550.780823, -554.081970 -680.163940 328.967224, 552.303894 41.068626 120.813728, -26.410257 -787.192322 314.935883, 112.807144 -775.549988 289.950012, -64.383560 -787.547974 122.643837, -343.252350 -697.943909 -403.775696, -444.782623 -562.728271 -453.717377, -595.053162 -524.446838 376.968079, -502.489929 -772.328857 -501.201355, 638.640625 8.859375 23.625000, -51.912086 -710.439575 311.692322, -23.611765 -596.905884 113.070587, 578.859619 132.710526 72.701752, 9.389221 -580.485046 290.173645, -660.771423 -762.000000 342.457153, -535.340454 -552.418457 470.319153, -381.427734 -749.479797 -568.427734, -483.266663 -546.986694 361.079987, 602.462830 105.561981 223.710739, -526.032288 -739.233887 550.096802, -539.000000 -744.678589 406.892853, 760.939392 -27.848484 26.161615, -438.266663 -316.799988 -545.066650, -496.518982 -617.873413 449.481018, 651.642883 -78.660713 10.375000, -643.632812 -580.179688 354.257812, -515.445801 -720.319275 -556.843384, -528.146545 -675.793091 -443.344818, -526.786865 -484.098358 531.770508, -326.977264 -574.863647 -547.420471, -438.921051 -657.561401 -455.912292, -537.265625 -577.781250 342.203125, 715.321838 51.068966 29.505747, 553.316467 151.582275 185.734177, 53.311474 -723.393433 120.590164, 769.385986 -36.236843 113.201752, 708.605774 135.336533 58.769230, 609.551270 -79.564102 76.679489, 71.179108 -649.656738 123.537315, 761.363037 114.842468 209.691788, 
-576.329529 -642.727295 409.034088, 46.333332 -719.541687 306.608337, -413.000000 -604.209778 -549.699280, -16.529411 -683.169128 209.301468, 730.077942 -86.311691 52.818180, -542.266235 -589.402588 -388.454559, -488.487183 -654.217957 357.012817, -466.727264 -603.263611 -363.663635, -75.266129 -587.225830 198.370972, 101.747971 -633.504089 317.642273, -697.515808 -731.789490 444.252625, -488.697906 -730.593750 -357.333344, 640.730774 60.009617 121.192307, -681.783997 -731.783997 539.760010, 103.598289 -563.743591 139.367523, 602.227295 177.113632 -38.500000, -693.523071 -579.615356 420.346161, 726.757568 -79.007576 210.757568, -615.214294 -719.400024 344.385712, 677.442078 -28.094736 124.231583, -516.710144 -750.000000 338.086945, -341.292694 -571.105713 -425.731720, -364.008057 -770.459656 -488.790314, 575.556274 -71.496689 191.066223, -488.584900 -618.292480 542.745300, 779.678284 107.626083 49.400002, 608.294983 3.517986 224.769791, 38.542374 -783.949158 107.186440, -92.842590 -763.203674 251.046295, -679.193848 -623.816345 516.479614, -546.218384 -764.747131 -388.000000, 126.244682 -767.829773 133.170212, -339.546661 -780.346680 -375.880005, -400.136353 -734.833313 -349.333344, 20.462963 -780.185181 207.509262, -569.776672 -646.873779 538.912598, -94.828125 -738.750000 162.234375, -708.755127 -742.795898 355.693878, 104.251968 -689.559082 219.803146, 143.698120 -640.358521 106.735847, -336.699127 -674.309753 -534.415955, -614.985046 -761.283569 441.014923, 703.764221 117.626015 155.894302, -518.490356 -591.254822 -541.927856, -15.826087 -688.115967 112.449272, 4.563636 -539.963623 144.018188, -359.980194 -615.049500 -365.079193, -81.690788 -618.868408 299.098694, -434.715790 -771.915771 -426.126312, 558.174316 -44.522934 35.954128, -490.546875 -702.234375 429.062500, -506.086426 -747.864197 481.135803, 745.041687 13.652778 203.444443, -88.065788 -646.881592 114.065788, -687.351624 -535.263733 500.219788, -620.551025 -685.275513 468.438782, 102.761192 -585.500000 236.022385, 554.549988 69.087502 20.362499, -686.806824 -659.170471 357.318176, -630.361450 -566.024109 547.867493, -554.123047 -675.446167 330.215393, 552.283203 29.778761 122.389381, -30.158537 -786.000000 317.414642, 110.618057 -776.243042 291.048615, -67.772148 -786.759521 122.341774, -342.192657 -692.311951 -408.477051, -447.204071 -563.765320 -457.265320, -599.641296 -527.000000 383.304352, -507.882355 -771.705872 -502.653595, 638.166687 13.923077 26.961538, -52.780220 -707.285706 307.802185, -22.988636 -594.613647 113.943184, 582.641052 131.649567 72.085472, 8.737500 -582.918762 292.468750, -658.299988 -757.349976 344.549988, -542.152344 -548.450317 470.980133, -383.102570 -752.769226 -569.198730, -484.447357 -545.592102 360.723694, 607.127991 109.632004 225.328003, -530.560974 -741.528442 550.463440, -539.733337 -748.266663 408.983337, 760.417603 -23.945055 23.527473, -452.600006 128.800003 -513.599976, -494.000000 -617.141052 448.333344, 649.396545 -81.120689 9.000000, -651.982117 -575.875000 344.223206, -508.721222 -716.539368 -560.733337, -528.157043 -672.388428 -450.785126, -500.632660 -475.836731 546.612244, -329.620697 -574.551697 -549.471252, -437.509094 -658.427246 -452.881805, -540.753601 -574.231873 342.101440, 720.638306 52.617020 34.808510, 545.456787 144.469131 179.679016, 56.363636 -720.939392 120.818184, 770.139160 -33.408695 115.747826, 700.828552 134.961899 55.076191, 612.863037 -78.506851 81.890411, 69.739128 -641.666687 125.710144, 762.316895 114.866196 209.922531, 
-580.295898 -637.755127 410.214294, 45.796749 -716.154480 306.918701, -418.542847 -605.835693 -555.428589, -13.773438 -680.164062 210.171875, 734.329102 -84.835442 53.012657, -542.562927 -589.125854 -387.867554, -488.975006 -654.275024 355.987488, -466.055054 -601.421997 -362.853210, -75.166664 -587.182556 200.809525, 104.831932 -630.722717 317.789917, -698.709656 -730.064514 446.666656, -491.200012 -727.700012 -358.450012, 640.283020 60.924530 123.122643, -680.880371 -733.453003 542.076904, 105.531532 -562.801819 135.315323, 587.586182 201.793106 -64.689651, -692.911987 -575.831970 421.295990, 725.900024 -79.392311 211.830765, -612.181824 -715.818176 343.181824, 681.206177 -29.340206 127.659790, -516.710144 -750.000000 338.086945, -342.920013 -572.351990 -433.320007, -361.808319 -771.125000 -489.508331, 573.470581 -74.492645 192.977936, -490.381805 -618.672729 543.318176, 780.477478 110.135132 49.297298, 607.205505 2.863014 223.815063, 37.274193 -783.338684 108.483871, -92.389999 -765.520020 250.520004, -684.000000 -625.450012 519.130005, -546.539307 -763.662903 -388.674164, 126.129036 -768.451599 133.688171, -337.766235 -778.298706 -378.038971, -400.563385 -738.577454 -349.774658, 20.027027 -778.387390 208.612610, -571.605774 -648.923096 537.798096, -92.062500 -732.015625 173.046875, -709.693848 -744.877563 356.163269, 106.635658 -687.992249 219.961243, 143.000000 -643.410706 108.232140, -338.765228 -676.626099 -538.695679, -616.591553 -760.591553 445.647888, 703.935486 119.161293 157.846771, -522.015625 -589.666687 -543.307312, -14.506667 -688.080017 115.173332, 7.645833 -549.250000 153.395828, -356.490387 -611.403870 -363.615387, -84.050728 -615.572449 300.898560, -435.510193 -771.061218 -429.826538, 558.592590 -48.018520 33.583332, -492.640625 -698.375000 429.125000, -499.925934 -746.864197 483.049377, 745.948914 13.547445 206.189774, -88.233765 -646.584412 114.688309, -690.455688 -534.683533 499.227844, -622.623657 -684.580627 469.279572, 99.696297 -583.281494 234.866669, 560.630981 68.988098 23.214285, -686.120850 -661.000000 362.527466, -631.344421 -563.299988 545.033325, -554.461548 -673.707703 332.246155, 554.203369 23.872881 122.779663, -34.590363 -784.710815 318.445770, 107.993240 -777.202698 291.709473, -71.436783 -784.574707 121.724136, -341.648651 -688.675659 -411.378387, -447.339813 -565.466003 -459.504852, -603.863647 -535.534119 390.920441, -511.425812 -771.367737 -503.890320, 638.423523 17.576471 29.035294, -55.360001 -702.940002 304.160004, -22.402174 -591.641296 113.597824, 584.135620 131.432205 70.194916, 8.333333 -585.641479 294.037750, -656.979187 -753.479187 347.145844, -543.366028 -546.901978 472.856201, -384.380951 -756.448975 -568.897949, -486.202545 -544.873413 360.683533, 610.603149 112.579369 225.952377, -533.576294 -742.966125 550.957642, -541.059692 -749.746277 410.850739, 758.622192 -21.933332 22.566668, -395.888885 203.666672 -285.222229, -493.835449 -615.227844 447.911407, 651.525452 -81.898308 9.457627, -659.307678 -574.519226 338.932678, -505.104950 -714.759277 -561.388916, -527.098389 -667.901611 -455.606567, -494.000000 -471.622223 547.511108, -330.670441 -575.454529 -550.170471, -437.973907 -659.130432 -451.017395, -543.436646 -570.295776 340.154938, 725.799988 53.526318 37.410526, 553.712524 134.112503 179.074997, 60.303032 -719.181824 119.060608, 770.860840 -31.217392 118.008698, 696.104370 133.913040 52.739132, 615.602539 -76.935898 86.538460, 67.029854 -636.119385 128.850754, 764.218994 114.729927 209.729919, 
-581.726318 -637.547363 411.178955, 45.515625 -712.710938 308.382812, -423.661774 -608.036743 -558.558838, -11.814516 -677.016113 211.201614, 738.433716 -83.481926 51.783131, -542.225159 -589.642395 -386.278137, -490.144592 -652.939758 356.289154, -464.133331 -599.238098 -363.190491, -74.991737 -584.462830 201.801651, 109.043106 -628.068970 314.767242, -700.406616 -729.032959 448.494507, -492.096161 -725.038452 -359.259613, 641.805847 60.844662 124.669907, -680.866089 -734.696411 542.866089, 107.416664 -562.925903 133.611115, 541.750000 366.250000 -230.500000, -692.532288 -575.483887 422.822571, 727.141724 -76.763779 210.385834, -610.102966 -714.588257 341.750000, 684.237610 -29.475248 131.534653, -517.436646 -749.549316 338.492950, -344.312012 -573.791992 -439.351990, -358.760681 -771.205139 -490.760681, 572.181824 -78.174240 196.909088, -491.293091 -619.818970 543.750000, 779.990723 112.768517 49.111111, 606.513672 3.232877 223.835617, 35.859375 -783.515625 109.203125, -91.806450 -766.946228 250.516129, -685.958740 -625.371155 521.402039, -546.577759 -762.722229 -389.355560, 126.373627 -769.274719 134.582413, -337.645569 -777.544312 -378.164551, -401.319458 -740.666687 -349.944458, 20.687500 -777.401794 209.133926, -574.629639 -648.990723 538.212952, -88.333336 -724.097229 183.111115, -709.619995 -746.219971 358.579987, 108.153847 -686.746155 220.023071, 141.649124 -648.052612 106.912277, -340.479675 -678.422791 -542.520325, -619.662170 -759.148621 450.054047, 704.122925 120.704918 158.877045, -524.259644 -588.834229 -543.944763, -14.513158 -687.736816 115.763161, 16.413794 -564.827576 167.327591, -354.261688 -606.719604 -363.074768, -85.436508 -610.634949 302.309509, -436.066681 -770.038086 -433.990479, 559.972229 -49.287037 31.990740, -493.603180 -696.555542 429.079376, -497.573181 -745.085388 486.939026, 746.152649 14.229008 208.770996, -89.166664 -647.589722 114.025642, -691.644714 -534.934204 500.315796, -623.771729 -679.391296 468.217377, 98.763779 -580.614197 235.212601, 563.582397 71.087914 21.868132, -685.085999 -660.849487 362.784943, -631.333313 -559.505737 544.770142, -551.920654 -670.857117 334.047607, 555.393188 19.871796 120.675217, -39.045456 -781.943176 318.715912, 106.326797 -777.287598 292.307190, -73.956047 -783.351624 122.637360, -341.603607 -687.801819 -411.558563, -449.165039 -566.582520 -459.660187, -605.303345 -540.056152 398.651672, -513.741943 -772.251587 -506.606445, 640.505859 22.482353 30.870588, -59.125000 -697.778870 300.576935, -25.597702 -586.758606 108.942528, 583.476562 132.101562 64.593750, 8.396104 -587.662354 297.681824, -657.320007 -751.460022 346.220001, -542.189209 -546.337830 475.182434, -387.057983 -759.347839 -568.260864, -486.524994 -545.625000 361.524994, 614.126038 113.403358 228.453781, -537.831848 -744.088501 551.292053, -541.391907 -751.445923 413.310822, 755.905884 -20.458824 20.988235, -369.899994 172.300003 -258.799988, -494.237488 -613.987488 447.412506, 653.453125 -79.171875 11.078126, -663.257446 -571.495056 338.217834, -502.784821 -713.075928 -560.240479, -528.341492 -664.081299 -460.601624, -489.365845 -465.170746 546.341492, -334.580658 -573.774170 -549.731201, -438.271179 -658.855957 -447.381348, -548.486816 -563.828918 338.026306, 733.299988 52.669998 43.230000, 557.073669 129.452637 178.063156, 61.246376 -718.550720 118.289856, 772.203552 -30.088495 119.769913, 692.366638 133.808334 48.483334, 616.000000 -75.421684 91.192772, 61.739132 -631.579712 132.811600, 765.313416 114.388062 209.485077, 
-584.322571 -636.182800 412.365601, 45.398438 -710.507812 309.039062, -428.186554 -609.462708 -560.186584, -10.551724 -675.577576 213.405167, 740.273804 -83.607140 52.452381, -542.075317 -590.232849 -383.034241, -490.571442 -652.630981 356.738098, -464.029419 -598.460754 -362.911774, -76.330505 -584.237305 203.008469, 111.508774 -626.350891 314.517548, -701.261353 -727.818176 449.318176, -493.336548 -722.375000 -360.826935, 642.754883 61.362743 126.088234, -680.866089 -734.696411 542.866089, 111.769997 -561.510010 131.750000, 469.000000 574.500000 -454.000000, -691.216003 -574.864014 424.183990, 728.301575 -76.111115 210.126984, -609.471436 -713.728577 341.957153, 687.359985 -31.059999 134.240005, -518.162170 -747.932434 339.148651, -344.943542 -574.725830 -444.838715, -354.902649 -772.070801 -493.150452, 572.554688 -79.632812 198.890625, -491.647064 -620.739502 544.361328, 778.711548 117.346153 49.048077, 605.363037 2.897260 223.390411, 35.046154 -783.323059 109.430771, -91.471268 -770.114929 250.298843, -687.284241 -625.200012 522.957886, -545.032288 -762.516113 -389.612915, 126.586960 -769.543457 135.456528, -335.807678 -775.871765 -378.371796, -402.302643 -743.842102 -349.828949, 20.649122 -776.929810 210.201752, -577.576904 -649.192322 538.769226, -84.743240 -718.432434 188.378372, -709.659973 -746.780029 360.019989, 108.449615 -687.147278 220.193802, 139.627121 -648.898315 107.372879, -341.180328 -678.745911 -544.081970, -620.500000 -757.602539 452.615387, 704.547607 121.182541 158.158737, -525.874268 -587.691406 -542.668579, -14.367088 -686.075928 115.949364, 21.309858 -575.352112 172.563385, -353.805542 -601.444458 -362.972229, -85.888885 -605.871765 304.546997, -435.522125 -769.371704 -438.637177, 560.431213 -49.183487 32.146790, -496.825409 -692.936523 430.682526, -496.272736 -741.602295 490.715912, 745.870239 15.793893 211.442749, -89.448715 -649.166687 114.346153, -692.824341 -535.094604 500.418915, -626.788208 -676.294128 466.458832, 100.016670 -579.191650 236.708328, 564.099976 71.055557 22.066668, -685.166687 -659.687500 363.666656, -629.112366 -556.707886 544.112366, -551.825378 -667.174622 334.809509, 556.652527 18.008474 118.525421, -39.500000 -778.489380 317.925537, 105.064514 -777.038696 292.845154, -75.927086 -782.635437 124.760414, -343.008331 -686.133362 -413.000000, -451.634613 -567.201904 -459.201935, -605.954529 -542.409119 403.375000, -516.589722 -772.929504 -509.185883, 641.244202 26.104650 31.069767, -64.467293 -692.635498 297.654205, -31.146341 -580.036560 105.756096, 582.815979 133.776001 62.287998, 8.614379 -588.973877 298.745087, -657.882324 -750.882324 345.901947, -539.412170 -545.222961 478.662170, -389.750000 -760.066162 -569.227966, -485.600006 -548.037476 361.299988, 621.018494 115.601852 228.101852, -542.222229 -745.842590 551.425903, -540.493652 -752.962036 414.329102, 754.321411 -20.833334 20.392857, -369.899994 172.300003 -258.799988, -495.325287 -612.698792 447.289154, 652.185730 -76.728569 12.885715, -669.032959 -568.109863 337.263733, -501.256592 -709.611816 -559.513184, -529.918701 -660.707336 -463.276428, -483.181824 -451.272736 550.696960, -337.670105 -574.103088 -550.381470, -438.220337 -658.737305 -444.567810, -555.372070 -560.348816 338.000000, 738.476624 51.570095 47.252335, 556.669617 123.491074 182.026779, 60.901409 -717.253540 117.760567, 773.174316 -29.972477 120.055046, 689.109253 133.487396 44.831932, 615.105896 -74.070587 95.258827, 58.298702 -626.454529 137.090912, 766.453857 115.099998 208.276917, 
