-172.000000 498.000000 -76.000000, 65.000000 574.000000 -226.000000, 0.000000 275.000000 263.000000, -296.000000 311.000000 581.000000, -42.000000 682.000000 -110.000000, -64.000000 221.000000 257.000000, -105.000000 301.000000 594.000000, -89.000000 80.000000 531.000000, 45.000000 598.000000 -28.000000, 266.000000 113.000000 175.000000, 264.000000 -43.000000 98.000000, -93.000000 157.000000 477.000000, -211.000000 128.000000 190.000000, 79.000000 656.000000 -203.000000, -233.000000 195.000000 433.000000, -305.000000 338.000000 602.000000, 238.000000 -60.000000 166.000000, 32.000000 102.000000 290.000000, 85.000000 703.000000 -277.000000, 68.000000 706.000000 -212.000000, -208.000000 213.000000 307.000000, 128.000000 94.000000 158.000000, 253.000000 190.000000 200.000000, 231.000000 90.000000 -8.000000, 11.000000 594.000000 -101.000000, -191.000000 282.000000 517.000000, -248.000000 145.000000 484.000000, -79.000000 65.000000 171.000000, -117.000000 713.000000 -178.000000, -107.000000 475.000000 -41.000000, -203.000000 220.000000 286.000000, -42.000000 194.000000 262.000000, -76.000000 340.000000 456.000000, 18.000000 611.000000 -132.000000, 290.000000 154.000000 149.000000, 47.000000 520.000000 -189.000000, 316.000000 68.000000 128.000000, -147.000000 108.000000 536.000000, -98.000000 491.000000 -217.000000, -180.000000 314.000000 382.000000, 83.000000 558.000000 -184.000000, 109.000000 201.000000 33.000000, 379.000000 163.000000 23.000000, -170.000000 74.000000 335.000000, -28.000000 59.000000 228.000000, 241.000000 44.000000 -3.000000, -166.000000 749.000000 -168.000000, 64.000000 505.000000 -98.000000, 159.000000 136.000000 -69.000000, -20.000000 153.000000 302.000000, 244.000000 79.000000 73.000000, 68.000000 748.000000 -276.000000, 213.000000 45.000000 105.000000, 277.000000 100.000000 4.000000, 10.000000 624.000000 -139.000000, 37.000000 278.000000 172.000000, -180.000000 188.000000 183.000000, 354.000000 -22.000000 154.000000, -81.000000 80.000000 114.000000, -132.000000 235.000000 123.000000, -118.000000 127.000000 451.000000, 26.000000 119.000000 107.000000, -268.000000 178.000000 528.000000, -51.000000 731.000000 -177.000000, 331.000000 3.000000 174.000000, 310.000000 53.000000 189.000000, -158.000000 270.000000 513.000000, -121.000000 280.000000 557.000000, 36.000000 90.000000 336.000000, -100.000000 505.000000 -205.000000, -130.000000 658.000000 -243.000000, -125.000000 258.000000 269.000000, 166.000000 154.000000 30.000000, 85.000000 741.000000 -296.000000, 183.000000 31.000000 13.000000, -286.000000 160.000000 370.000000, -251.000000 72.000000 480.000000, 59.000000 736.000000 -39.000000, -21.000000 316.000000 87.000000, -183.000000 224.000000 377.000000, -91.000000 533.000000 -164.000000, 13.000000 676.000000 -200.000000, -121.000000 685.000000 -93.000000, 234.000000 34.000000 149.000000, 14.000000 82.000000 225.000000, -70.000000 475.000000 -292.000000, -141.000000 601.000000 -277.000000, -179.000000 568.000000 -234.000000, 3.000000 626.000000 -66.000000, -201.000000 319.000000 147.000000, -322.000000 218.000000 566.000000, 120.000000 49.000000 196.000000, -208.000000 133.000000 177.000000, -62.000000 257.000000 215.000000, -249.000000 285.000000 359.000000, -34.000000 709.000000 -177.000000, -60.000000 144.000000 200.000000, 330.000000 -37.000000 168.000000, 243.000000 90.000000 -67.000000, 214.000000 74.000000 -72.000000, 
-159.711121 533.246948 -82.763451, 39.266575 572.027954 -258.261047, 5.923284 279.250946 291.773804, -282.262482 302.688110 557.628174, -41.315796 689.888123 -97.819336, -77.877106 218.572601 279.749756, -111.483154 297.929443 601.194275, -83.248360 104.871910 561.137695, 51.530605 590.438782 -47.009628, 248.257889 112.572304 172.511017, 279.173218 -35.513424 64.266457, -93.196289 184.011307 479.585114, -188.480865 104.033676 219.374573, 69.106117 649.869019 -195.110855, -241.163879 206.164001 437.902557, -289.799713 333.271515 608.174866, 204.665680 -42.916477 163.021729, 27.123516 109.982018 282.103485, 54.381401 675.025818 -282.094238, 59.897205 720.032776 -190.562363, -189.562897 189.081284 316.745819, 143.022095 118.525528 148.102737, 222.728226 187.106369 176.052444, 219.049942 105.910263 -5.976980, -4.153830 570.083069 -95.336571, -213.597504 291.394043 518.096375, -251.622894 141.262466 479.266418, -97.056671 76.959793 184.814240, -119.185120 703.880615 -183.082001, -81.255447 513.190063 -56.159924, -189.641953 224.233139 268.558289, -30.157639 188.505692 259.343872, -88.650101 309.264954 439.446259, 39.592503 605.592102 -135.509064, 309.663483 168.906784 135.775726, 29.100567 511.217377 -200.958298, 337.163239 68.551277 106.970367, -159.123047 125.700157 568.542542, -99.898293 496.095245 -235.570023, -166.609390 310.079498 384.243591, 72.265495 565.658752 -168.030060, 124.868134 192.927841 51.782417, 352.663666 158.810379 14.102378, -157.647064 96.077553 329.003906, -49.209797 72.779892 248.960037, 286.809418 -3.855227 -22.100985, -168.005768 730.038147 -171.109116, 43.088123 509.517822 -86.230606, 159.053024 145.033020 -47.637600, -30.664347 157.739685 322.190552, 245.651794 91.233086 75.463745, 23.018114 734.286560 -274.828613, 187.471085 32.959148 101.870575, 309.164368 104.666603 -4.080647, -2.130798 630.514282 -151.819855, 25.615345 260.615997 163.976746, -172.138245 193.547714 183.565460, 364.120361 -21.219248 110.702873, -95.423363 99.086212 112.483917, -125.208923 232.620895 121.236107, -121.253639 122.502831 427.300720, 14.963246 132.680939 122.255302, -266.252258 165.146591 554.668945, -55.175945 736.369141 -199.749207, 331.855927 10.775181 174.204422, 324.911316 66.219215 187.735397, -147.681015 254.311035 498.367920, -119.843452 253.362503 565.768372, 12.113182 90.912453 339.671783, -102.706810 519.040039 -206.844681, -120.216461 672.188660 -250.495010, -125.955482 273.488129 279.037720, 177.348038 158.580994 40.114017, 78.429909 732.280396 -298.677582, 156.902115 0.777477 7.141100, -291.874268 150.014114 386.459961, -265.989655 87.412361 485.253937, 46.250435 718.457581 -67.176674, -27.115776 291.829437 110.289215, -155.761993 216.919525 377.130066, -87.406166 547.904541 -150.364578, -2.505128 664.564270 -227.148117, -133.176498 671.628967 -80.120262, 227.181152 30.309338 162.468658, 22.335302 99.666061 210.642212, -53.826794 511.003296 -281.873077, -115.969864 593.917908 -276.785431, -167.640305 558.347778 -220.684387, -13.483381 629.316040 -58.707203, -183.023651 300.354126 155.104279, -306.735229 211.344467 570.532349, 135.266876 9.333902 172.150620, -189.485580 115.103889 134.786575, -65.094276 269.698883 196.884628, -276.785675 294.950867 390.042999, -26.931549 704.234375 -183.168167, -63.746513 150.053558 194.355408, 320.933289 -43.084011 171.820267, 269.409546 110.799065 -58.865822, 193.011475 51.623158 -58.362644, 
-157.287094 539.145874 -85.285301, 36.251785 566.650024 -264.639343, 6.601794 279.727173 300.082275, -286.863098 298.782318 543.121521, -48.092445 702.592346 -91.037399, -84.318130 215.791473 289.549622, -117.532661 310.023102 592.101135, -88.236580 115.744057 565.503235, 56.296986 594.487366 -54.814804, 246.042419 112.025925 168.727554, 274.956848 -27.833334 63.471436, -97.043449 186.435593 479.808777, -180.606750 103.184967 228.488510, 64.362312 647.242615 -194.422516, -246.540817 213.421417 440.970673, -275.423309 317.406006 608.384216, 202.360596 -41.262314 153.255051, 27.838428 118.066864 280.763367, 50.716248 663.592224 -277.513916, 55.664444 720.458984 -180.816635, -187.246155 180.110748 322.507904, 144.487946 125.444313 148.445236, 212.702332 184.661270 163.139755, 218.609070 106.693237 -0.450710, -13.818339 562.550903 -96.258278, -213.040039 296.009583 517.248474, -246.796280 145.718506 475.871887, -99.896324 81.467857 187.492264, -117.800766 689.928406 -175.783020, -75.890816 519.721985 -62.293869, -188.942688 235.385986 263.528961, -12.133545 190.966324 251.303940, -91.876083 304.273163 436.697083, 48.367393 612.472107 -127.869316, 322.669373 172.233215 135.662384, 24.390959 509.056152 -202.558136, 340.867188 71.275452 96.691605, -168.366852 129.247803 572.775757, -116.671066 496.755707 -252.827164, -169.823837 307.075684 380.050842, 65.153954 560.239990 -169.333939, 130.710999 183.685532 59.980232, 343.444702 169.501633 9.835261, -155.679062 98.370407 331.714813, -58.521576 82.238441 260.691559, 305.150970 -9.453109 -24.990639, -166.793213 720.736145 -168.743942, 40.714130 507.228729 -84.113907, 156.637711 152.112488 -39.138123, -36.326702 163.057007 332.913361, 247.697159 93.991844 75.734993, 2.633490 726.823792 -272.664429, 176.205811 30.669943 91.841347, 325.608093 92.447060 -6.399693, -15.413372 627.471191 -157.792633, 24.873386 255.871964 166.547363, -170.418884 195.432236 183.148895, 360.216553 -20.302217 89.587082, -91.229012 104.425766 113.765327, -123.070900 228.779755 118.035240, -124.026680 117.515251 427.712128, 9.773979 133.008362 122.920685, -266.575012 149.746948 572.257019, -61.392017 733.368530 -214.340714, 334.461090 11.770413 170.860077, 333.954010 81.657661 181.799942, -150.647842 252.794830 493.763489, -121.685440 237.685059 574.900391, 1.887945 89.255066 337.610687, -100.790260 519.731079 -197.256317, -125.793701 681.784729 -259.500275, -127.901451 288.148651 281.770660, 188.425690 160.983978 43.440899, 74.555420 728.862366 -280.785614, 154.231110 -9.799713 6.118738, -290.490753 142.634872 390.387299, -272.873413 90.690193 488.349365, 44.641930 711.553040 -72.818832, -28.427858 286.876221 113.825218, -145.055222 216.941910 378.000610, -86.057816 556.376282 -148.532196, -15.405992 653.261108 -240.497238, -137.755753 671.487366 -77.368149, 232.155746 31.985762 164.377869, 20.732796 102.530083 201.407593, -42.961620 519.621094 -274.693665, -110.873955 594.635620 -271.825165, -165.917999 560.356140 -214.853409, -25.085213 629.269287 -58.450218, -178.122452 294.677979 154.722458, -301.652405 215.660294 570.343506, 135.761124 2.484605 162.845840, -184.738861 114.762573 126.794411, -66.793388 275.669952 197.634689, -284.424744 294.562775 404.331207, -23.714329 704.479980 -173.587540, -66.342628 157.796494 190.670441, 315.721710 -40.813946 170.016800, 272.121124 134.042206 -51.107059, 183.866943 43.507195 -47.295589, 
-156.110992 540.334045 -85.234383, 40.600319 559.703674 -266.843140, 6.041389 280.771332 303.890167, -295.385040 299.842041 527.735168, -53.584946 711.089417 -84.986481, -87.609329 214.342255 291.599945, -117.913910 313.164673 582.544067, -92.243561 118.149704 566.608765, 55.174480 596.087402 -56.231194, 246.021240 112.963051 167.357300, 267.210175 -22.126020 61.099880, -98.827721 186.479919 480.164276, -178.315292 103.808456 233.262100, 59.219223 644.444580 -197.194794, -251.249680 217.645279 440.556213, -264.783051 306.507935 604.652771, 202.423630 -40.135563 148.002167, 28.239082 121.663460 282.356537, 51.446392 655.216675 -274.420410, 53.782207 719.517212 -175.369202, -188.271912 177.222748 327.255005, 144.264420 125.425522 150.982269, 211.071304 184.138611 158.308411, 218.197449 99.127029 1.540045, -15.516597 557.692383 -98.143105, -210.273468 298.530670 516.147583, -238.526703 148.579956 476.150391, -100.556412 83.484848 187.775284, -116.361717 674.927917 -171.424088, -75.127808 519.153015 -64.556198, -187.757889 243.402191 261.748779, -1.639972 194.916977 248.290817, -93.605820 303.675201 435.405914, 49.953716 619.953735 -122.797852, 327.488770 174.114410 136.023026, 21.684706 507.593353 -201.614578, 341.287872 74.710953 91.315384, -173.509521 128.610733 571.839783, -132.835663 502.839722 -263.405273, -174.949921 304.674194 378.080688, 59.812229 556.260986 -170.138962, 132.421219 173.508423 63.359890, 339.427795 173.991333 10.076681, -155.665771 97.732635 335.574066, -64.213936 88.721527 266.820221, 311.271729 -12.568132 -27.754406, -163.923721 718.668518 -166.381912, 40.839661 506.873322 -82.075943, 153.762299 154.238495 -34.263931, -40.005154 166.954697 338.726929, 250.477585 95.550392 76.632034, -7.641975 722.265137 -270.969147, 167.374969 34.580154 84.000717, 334.953003 83.106400 -10.425341, -23.298212 623.210938 -161.051712, 25.009529 256.098724 167.635529, -170.748306 195.009109 183.276489, 356.841217 -19.732908 78.105850, -87.369659 105.013718 114.772369, -121.817436 226.241089 116.629456, -126.242973 114.282600 431.391754, 8.746779 133.200394 121.142097, -271.122742 138.369598 580.965698, -68.314232 729.030212 -222.118073, 338.578400 13.718489 167.835358, 338.838104 90.829033 177.276901, -153.130890 251.645050 492.314941, -124.483498 229.713837 581.260254, -3.206975 87.758911 336.215302, -98.446854 513.066101 -189.387009, -134.117355 689.002502 -264.795166, -126.382957 294.353516 283.781128, 201.197495 166.687561 45.477043, 67.165565 725.492493 -270.129425, 155.830933 -19.342009 3.965046, -289.302490 138.824890 391.566681, -279.755951 94.893394 489.842834, 44.523930 708.899658 -72.887581, -27.446156 285.077881 115.147446, -138.912323 217.126251 379.545624, -86.824265 564.848816 -147.253708, -24.867859 644.403931 -247.336029, -141.522873 672.185913 -74.202621, 233.694778 33.054760 164.279846, 17.428782 99.205170 196.201843, -37.773991 523.404053 -268.906006, -111.461525 596.817566 -267.767761, -164.904648 567.036743 -207.617691, -33.956005 628.841370 -60.682529, -175.982941 292.845306 150.928650, -294.687866 217.018890 567.481323, 136.648407 0.302768 161.547668, -183.152222 114.116470 125.806213, -67.773529 279.088654 200.509659, -287.428131 294.557556 406.685242, -21.720652 707.423889 -167.156250, -68.296700 164.721405 188.878128, 313.229492 -39.708801 167.589798, 270.488281 149.355331 -44.199532, 181.037720 40.311180 -41.165974, 
-155.582047 540.458191 -83.603020, 45.107105 552.382019 -267.790955, 5.110499 281.461151 306.143951, -299.257965 300.925934 518.273621, -57.888817 715.291016 -81.194572, -89.857796 212.703751 289.977234, -115.645378 312.271515 577.060852, -94.227493 118.305565 567.497253, 52.995514 596.742065 -56.437622, 246.772507 114.215797 167.188309, 261.912140 -18.260780 57.881741, -98.863358 187.055450 481.304840, -177.944122 104.403046 236.531372, 54.880318 641.840454 -199.661346, -256.928619 219.546936 438.947723, -259.686249 301.688324 601.425232, 202.554550 -38.965538 144.087524, 27.764252 123.567795 284.849640, 50.875782 649.520264 -273.760620, 53.426292 718.582520 -170.947586, -189.430283 177.277313 331.283234, 144.611755 124.915215 154.711441, 210.650604 184.098770 157.277191, 219.154419 91.774574 0.049923, -15.412047 553.025452 -100.564674, -208.250275 301.261139 513.462402, -227.482971 148.318115 476.461517, -101.034439 84.900543 188.518127, -117.166145 663.317139 -169.658005, -74.823944 517.604309 -65.666725, -186.722870 250.152863 260.628540, 4.448949 197.893463 246.721115, -95.119476 303.919037 433.820770, 49.156330 625.929077 -121.120720, 329.514343 175.852325 136.630615, 19.684742 506.547729 -199.151993, 341.189301 77.788055 87.660400, -177.591537 128.168869 571.013000, -140.259048 508.305023 -265.462097, -179.542969 302.590759 377.262390, 57.449589 554.315613 -169.266724, 135.313141 165.593918 65.328659, 340.256531 173.980240 11.179125, -156.185654 97.242836 338.824493, -68.458931 93.363495 270.130554, 312.568604 -15.277544 -30.093992, -159.319351 719.670593 -163.427170, 42.046017 507.182526 -79.972740, 151.974228 154.609604 -32.074406, -42.291531 169.803162 341.844543, 252.994461 96.012436 77.695007, -13.313720 718.859314 -270.200409, 160.649506 39.248215 78.324615, 337.596710 79.327499 -14.620772, -26.271368 620.608643 -163.538345, 25.187260 257.621368 167.986710, -171.744736 194.597809 183.970810, 353.858002 -19.602692 71.189392, -84.639458 104.511368 115.429352, -120.931038 223.999359 116.371162, -126.458740 112.330872 434.422272, 9.287746 134.945297 119.959793, -276.560516 130.333206 585.287292, -74.166573 725.592529 -224.422318, 341.941345 15.695207 165.283325, 340.932983 96.829048 174.399490, -155.140976 249.131668 491.937836, -126.880974 225.488327 584.672058, -6.786294 86.523705 335.369202, -98.141632 508.316101 -183.227570, -140.219620 692.547607 -266.081665, -122.532669 296.851166 286.963074, 212.909943 172.530228 46.917610, 62.177231 723.230713 -264.330750, 157.771805 -27.283083 1.348579, -288.395294 136.387253 392.281647, -286.760254 101.280098 490.541046, 43.859924 708.132446 -71.301010, -26.605724 284.108551 115.728416, -134.085617 217.258667 380.929962, -89.715469 572.963501 -146.140625, -30.156904 637.860229 -251.722351, -144.772659 673.334656 -71.655449, 234.009186 34.180389 163.619690, 14.345621 96.309624 193.701981, -38.110607 525.272522 -265.800781, -114.565804 598.825989 -265.950653, -163.705002 571.902771 -200.440063, -41.347164 628.195007 -62.945644, -174.548294 291.989166 147.436829, -288.695038 215.431946 564.979370, 137.800003 -1.154845 161.616928, -182.350052 113.237030 126.132820, -68.286560 281.177826 202.676056, -288.451111 295.167145 404.208588, -21.628860 709.251221 -163.087112, -68.426216 169.984787 188.453232, 311.697296 -38.623627 165.097397, 268.989716 156.760590 -40.046638, 177.424835 39.467945 -38.287193, 
-155.431335 540.058167 -81.662682, 47.298321 545.740967 -267.967499, 4.666088 281.617371 307.464569, -300.424103 301.459869 513.164124, -61.190445 716.985535 -78.810417, -91.918640 210.408234 286.851044, -113.258522 310.585907 574.101624, -95.592056 118.114494 568.520996, 50.673393 597.358093 -56.678505, 247.915649 115.600655 167.199997, 258.591400 -15.840745 55.506496, -97.936577 188.007401 483.236420, -178.068329 104.990746 239.239929, 51.803001 639.405396 -201.452072, -262.681030 219.768951 437.668945, -257.754456 299.921265 599.157471, 202.407166 -37.966259 140.911606, 27.280851 125.345108 287.426605, 50.231815 644.843628 -273.963165, 53.707329 717.714417 -167.513611, -190.170059 178.582352 334.463928, 145.167191 124.620018 158.084579, 210.166260 184.191071 157.432877, 222.550308 87.026054 -3.203557, -15.784956 549.250793 -103.065987, -206.741638 303.967560 510.059540, -217.868698 145.130325 474.984772, -102.303551 86.306648 189.585815, -119.374741 656.716309 -168.816360, -74.487518 516.572205 -65.500961, -185.523346 256.537323 259.363403, 8.029620 200.034286 245.488251, -96.473145 304.261688 433.007263, 47.662231 630.131226 -120.310356, 330.362793 177.357925 136.980774, 17.737516 506.159302 -196.446136, 341.616760 79.886902 84.518204, -181.008026 127.573624 571.619446, -143.454666 511.302521 -264.439636, -183.085495 300.718384 377.166382, 56.814342 553.514221 -167.808197, 138.722336 161.495300 66.787346, 342.273651 173.000961 11.273516, -156.975479 97.412582 341.696533, -71.736969 96.307045 272.146362, 312.531128 -17.238249 -31.724886, -155.431320 720.517212 -160.704102, 43.603336 507.762756 -77.783272, 151.649506 155.203873 -30.672419, -44.057510 171.966782 343.441254, 254.004593 95.995575 78.698334, -17.577089 716.500244 -269.162598, 156.571808 42.137054 74.906075, 337.781982 77.597847 -18.027035, -27.239048 618.437195 -166.023148, 25.359858 259.971497 168.457443, -173.070023 194.436905 185.043701, 351.849762 -19.474743 66.733833, -82.323669 103.618744 116.049660, -120.257332 221.876877 116.386642, -124.204926 111.265839 436.578339, 10.224564 137.386597 119.711655, -280.428925 125.331070 587.244690, -78.539581 722.297913 -225.294464, 344.066956 17.211336 163.498108, 341.654144 100.872261 172.858170, -157.771896 246.334000 491.802826, -128.916138 222.980240 586.754211, -10.118968 85.649071 334.516235, -99.414635 506.950836 -178.917496, -143.971863 694.421143 -265.924133, -117.786896 297.611633 292.559692, 221.239395 175.404724 48.048481, 58.926338 721.445557 -261.625214, 159.644272 -31.509348 -0.660871, -287.278961 133.864838 392.175537, -292.174225 108.137245 491.028473, 42.651588 707.761841 -69.333923, -26.184843 283.348511 115.940773, -129.910065 217.649765 381.906616, -92.430283 577.400696 -144.186829, -33.236362 633.314148 -254.602066, -147.229721 674.089172 -70.262909, 234.009033 35.117298 162.891556, 11.979126 94.460884 192.977814, -40.405144 526.138245 -263.890442, -118.896492 600.389099 -265.469971, -162.936218 574.064392 -194.940155, -46.850895 627.532410 -64.469460, -173.462906 291.450073 144.674500, -284.782074 213.655563 563.877502, 138.760040 -2.239223 161.469940, -181.900436 112.480522 126.640846, -68.986313 282.839996 204.057907, -289.134521 295.986542 401.426819, -23.434977 710.054626 -160.373413, -67.878014 173.558838 188.245407, 310.545502 -37.465153 163.341980, 267.941223 160.632080 -38.329208, 172.467606 39.213333 -37.205803, 
-155.451736 539.778687 -79.752380, 48.065086 540.542603 -267.298492, 4.924568 281.437897 308.232300, -300.564636 301.443024 510.239929, -63.757214 717.476257 -76.946602, -94.118484 207.880707 283.246368, -111.661331 309.113861 572.378723, -96.796974 117.745850 569.287231, 48.308460 597.777161 -57.200104, 248.997604 116.655090 167.284622, 256.482788 -14.395000 53.651649, -96.832710 189.183594 485.555603, -178.753571 105.409676 241.610382, 49.824516 637.386597 -202.756454, -267.491486 219.023682 436.784760, -257.222870 299.482666 597.642639, 202.414612 -37.403564 138.090912, 26.946617 127.383659 289.948853, 49.525391 640.340454 -274.494873, 53.694637 717.297180 -164.984344, -190.511383 180.428513 336.519012, 145.524734 124.333488 160.306824, 209.474762 184.385437 157.425034, 226.516174 83.424561 -7.090429, -16.357697 546.273926 -105.489754, -205.581940 306.117126 506.853119, -211.945023 140.964890 472.413910, -103.959892 87.823105 190.918701, -122.079803 653.298218 -168.502670, -74.002174 516.221130 -64.758499, -184.009399 262.635620 257.991974, 10.085628 201.485596 244.473267, -98.094025 304.702454 433.735992, 46.163914 633.292969 -119.923851, 330.729797 178.438858 137.387817, 15.568910 506.240173 -193.774246, 341.945862 81.664917 81.852516, -184.160843 127.337875 572.915955, -145.065948 512.763794 -262.992493, -186.139633 298.973511 377.274963, 57.204826 552.824585 -166.402649, 141.369904 159.831589 68.080917, 343.985260 172.102615 10.426165, -157.923187 97.898491 344.289459, -74.265251 98.003586 273.372070, 312.240479 -18.363920 -32.825737, -152.850998 720.737549 -157.967453, 44.695187 508.441193 -76.012810, 152.148300 156.018219 -29.418549, -45.546318 173.510605 343.823242, 253.722870 95.693832 79.604477, -20.768026 714.728271 -268.228638, 154.307861 43.848949 72.749931, 337.796478 76.581314 -20.012585, -28.049730 616.199585 -168.564804, 25.523705 262.754913 169.439682, -174.283264 194.197418 186.223740, 350.356934 -19.059130 63.828541, -80.026871 102.549965 116.719345, -119.946938 219.771973 116.620667, -120.339607 110.867531 438.210388, 11.218046 140.087692 120.019005, -283.125122 122.413277 587.938843, -81.499496 719.464294 -225.845673, 345.268250 18.444538 162.041519, 342.169800 103.402298 171.851181, -161.275055 243.506607 491.695343, -130.671143 221.488876 588.094604, -12.672965 84.674828 333.527161, -101.253159 506.889343 -175.772858, -146.608566 696.015442 -265.213715, -111.968773 297.379425 300.752502, 227.055908 176.266800 48.998386, 56.655334 719.832886 -260.045654, 161.347778 -33.314701 -1.927096, -286.286713 131.303665 391.804291, -295.054138 113.432907 491.643738, 41.326660 707.772766 -67.748436, -26.092710 282.589691 115.927414, -126.764275 218.053482 382.521851, -94.429016 579.725342 -141.641205, -35.671066 629.628052 -256.568268, -148.886749 674.397949 -69.391182, 233.669312 35.846947 162.341705, 10.509422 93.174660 193.060486, -42.837948 526.076172 -262.477295, -123.098938 601.823547 -265.406189, -162.524261 574.070923 -190.600433, -50.614555 626.848694 -65.414734, -172.533249 290.928101 142.328735, -282.190948 212.361206 563.804932, 139.511307 -2.998914 161.315109, -181.556778 111.898643 127.168419, -70.000000 284.126312 205.134018, -289.591919 297.013092 399.380157, -25.707582 709.902588 -158.383331, -66.655243 176.072693 187.762695, 309.417542 -36.487598 161.871841, 267.203491 162.961197 -37.480515, 166.931976 39.798347 -36.547459, 
-155.636978 539.200195 -78.064522, 48.179081 536.424500 -266.426147, 6.259221 280.836761 308.149841, -300.333832 301.199585 508.563812, -65.103836 717.459412 -75.389763, -96.574379 205.336594 279.734863, -110.862823 308.002380 571.578613, -97.831963 117.604485 569.938538, 46.408466 598.178650 -57.714565, 250.363220 117.912979 167.524109, 255.253754 -13.577568 52.260818, -96.276802 190.887924 487.803375, -179.757767 105.242821 243.762833, 48.444103 635.989502 -203.597595, -270.811035 218.198883 435.833221, -257.077301 299.682129 596.492188, 202.223389 -37.030094 135.628967, 26.753679 129.730911 292.806854, 48.852032 636.302185 -274.780457, 53.349236 717.018555 -163.374847, -190.755905 182.720123 338.021484, 145.744431 123.639069 161.481705, 208.632599 184.474503 157.374771, 230.205856 80.124756 -10.885668, -16.901550 543.865112 -107.461258, -204.582047 307.627686 504.033447, -208.161270 136.981094 469.879639, -105.651680 89.319191 192.167831, -124.955986 651.277039 -168.679916, -73.455757 516.502197 -63.844646, -182.351501 268.191650 256.608826, 10.976628 202.328339 243.306732, -99.645676 304.810089 436.339935, 44.825241 635.439575 -119.638847, 331.033813 179.306961 137.443527, 12.903127 506.623505 -191.752090, 342.195557 83.133087 79.681282, -186.681595 126.974731 573.980713, -145.759979 513.479614 -261.880493, -188.593903 297.496765 377.568115, 57.912113 551.962952 -165.125885, 142.994141 159.370819 69.102654, 345.085907 171.343735 9.161871, -158.694290 98.467491 346.333984, -76.073059 98.953735 274.265961, 312.038391 -19.370607 -33.589039, -151.315674 720.951904 -155.695618, 45.230690 509.201233 -74.365395, 153.058243 156.962753 -28.160236, -47.044300 174.888229 343.542114, 252.945694 94.890198 80.237656, -23.197735 713.412231 -267.593933, 153.212769 45.086437 71.290611, 338.032562 75.732704 -21.534592, -29.059946 614.166992 -171.006668, 25.257212 265.540283 170.544617, -175.237457 194.220764 187.654037, 349.382660 -18.746113 61.558971, -77.736000 101.476463 117.171165, -119.842041 217.748886 116.916405, -116.254807 111.183182 439.437042, 12.368265 142.740051 120.571510, -285.238525 120.645912 588.284241, -83.676292 717.350830 -226.122620, 345.987183 19.168907 160.909241, 342.635406 104.957581 170.973679, -165.643036 240.229553 491.854248, -131.937790 220.567795 588.865662, -14.832952 83.967735 332.443024, -102.991188 507.228729 -173.407578, -148.165146 697.329590 -264.666718, -105.888367 296.305420 310.339874, 231.253311 176.339539 50.101788, 55.058418 718.670227 -259.296112, 162.936142 -33.881294 -3.325283, -285.702667 129.243332 391.656525, -295.773560 116.868584 492.229462, 40.353260 707.773132 -66.719841, -26.250395 281.775452 115.902397, -124.391159 217.850311 383.279388, -95.985405 581.280212 -138.855911, -37.903645 626.847534 -258.167145, -150.025497 674.469360 -68.706161, 233.344711 36.398258 162.038422, 9.697477 92.403107 193.563675, -44.934105 525.817200 -261.841583, -126.992630 603.144958 -264.990601, -162.211914 572.937927 -187.127563, -53.293541 626.259766 -66.303864, -171.839920 290.237518 139.882187, -280.176819 211.384903 564.155273, 139.974136 -3.746119 161.028549, -181.171417 111.516945 127.451874, -71.433563 285.269012 206.247452, -289.980988 297.840485 398.205322, -28.111874 709.531128 -157.100159, -65.339211 177.810669 187.159576, 308.646637 -35.841579 160.989777, 266.657684 164.623367 -37.037876, 161.626160 41.736462 -35.715508, 
