346.000000 -595.000000 -576.000000, -443.000000 -356.000000 -37.000000, 390.000000 -544.000000 -663.000000, 339.000000 -557.000000 -675.000000, -400.000000 -313.000000 -35.000000, 340.000000 -495.000000 -674.000000, 583.000000 -363.000000 -608.000000, 33.000000 399.000000 256.000000, -529.000000 817.000000 446.000000, -733.000000 551.000000 435.000000, -437.000000 -373.000000 -55.000000, 518.000000 -465.000000 -638.000000, -82.000000 409.000000 273.000000, -523.000000 -277.000000 -66.000000, -531.000000 -204.000000 -199.000000, -706.000000 790.000000 400.000000, 37.000000 496.000000 374.000000, 449.000000 -534.000000 -473.000000, -498.000000 638.000000 376.000000, 56.000000 519.000000 361.000000, -50.000000 428.000000 290.000000, -715.000000 800.000000 286.000000, 500.000000 -373.000000 -704.000000, 517.000000 -462.000000 -569.000000, 575.000000 -517.000000 -671.000000, 49.000000 566.000000 223.000000, -314.000000 -317.000000 -73.000000, -398.000000 -360.000000 -166.000000, -106.000000 408.000000 374.000000, -424.000000 -367.000000 -218.000000, -491.000000 -247.000000 29.000000, -42.000000 566.000000 377.000000, 42.000000 554.000000 243.000000, -215.000000 379.000000 257.000000, 319.000000 -435.000000 -584.000000, 13.000000 471.000000 354.000000, -300.000000 -190.000000 -25.000000, -634.000000 766.000000 469.000000, 493.000000 -554.000000 -594.000000, -276.000000 -290.000000 -103.000000, -740.000000 653.000000 452.000000, 344.000000 -549.000000 -703.000000, 504.000000 -627.000000 -741.000000, -328.000000 -334.000000 -152.000000, 484.000000 -504.000000 -717.000000, -45.000000 554.000000 217.000000, -648.000000 604.000000 468.000000, 575.000000 -417.000000 -720.000000, 512.000000 -435.000000 -579.000000, 411.000000 -626.000000 -537.000000, -710.000000 758.000000 340.000000, -305.000000 -251.000000 -61.000000, 555.000000 -399.000000 -574.000000, 547.000000 -440.000000 -662.000000, -661.000000 767.000000 426.000000, -140.000000 358.000000 233.000000, -123.000000 579.000000 281.000000, -297.000000 -312.000000 -40.000000, 517.000000 -628.000000 -603.000000, -313.000000 -180.000000 11.000000, -66.000000 362.000000 430.000000, -756.000000 596.000000 373.000000, -461.000000 -373.000000 -161.000000, 469.000000 -601.000000 -736.000000, -191.000000 605.000000 340.000000, 481.000000 -405.000000 -576.000000, 35.000000 390.000000 284.000000, -359.000000 -337.000000 -150.000000, 581.000000 -582.000000 -664.000000, -554.000000 688.000000 398.000000, -142.000000 456.000000 262.000000, -457.000000 -243.000000 -237.000000, -750.000000 595.000000 413.000000, 306.000000 -432.000000 -561.000000, -144.000000 468.000000 240.000000, -673.000000 772.000000 321.000000, -568.000000 790.000000 425.000000, -141.000000 600.000000 215.000000, 329.000000 -537.000000 -566.000000, -300.000000 -365.000000 -138.000000, -533.000000 -327.000000 -51.000000, 362.000000 -625.000000 -492.000000, 27.000000 465.000000 210.000000, 6.000000 586.000000 296.000000, 385.000000 -536.000000 -614.000000, -637.000000 729.000000 201.000000, -525.000000 -328.000000 -51.000000, -499.000000 -149.000000 -183.000000, 355.000000 -409.000000 -562.000000, -26.000000 501.000000 210.000000, 550.000000 -486.000000 -708.000000, 473.000000 -545.000000 -520.000000, -434.000000 -345.000000 -109.000000, -718.000000 546.000000 275.000000, 315.000000 -438.000000 -473.000000, -522.000000 -151.000000 -214.000000, 318.000000 -603.000000 -473.000000, -375.000000 -339.000000 -1.000000, -734.000000 686.000000 392.000000, -346.000000 -163.000000 -24.000000, 
349.144867 -599.520996 -584.740845, -459.272400 -355.660706 -7.931436, 409.715057 -554.460999 -668.450867, 337.354492 -584.251831 -666.166382, -404.162384 -282.119263 -40.848389, 352.944366 -447.612061 -693.408447, 561.412048 -370.167908 -623.504272, 17.197153 396.107880 242.315872, -505.591919 787.728943 429.317444, -709.150513 559.755310 429.009369, -430.234680 -380.094025 -63.782051, 497.992188 -468.955933 -638.980652, -81.187660 395.137756 266.447754, -497.043396 -246.900528 -81.170364, -512.187073 -228.657883 -179.170639, -719.593567 787.946411 414.648743, 23.736002 489.704559 434.412811, 432.514130 -511.407898 -489.188812, -519.446716 610.791382 334.377869, 41.897449 551.993896 375.874268, -45.281742 438.080688 299.578339, -717.397400 781.436035 257.916504, 462.184265 -384.956055 -700.916748, 529.417114 -475.252258 -539.026611, 561.107788 -522.849243 -659.742981, 32.082146 592.495605 225.439240, -325.619507 -332.376617 -75.703613, -395.377930 -354.844299 -170.857483, -144.077438 429.498322 402.077332, -424.846283 -351.800507 -218.656403, -482.154724 -211.587662 5.822322, -55.846794 565.345642 416.807861, 30.508009 538.605164 257.229797, -200.040619 392.009155 283.532410, 332.884277 -421.673798 -620.640320, 2.419938 455.254150 361.985291, -286.033295 -172.157425 -65.705811, -628.968445 751.145813 462.942627, 498.127228 -553.520386 -597.460693, -283.014343 -237.042328 -158.436325, -720.444763 664.778687 454.366364, 352.590546 -561.073608 -724.596130, 528.816650 -606.273071 -723.059204, -313.621826 -300.104828 -192.148636, 466.590210 -496.527496 -710.855042, -51.355892 563.413940 237.660751, -624.660400 598.134583 435.304291, 561.256165 -405.249054 -718.938660, 510.537994 -431.493805 -578.313232, 424.654388 -606.439819 -540.450684, -716.758179 730.029846 325.048401, -322.105621 -224.835587 -92.866020, 553.977478 -395.743011 -538.002502, 547.393372 -430.170868 -658.562622, -660.443237 754.521301 422.027710, -135.983841 373.058228 245.326431, -120.559753 568.391968 292.337067, -289.282318 -326.329742 -10.242786, 524.972046 -611.043518 -587.427917, -314.712982 -189.514374 22.261759, -51.090141 390.148224 445.606110, -717.452271 601.770447 348.808960, -492.621338 -355.423035 -169.785370, 454.730408 -592.970398 -712.464661, -183.256058 571.018127 388.111389, 460.743958 -397.823700 -560.847046, 22.817921 382.952789 315.583832, -369.776794 -307.458466 -153.020691, 560.319763 -585.694458 -667.709290, -558.390869 691.061890 380.952728, -157.594498 464.379852 296.215637, -416.059479 -227.582642 -203.455597, -723.712891 601.252197 413.431671, 320.019318 -438.370667 -542.433228, -158.529099 486.121735 235.599365, -634.538330 759.947388 311.736176, -554.663879 782.958435 383.563110, -162.518311 588.531372 231.243561, 341.872406 -525.688354 -549.908325, -292.262238 -371.790588 -148.249710, -533.467896 -332.450623 -38.508640, 369.498016 -601.548035 -498.261169, 23.149702 464.791962 235.517090, 1.268391 587.904236 301.964203, 398.507080 -522.629028 -602.679382, -598.754028 713.316895 235.011963, -511.237244 -347.719574 -39.659599, -456.488708 -154.644440 -149.609787, 376.242920 -398.590759 -561.993652, -34.360950 492.274475 236.703522, 547.342407 -492.184814 -717.768005, 500.306122 -553.526794 -513.348389, -436.448700 -321.085541 -113.281006, -671.537292 585.275391 266.532288, 346.257080 -437.078857 -488.929199, -509.847565 -150.444443 -218.690170, 327.977020 -576.799805 -491.421356, -364.596924 -344.407135 9.791168, -706.995728 679.017212 374.669189, -379.918274 -159.786667 -53.367931, 
351.227631 -597.853638 -588.363708, -461.442352 -347.444519 6.938090, 413.360016 -557.872314 -663.887512, 340.060852 -582.731445 -662.733093, -402.471771 -271.348511 -33.543606, 356.871460 -436.921753 -701.711609, 547.036255 -375.055878 -624.257202, 11.510901 390.447174 242.028519, -510.786804 767.501282 437.327850, -703.813110 561.662659 433.495209, -423.532990 -374.209595 -70.444496, 484.697266 -469.140442 -636.642761, -80.563820 391.330170 272.776947, -492.822662 -238.370209 -83.073456, -503.346405 -239.385208 -180.734818, -720.847168 784.435974 415.863831, 14.683434 487.318695 447.819794, 430.839630 -501.765808 -501.749359, -523.696228 600.873779 318.383331, 29.549870 567.722107 388.895050, -53.150963 445.056885 312.209229, -709.496765 767.620850 246.177704, 450.159485 -389.015411 -695.789551, 536.668152 -480.512756 -528.069397, 555.997742 -520.257690 -647.494873, 23.000795 597.533997 234.651291, -321.707428 -336.259460 -77.853966, -387.927948 -364.713440 -169.557693, -156.095154 427.174011 417.628998, -427.883911 -343.319305 -216.163300, -481.423981 -194.123505 1.669072, -63.065941 566.400696 427.686401, 26.281818 530.949890 266.364136, -193.904617 391.566498 293.787903, 343.039459 -412.928070 -628.458008, -1.162953 456.854370 364.935852, -290.321075 -159.892761 -77.080429, -614.093445 747.072754 458.167755, 493.523834 -551.027710 -600.971252, -293.568817 -202.360275 -178.597504, -711.605713 672.064880 452.595795, 353.393982 -558.579834 -724.088196, 532.836853 -594.947937 -721.244080, -310.583954 -302.309509 -201.468552, 458.606659 -492.973083 -710.678162, -58.553963 572.184998 242.981491, -600.170837 596.096924 431.475616, 549.262390 -397.976471 -718.661682, 509.658295 -432.917023 -583.435425, 432.992859 -598.822937 -543.714783, -715.735657 721.818909 312.244995, -328.895508 -226.893280 -93.879555, 547.326477 -393.248932 -519.969788, 546.633545 -431.148407 -654.893616, -657.789307 754.506226 414.996613, -141.356216 381.340820 247.151474, -117.764687 569.661133 306.143127, -289.092407 -322.705994 -6.509418, 534.341003 -604.756287 -579.086121, -319.202393 -192.343918 14.483009, -43.617737 394.283661 441.370148, -709.494141 597.852539 337.154510, -499.467102 -349.620453 -172.885025, 452.306641 -592.971802 -705.245667, -178.026611 566.194946 405.948578, 455.341644 -396.401123 -549.244934, 16.157175 381.479187 332.591553, -371.017700 -295.320618 -149.703400, 552.799255 -588.720825 -663.587769, -547.606995 684.064209 388.101715, -160.266846 471.586853 311.428436, -401.325592 -214.306976 -198.419556, -721.723389 606.885193 415.977875, 328.468140 -435.821350 -546.114624, -162.550003 487.285065 237.855331, -625.268066 765.302917 308.628845, -542.976379 781.789612 353.726807, -174.792999 586.711121 246.332993, 344.324280 -520.197571 -550.759338, -294.505249 -367.789764 -156.100250, -522.261658 -310.039825 -24.316710, 376.443787 -597.007874 -501.131958, 25.013285 464.668732 247.823914, -7.537821 588.323120 313.099945, 401.577332 -511.086578 -601.645752, -570.651367 717.216980 239.791016, -506.190155 -356.695557 -45.804905, -449.707123 -154.056320 -140.333221, 380.803711 -392.206757 -560.334167, -46.843407 489.429565 244.773788, 544.786682 -495.997986 -719.735779, 518.649719 -566.089172 -506.665039, -441.123749 -313.347717 -114.927650, -664.349243 594.844299 256.639862, 357.849579 -427.314087 -491.827667, -498.054871 -154.091080 -207.710495, 329.589203 -570.006348 -497.684906, -365.391815 -344.728760 9.349524, -694.610901 677.145081 371.010895, -390.480347 -159.374588 -50.819351, 
352.778320 -596.227661 -589.121887, -461.027191 -344.950684 11.667510, 414.894318 -560.213135 -658.832825, 340.555084 -579.714600 -661.436523, -402.073395 -265.585266 -26.044395, 355.240875 -433.378632 -706.475891, 539.697388 -376.203644 -621.556152, 8.187869 388.443756 245.004974, -515.739624 762.210083 439.298157, -696.460999 564.879761 435.730103, -419.005188 -369.166901 -72.301865, 475.130402 -467.453278 -636.252258, -81.108551 388.447266 279.861237, -491.898193 -231.265869 -84.803154, -496.869659 -244.861603 -182.804474, -721.103455 782.428833 413.944275, 9.852712 485.621338 451.097229, 433.464630 -498.947632 -506.943512, -528.196838 596.697815 302.582153, 24.179522 574.971985 402.485077, -61.811668 449.773407 324.119965, -702.612671 761.579102 240.969879, 444.408997 -389.863586 -692.558228, 539.878967 -483.678986 -523.896545, 553.823181 -517.243103 -637.821533, 20.009150 596.187988 240.481110, -316.422577 -338.767700 -78.927094, -383.144806 -367.533661 -170.210983, -159.717117 423.989044 426.357666, -430.549561 -335.727386 -212.466736, -482.511261 -182.533630 -0.443116, -68.884682 564.945801 433.135590, 23.370415 528.668884 273.152405, -189.191544 391.020386 305.544159, 347.881409 -408.609100 -632.592773, -0.037931 463.979187 368.091736, -295.598419 -155.930145 -80.243210, -606.426147 746.095093 452.468536, 488.075043 -551.066650 -601.474304, -300.893097 -184.767075 -184.991196, -704.877869 676.750183 450.891724, 353.495026 -555.451416 -722.343994, 534.829224 -589.471191 -721.602417, -306.844360 -299.824188 -200.230682, 453.284485 -491.175476 -711.702026, -65.692490 577.414368 244.458435, -581.900208 593.160095 429.721558, 541.732178 -396.129364 -717.381531, 510.191406 -435.327179 -583.318420, 438.546844 -594.829895 -546.258362, -714.542908 716.946167 305.236877, -325.507202 -232.199997 -93.146454, 543.055176 -393.210602 -514.313354, 547.380676 -434.999756 -654.066284, -652.676697 759.620239 409.502777, -146.860626 387.988312 243.006927, -117.117348 571.251892 317.473724, -289.468597 -319.494751 -4.699407, 539.777954 -599.915833 -576.637573, -318.147736 -191.402283 10.350572, -41.246952 394.596191 439.446198, -704.423889 592.582458 330.262024, -501.699707 -349.833252 -174.145889, 451.236053 -593.734009 -703.233276, -176.636993 565.027832 415.677826, 454.212860 -395.941467 -540.979858, 13.484569 382.496094 343.208649, -371.589386 -287.928375 -148.098953, 547.437866 -591.743225 -659.051147, -541.007141 676.288086 391.290955, -162.837524 477.216797 323.330475, -397.020813 -205.141891 -196.912918, -719.484253 611.038147 415.822510, 331.912048 -435.073578 -549.885864, -165.135696 486.296814 240.012222, -625.011597 766.947815 305.653748, -533.254517 778.174194 338.520996, -179.201721 585.108154 256.228485, 344.091705 -516.334900 -553.440796, -294.137543 -364.930420 -161.295883, -510.856567 -295.867493 -14.196746, 382.741913 -594.802612 -501.681244, 24.101555 461.991547 254.033173, -12.557483 586.648193 321.146362, 400.325958 -502.857910 -603.695190, -555.264038 718.580139 242.128860, -505.065186 -361.595276 -56.205875, -449.703949 -154.985641 -131.934052, 382.243134 -387.628754 -562.764465, -55.789810 487.411133 246.925339, 543.350403 -497.004669 -717.956360, 525.870728 -572.553467 -504.189880, -444.696747 -307.785431 -115.586700, -661.179382 600.081726 250.051620, 360.882690 -419.708710 -492.657684, -493.296234 -156.256638 -201.388870, 330.874847 -566.675842 -500.515930, -364.900848 -347.117432 7.595627, -682.848694 675.057007 367.262665, -394.936829 -158.796524 -46.386021, 
353.871918 -595.532776 -588.568054, -461.794922 -348.501465 11.901202, 416.368835 -563.756409 -654.563904, 340.240997 -578.036133 -661.032288, -401.163696 -261.313599 -19.946783, 352.890045 -431.359558 -709.482483, 535.068542 -376.943146 -618.710938, 6.016394 387.383148 247.363358, -517.718140 762.367371 437.548584, -688.124878 568.460266 436.404175, -414.993500 -365.339111 -73.550819, 468.776886 -464.667755 -636.668457, -81.806198 386.719360 285.409729, -492.516968 -226.783920 -86.146584, -493.625061 -248.040451 -184.560028, -721.551147 780.320374 411.556213, 6.961907 483.385498 452.599792, 435.441956 -497.704712 -509.025146, -532.138855 595.486938 291.178040, 20.942169 579.122925 413.879913, -68.805595 453.150055 334.462494, -698.581482 760.108093 238.677582, 440.802856 -389.668915 -691.116455, 541.091064 -486.086670 -521.194763, 552.364746 -515.657288 -630.879944, 18.291037 594.181458 243.942764, -312.508606 -341.443420 -79.215546, -380.554565 -367.287720 -171.944916, -160.826630 421.597260 431.920288, -430.823822 -330.666504 -210.329834, -484.042389 -175.130112 -1.680678, -73.703751 562.726929 436.292877, 20.831396 527.598206 277.463745, -184.240952 390.755615 317.574738, 349.247070 -405.766327 -635.764465, 3.070776 470.979523 369.420135, -299.618683 -154.626038 -82.572678, -602.624878 743.894043 448.915466, 484.253662 -551.132751 -601.566772, -303.807251 -176.476883 -186.379715, -699.772095 680.468201 449.317749, 353.482483 -553.398499 -721.089233, 536.292053 -586.356750 -721.302185, -304.664215 -293.282990 -198.470001, 449.020874 -490.166656 -712.561157, -72.122589 579.756409 245.830536, -569.520020 590.461182 427.588318, 537.355042 -395.464996 -716.272034, 511.178009 -438.463440 -581.319092, 442.643890 -593.290771 -548.063110, -715.808350 712.942993 301.319885, -320.171967 -235.742325 -92.891243, 542.083313 -393.868927 -512.567932, 548.638123 -437.415253 -653.830017, -647.606934 766.557861 405.234009, -153.201569 392.537506 240.305084, -117.289131 572.845276 326.356140, -290.458679 -316.647278 -2.638755, 543.281433 -595.963623 -574.935425, -315.306488 -189.253769 8.372197, -40.516796 394.403961 439.567291, -701.033936 588.535828 325.621307, -502.048187 -351.489532 -175.796158, 450.001129 -593.620483 -703.768066, -177.000320 564.679260 422.149811, 454.018341 -396.286896 -534.623047, 12.692183 384.421844 350.440094, -372.905212 -282.186157 -146.992294, 543.157104 -593.359253 -656.166077, -536.574402 671.791260 391.057007, -166.423538 482.011017 332.602509, -395.430115 -198.313232 -195.805878, -720.572083 614.113281 413.711243, 333.811310 -435.242706 -552.551331, -167.698029 486.185791 242.934174, -624.322937 767.644287 302.076202, -528.317261 775.062378 330.631714, -181.067261 584.278198 262.205994, 344.140778 -513.772095 -555.541321, -293.991028 -364.157684 -166.506668, -504.202789 -286.692139 -9.153343, 388.688385 -592.643982 -501.886902, 22.296997 459.926666 257.160797, -14.445544 584.953796 327.703491, 397.288879 -497.026031 -606.824585, -548.481812 719.296753 242.623978, -504.306366 -360.165741 -61.922249, -449.566406 -155.874466 -125.242889, 383.893341 -385.187042 -567.192871, -61.738567 485.482086 247.976990, 541.850464 -497.368164 -715.679443, 528.250854 -576.122620 -502.738037, -447.350464 -303.543427 -114.548210, -660.889282 603.703064 245.720505, 360.958496 -414.666168 -493.758636, -492.049164 -157.679291 -197.828537, 332.541779 -564.333557 -501.649658, -364.111053 -349.889404 5.895755, -670.165039 672.187195 363.317749, -395.699219 -159.413239 -41.507034, 
354.421112 -595.106812 -587.416565, -464.041382 -351.733185 10.863397, 418.155212 -568.045105 -650.863525, 339.834076 -577.623291 -660.955627, -399.858978 -258.671814 -16.076366, 351.401642 -429.969971 -711.178955, 531.315735 -377.634155 -616.318787, 4.261189 386.678070 249.050995, -518.552979 763.774292 435.159241, -679.418091 572.507568 436.148254, -411.715210 -362.112000 -75.179291, 464.969757 -461.624084 -636.750000, -81.942131 386.158386 289.016144, -493.819580 -224.116547 -86.937218, -491.816711 -249.740326 -185.933640, -721.615051 778.522644 409.465607, 5.134245 480.974487 453.120239, 436.325684 -496.904266 -510.360077, -534.732788 595.308411 284.191132, 17.956909 581.326782 422.611847, -74.066513 455.797363 343.493774, -696.755737 760.870117 238.213959, 438.474091 -389.227814 -691.199585, 541.745361 -488.143768 -518.947144, 551.325623 -514.570312 -626.167664, 16.720591 592.586670 246.291870, -309.588379 -343.850769 -79.663757, -379.340332 -366.080750 -173.606934, -161.271622 420.237518 436.276093, -429.589355 -326.616882 -209.081711, -485.493561 -170.887726 -2.578974, -77.803909 560.376465 438.328949, 18.342857 526.806152 279.735443, -179.897964 390.928925 327.650909, 348.730347 -403.445892 -638.346313, 6.318205 476.683044 369.393585, -303.224609 -154.312408 -84.692734, -600.609009 739.556335 447.211517, 481.895569 -550.496521 -601.820740, -304.496490 -172.266235 -186.613708, -696.588623 683.404785 447.148315, 353.397919 -551.794800 -720.201538, 537.452148 -584.997986 -720.589600, -303.792084 -286.402954 -196.787903, 445.868286 -489.672028 -712.709534, -77.240776 580.459656 247.562790, -560.832214 588.822876 425.620056, 534.888184 -395.195801 -715.241028, 512.283813 -441.941162 -578.853333, 445.455292 -592.603943 -549.927979, -717.519104 709.232544 299.630981, -315.666534 -238.203949 -92.041115, 542.574036 -394.347198 -512.103271, 549.535767 -438.585114 -653.584656, -643.132996 773.037109 401.473328, -158.491913 394.684570 241.203445, -118.066589 574.580750 333.247192, -291.524689 -314.209137 -1.213641, 545.596008 -593.108521 -573.363770, -312.158417 -187.475128 7.196703, -40.463024 393.920197 440.564026, -699.106995 585.454956 322.066467, -501.025360 -353.026703 -177.603760, 448.809662 -592.958252 -705.622375, -178.102097 564.835266 426.725098, 454.056122 -396.892944 -529.368164, 13.085829 386.204193 355.715912, -374.613129 -277.318054 -145.143463, 539.876587 -594.007568 -653.971985, -533.403625 669.718689 389.646881, -169.998978 486.319946 339.860443, -394.581146 -192.806320 -194.751419, -725.019714 615.832397 410.867157, 335.239563 -435.197968 -554.603638, -170.033401 486.681793 246.080841, -623.137878 768.173706 297.872650, -526.213623 773.079651 325.873718, -182.110764 584.095398 265.923431, 344.291016 -512.193115 -556.761719, -294.152985 -363.211365 -171.909744, -500.238495 -280.578461 -6.603372, 393.981537 -590.993774 -501.812347, 20.271006 458.483185 258.876801, -14.494891 584.225037 333.252808, 393.654694 -493.410370 -610.525452, -545.275818 719.856018 242.248276, -503.756653 -357.718445 -66.053749, -448.738281 -156.546494 -120.369606, 386.988892 -384.364197 -572.019592, -66.268776 483.475586 249.221329, 540.376648 -497.371887 -713.804749, 528.538757 -578.622009 -501.619720, -449.584167 -300.015533 -112.816772, -662.179810 606.400085 242.461334, 359.962799 -411.388641 -495.111298, -492.119232 -158.681458 -195.310272, 334.003174 -562.861023 -502.039581, -363.166870 -352.221985 4.649863, -657.132202 668.953247 359.321777, -395.322540 -160.459473 -36.403042, 
354.448364 -594.799927 -586.003418, -466.697205 -353.465729 9.438472, 419.916656 -572.440796 -647.843750, 339.779297 -578.574890 -661.082947, -398.306854 -257.152069 -13.593050, 350.281494 -429.025024 -712.381714, 528.407227 -378.208313 -614.650513, 2.875731 385.943542 250.172256, -519.144531 765.161560 433.336914, -670.880798 576.700256 435.453979, -409.331238 -359.682343 -76.726700, 462.744202 -458.734131 -636.264404, -81.791412 386.299530 291.006195, -495.159973 -222.065063 -87.542000, -491.086487 -250.658447 -186.812790, -721.215088 777.108826 407.615204, 4.204580 478.394928 453.143158, 436.444122 -496.268372 -511.359924, -536.263550 595.104736 279.674438, 15.429126 582.093079 428.957520, -77.650093 457.942474 351.090027, -696.545532 762.247375 238.926239, 436.897491 -388.954712 -692.466248, 542.237610 -489.896820 -516.939453, 550.784668 -513.781860 -622.934021, 15.272657 591.730408 247.644241, -307.306610 -345.825623 -80.354752, -378.901886 -364.878479 -174.850723, -161.847626 419.520935 439.847870, -427.653137 -322.547729 -208.325104, -486.682007 -168.481857 -3.262948, -80.817413 558.328491 439.930725, 15.961215 526.440002 280.379456, -176.644058 391.133026 335.391174, 347.525116 -401.227753 -640.521362, 9.058115 481.342743 368.906158, -306.567719 -154.393753 -87.058472, -599.560913 734.151917 446.584198, 480.422211 -548.299622 -601.959106, -304.049957 -170.220459 -186.911514, -695.101746 685.654785 444.967377, 352.865601 -550.305054 -719.402283, 538.547729 -584.226624 -719.811707, -303.838257 -280.689514 -195.255432, 443.486969 -489.506714 -712.446350, -80.777290 580.547607 249.548004, -553.916260 587.839111 423.997314, 533.638062 -395.100708 -714.525269, 513.155945 -444.838348 -576.442993, 447.551697 -592.315735 -551.630798, -718.396606 705.573242 299.416229, -312.287048 -240.222107 -90.526360, 543.467590 -394.741150 -512.164551, 550.226624 -438.900482 -653.249756, -639.266663 777.528564 398.973572, -162.398849 395.547424 243.460495, -118.844215 576.076538 338.471710, -292.476196 -311.961670 -0.118894, 546.830322 -591.328369 -572.028870, -309.165802 -185.570740 6.110914, -40.885292 393.093567 441.372711, -697.918335 583.137512 319.320374, -499.617188 -354.021057 -179.143204, 447.265961 -591.809326 -708.002625, -179.163162 565.507263 429.915833, 454.020416 -397.471649 -525.045044, 13.545273 387.804871 359.738647, -376.208160 -272.640533 -142.513382, 537.157715 -594.579041 -652.173950, -530.319397 668.978149 387.968872, -173.179413 489.632324 345.287933, -394.277740 -188.446060 -194.080109, -728.554382 615.749451 407.987335, 336.080963 -434.135437 -556.471802, -171.492477 487.570312 248.812637, -622.018005 768.710754 293.549072, -525.195312 771.978455 322.839935, -182.745972 584.337524 268.206543, 344.828491 -511.288239 -557.217224, -294.507416 -361.658630 -176.626816, -497.786926 -276.252319 -5.457271, 398.031250 -589.541321 -501.854614, 18.638624 457.454987 259.795288, -13.480215 584.120056 337.922211, 389.758026 -491.598022 -614.599426, -543.395447 719.826294 241.718369, -503.259064 -355.917633 -69.222961, -447.223022 -157.135620 -116.757126, 391.021942 -384.552521 -576.198730, -69.687660 481.674622 250.699799, 538.868225 -497.377991 -712.373596, 528.085205 -580.349915 -500.828827, -451.601440 -296.935883 -111.101067, -663.753113 608.238586 240.259491, 358.645660 -409.393463 -496.342957, -492.501190 -159.381912 -193.397797, 335.063751 -562.007507 -502.001709, -362.556671 -353.892670 3.938566, -645.211487 666.007629 355.347076, -394.988800 -161.452286 -31.487976, 
354.040436 -594.522278 -584.597839, -469.010529 -354.191040 8.057402, 421.501068 -576.520447 -645.435852, 340.151276 -580.603516 -661.421570, -396.828613 -256.494446 -12.105199, 349.549896 -428.301331 -713.250793, 526.068665 -378.589050 -613.431396, 2.296576 385.411835 251.196106, -520.023560 766.409058 432.287109, -662.887756 580.436401 434.588593, -407.620300 -357.953583 -78.129379, 461.020630 -456.160431 -635.520020, -81.697411 386.958099 292.144073, -496.525818 -219.921570 -87.957375, -490.866943 -251.189331 -187.479019, -720.327209 776.502686 405.998199, 3.826753 476.086609 453.008362, 436.129456 -495.624817 -512.573547, -537.113770 594.677734 276.516357, 13.444420 582.206604 433.661346, -79.763245 459.659912 356.873840, -697.750183 763.312683 240.356888, 435.795959 -388.915039 -694.220276, 542.227478 -491.233215 -514.952576, 550.693665 -513.262756 -620.621521, 14.125342 591.299377 248.523087, -305.848358 -347.228241 -81.016663, -378.977325 -363.889404 -175.440796, -162.368851 419.429047 442.483215, -425.419586 -318.560089 -207.870285, -487.715790 -166.751709 -3.989343, -83.065094 556.804810 441.264282, 13.474573 526.109924 279.833069, -174.418777 391.621094 341.393860, 346.412506 -398.909393 -642.083618, 10.576450 485.093170 368.150024, -309.686768 -155.008453 -89.576385, -598.849487 727.535217 446.229645, 479.130066 -544.202942 -602.016968, -303.270752 -168.988861 -187.419281, -695.480774 687.591858 442.665100, 352.173950 -548.766724 -718.579224, 539.471375 -584.039246 -719.081726, -304.307648 -276.142883 -194.210236, 441.634918 -489.335358 -711.904724, -83.128372 580.285278 251.158234, -548.263916 587.178284 422.831146, 532.873657 -395.070526 -713.901550, 514.136536 -447.192474 -574.463867, 449.226959 -592.258423 -553.467590, -718.079956 702.089844 299.776947, -309.521790 -242.070663 -88.798546, 544.307556 -394.939850 -512.585205, 550.812378 -438.784180 -652.676819, -635.682922 779.993774 397.809784, -165.279831 395.750580 245.848633, -119.449013 577.362122 342.283356, -293.160583 -310.582458 0.700628, 547.686279 -589.966492 -570.888367, -306.707916 -183.947266 4.979421, -41.675186 392.122009 442.052277, -696.930664 581.630371 317.379333, -498.205994 -354.598969 -180.507080, 446.118103 -590.520935 -710.133972, -179.957672 566.391846 432.240112, 454.083038 -397.825745 -521.279175, 13.739507 389.080902 362.734863, -377.514130 -268.022461 -139.682053, 534.924377 -594.698120 -650.721985, -527.163086 668.786438 386.398224, -175.587830 492.362610 349.683197, -394.132538 -185.065887 -193.952255, -729.356628 613.368896 406.966064, 336.732483 -432.135468 -558.495483, -172.459656 488.365112 251.219330, -620.887878 769.386230 288.832397, -524.714355 771.446899 320.723083, -183.101761 584.824524 269.702026, 345.688690 -510.600769 -556.556519, -295.024780 -359.840942 -179.850067, -496.044373 -272.876099 -4.580369, 401.647552 -588.424500 -501.852356, 17.408220 456.638977 260.483337, -12.235882 584.552002 341.698730, 385.231354 -490.841797 -619.018433, -542.093201 719.157654 241.083740, -502.855591 -354.565125 -72.235374, -445.284821 -157.868637 -113.887070, 395.929962 -385.416412 -579.597290, -72.516380 480.250153 251.969376, 537.462646 -497.418488 -711.327698, 527.573486 -581.603699 -500.290314, -453.377563 -294.248413 -109.411575, -665.464539 609.369812 238.581787, 357.394012 -408.221100 -497.654907, -492.781097 -159.765091 -191.806122, 335.944672 -562.034973 -501.822693, -362.404175 -354.927917 3.526433, -636.002380 663.763000 351.327881, -394.609344 -161.860367 -26.705969, 
