-754.000000 -526.000000 19.000000, -717.000000 -397.000000 -51.000000, -728.000000 -448.000000 153.000000, -318.000000 -463.000000 469.000000, -744.000000 -720.000000 -60.000000, -335.000000 625.000000 691.000000, -539.000000 -442.000000 -38.000000, -534.000000 -735.000000 -138.000000, -783.000000 -491.000000 -150.000000, -706.000000 -681.000000 106.000000, -723.000000 -493.000000 -6.000000, -446.000000 414.000000 596.000000, -550.000000 416.000000 667.000000, -640.000000 -430.000000 123.000000, -756.000000 -375.000000 -82.000000, -690.000000 -587.000000 -121.000000, -162.000000 -491.000000 532.000000, -181.000000 -653.000000 571.000000, -138.000000 -582.000000 609.000000, -679.000000 -558.000000 64.000000, -580.000000 571.000000 777.000000, -218.000000 -516.000000 423.000000, -325.000000 540.000000 567.000000, -736.000000 -492.000000 -13.000000, -140.000000 -485.000000 564.000000, -583.000000 442.000000 582.000000, -709.000000 -735.000000 -164.000000, -126.000000 -486.000000 573.000000, -633.000000 -630.000000 -27.000000, -321.000000 492.000000 567.000000, -377.000000 613.000000 770.000000, -599.000000 -627.000000 -17.000000, -235.000000 -560.000000 612.000000, -652.000000 -381.000000 79.000000, -669.000000 -349.000000 -109.000000, -723.000000 -583.000000 97.000000, -701.000000 -563.000000 80.000000, -200.000000 -437.000000 594.000000, -239.000000 -567.000000 507.000000, -719.000000 -440.000000 83.000000, -333.000000 -502.000000 488.000000, -635.000000 -729.000000 -145.000000, -741.000000 -338.000000 -37.000000, -664.000000 -396.000000 -69.000000, -541.000000 -530.000000 73.000000, -528.000000 -538.000000 80.000000, -669.000000 -506.000000 -123.000000, -781.000000 -463.000000 -75.000000, -352.000000 613.000000 779.000000, -328.000000 -668.000000 616.000000, -317.000000 -443.000000 524.000000, -683.000000 -391.000000 93.000000, -156.000000 -564.000000 449.000000, -198.000000 -511.000000 591.000000, -591.000000 403.000000 782.000000, -540.000000 -558.000000 -63.000000, -317.000000 594.000000 831.000000, -716.000000 -726.000000 -71.000000, -202.000000 -603.000000 601.000000, -227.000000 -585.000000 627.000000, -335.000000 -513.000000 519.000000, -346.000000 -418.000000 516.000000, -319.000000 -529.000000 507.000000, -637.000000 -547.000000 11.000000, -173.000000 -573.000000 656.000000, -706.000000 -568.000000 -99.000000, -602.000000 -470.000000 138.000000, -512.000000 -543.000000 53.000000, -718.000000 -528.000000 -66.000000, -529.000000 -405.000000 98.000000, -402.000000 452.000000 602.000000, -540.000000 -539.000000 -75.000000, -269.000000 -669.000000 647.000000, -350.000000 -628.000000 505.000000, -382.000000 372.000000 563.000000, -618.000000 -627.000000 83.000000, -460.000000 463.000000 806.000000, -699.000000 -552.000000 81.000000, -727.000000 -726.000000 3.000000, -759.000000 -727.000000 83.000000, -468.000000 566.000000 710.000000, -200.000000 -402.000000 616.000000, -265.000000 -647.000000 490.000000, -532.000000 -701.000000 87.000000, -327.000000 627.000000 574.000000, -757.000000 -651.000000 -73.000000, -424.000000 640.000000 592.000000, -536.000000 -357.000000 -80.000000, -694.000000 -694.000000 -48.000000, -223.000000 -467.000000 614.000000, -720.000000 -454.000000 148.000000, -379.000000 -406.000000 578.000000, -225.000000 -674.000000 572.000000, -624.000000 -394.000000 -79.000000, -786.000000 -546.000000 97.000000, -620.000000 -704.000000 -20.000000, -609.000000 -704.000000 -41.000000, -396.000000 534.000000 802.000000, -540.000000 -458.000000 101.000000, -572.000000 -630.000000 -31.000000, 
-750.720703 -540.425232 18.661261, -717.594910 -408.461761 -37.033993, -744.479004 -414.302521 141.100845, -312.551514 -447.150940 442.326569, -760.027344 -714.388000 -65.754097, -352.525604 594.444031 683.495239, -543.414062 -448.544373 -33.309612, -540.115540 -693.285400 -125.844337, -758.156677 -506.207367 -139.617508, -695.392456 -683.276855 79.024193, -694.314514 -485.071564 -1.018832, -460.175964 417.826965 617.458923, -534.413879 431.084167 677.640564, -638.223145 -432.813568 112.536720, -744.506226 -366.187500 -95.556252, -671.304871 -605.218018 -133.464462, -166.213974 -467.364044 501.900452, -165.661911 -645.026184 553.516663, -138.286713 -588.821655 600.234253, -664.417969 -552.126892 62.954048, -555.354919 575.346313 764.269287, -211.933685 -487.219757 430.469452, -352.192322 545.269226 592.839172, -748.666687 -482.328949 -17.675438, -144.345581 -471.242645 560.647034, -556.269653 482.682587 590.294922, -726.986511 -708.000000 -147.941437, -133.767441 -482.922485 605.620178, -650.632812 -626.598938 -30.838541, -314.339142 476.399994 583.204346, -408.124390 615.820923 772.440308, -592.812500 -621.671875 0.744792, -275.257416 -547.214844 620.201843, -632.949280 -350.179932 67.190857, -661.006226 -327.437500 -90.809372, -735.758728 -596.849670 84.062935, -706.400024 -572.991333 71.860870, -199.993851 -430.449219 570.359985, -239.641434 -564.647400 508.013947, -721.187744 -447.557465 69.842911, -359.125916 -519.283936 451.395050, -627.728027 -697.749329 -137.722672, -722.522339 -329.076935 -11.497316, -660.494873 -403.217957 -50.920513, -566.268188 -523.557068 62.925606, -525.752319 -546.934998 108.634674, -650.628540 -503.138336 -116.042480, -757.201050 -472.969086 -83.159790, -340.013397 603.562500 774.325867, -348.850006 -624.694458 621.801392, -293.625000 -441.368652 537.262695, -712.550415 -352.037598 103.644447, -157.817795 -586.944885 449.632782, -198.649826 -514.675110 585.097473, -558.991577 419.903168 779.844238, -546.870483 -571.630310 -62.990520, -332.163269 581.408142 818.520386, -706.398376 -721.211365 -86.788620, -203.026901 -607.008972 594.022400, -243.252213 -594.159302 644.951355, -358.290497 -521.204834 564.540039, -362.753662 -423.283081 501.599274, -307.314117 -545.118591 504.823730, -626.385498 -527.761475 4.840104, -166.773880 -573.509583 660.550964, -716.349854 -566.995056 -95.766747, -606.610596 -490.843323 124.725807, -518.938843 -544.987366 31.208860, -719.844971 -528.139404 -61.762447, -533.229248 -364.005859 92.152199, -390.371643 458.331482 641.547241, -548.492126 -522.935059 -100.009651, -263.723328 -644.845825 653.015808, -357.483643 -621.545654 488.666290, -354.725006 387.630005 595.354980, -613.790588 -626.290588 74.615097, -441.678345 436.546204 782.804443, -696.775391 -525.593567 94.502670, -726.912537 -705.052490 13.093294, -757.675903 -705.782410 72.615738, -481.156372 566.960754 692.525574, -196.798737 -412.899384 637.141479, -260.102264 -639.724792 467.786469, -546.179138 -696.512512 64.079170, -333.044128 615.436279 587.475464, -754.903992 -640.193726 -72.579407, -466.611053 608.224365 599.148804, -535.129822 -337.626434 -58.995445, -687.584534 -679.401428 -47.239437, -253.568069 -466.816895 631.625977, -708.096436 -478.380707 136.431473, -363.627747 -447.055206 622.848572, -241.463409 -655.158508 570.542664, -611.771179 -394.139832 -64.802963, -765.633850 -540.666687 90.885246, -622.768799 -707.864136 7.407515, -587.730652 -704.957031 -54.851002, -379.499084 508.512878 779.955811, -538.172180 -464.504150 94.002075, -552.739258 -639.287476 -44.176785, 
-746.357788 -546.538635 14.237288, -722.922363 -408.617920 -30.008955, -737.491333 -407.294800 132.184967, -310.162262 -443.388672 439.371704, -760.753540 -711.260681 -62.710899, -363.585999 591.347107 681.493652, -539.525085 -449.963165 -33.781986, -541.906555 -680.622070 -129.350311, -747.472534 -514.018311 -138.981705, -683.678772 -687.248596 75.988831, -682.627563 -484.052734 -1.998299, -465.984955 419.996246 614.548279, -536.846680 432.807770 680.663635, -635.230591 -426.480591 105.648705, -735.305359 -357.824432 -91.125954, -659.189941 -606.389221 -134.908752, -164.875000 -456.630005 486.861664, -163.525253 -640.257568 539.803040, -138.477097 -593.057251 595.503845, -653.195496 -550.094360 63.316853, -546.513733 575.278320 767.102234, -205.998505 -475.144135 431.858856, -370.391296 541.425659 598.899292, -751.721008 -482.318848 -12.199275, -144.452484 -475.208130 556.013550, -550.754822 490.801697 597.003601, -733.697083 -696.143311 -144.801300, -145.677719 -483.317535 625.938416, -654.884216 -620.145325 -30.115763, -301.067627 472.826080 560.028992, -430.819397 608.898010 778.295959, -584.977661 -618.849854 6.808307, -285.061188 -544.510559 622.229980, -627.171204 -342.640198 65.048386, -652.896851 -324.021179 -82.179893, -746.221802 -612.042786 71.638130, -702.337524 -577.241638 64.108330, -203.424927 -428.134186 564.361023, -235.551422 -560.183838 506.706787, -721.526306 -446.600891 62.870613, -358.905762 -525.157715 443.173065, -626.019958 -693.506226 -135.371567, -715.959900 -330.438873 -2.464930, -656.923828 -408.739563 -44.628994, -574.574890 -520.722900 57.053356, -527.838806 -546.275940 111.519127, -644.649658 -502.754059 -110.015083, -743.756470 -473.103882 -87.847404, -341.590729 606.169861 764.393799, -354.194183 -621.539551 620.097107, -285.965515 -442.724152 537.718689, -713.718445 -341.073364 103.882256, -161.322540 -593.553772 448.251831, -200.909332 -516.673584 580.774597, -548.190918 431.947815 781.623596, -552.216858 -568.789368 -65.310455, -343.932922 575.493896 816.121948, -696.201172 -718.325439 -88.207100, -203.764908 -607.582458 595.715759, -240.914566 -590.783936 649.422119, -362.198853 -523.973206 569.118530, -366.585480 -432.031097 502.217621, -302.789734 -546.965759 504.144257, -620.832397 -521.980408 -2.836779, -165.773636 -578.114624 657.808044, -719.006531 -568.734192 -98.612198, -608.377258 -500.559082 121.172729, -522.203613 -541.687073 21.956953, -718.114929 -531.274658 -56.538601, -535.291992 -354.764709 91.730484, -384.972687 456.728760 661.166016, -548.125977 -517.541016 -109.798828, -262.702911 -646.391296 651.108704, -358.629578 -626.211670 481.458618, -356.268372 397.124298 610.451965, -611.165100 -624.279907 73.808609, -428.970093 426.450165 778.646179, -693.601501 -520.656616 96.002510, -730.298889 -697.195557 10.427374, -758.622925 -698.553284 72.852463, -486.281342 565.871765 689.110046, -188.514664 -423.081421 644.319214, -259.970581 -635.112732 454.965698, -546.528381 -694.138245 60.375000, -353.086029 619.268799 590.627258, -754.687927 -632.819763 -71.498901, -487.262665 601.738403 602.619202, -531.508240 -334.847900 -55.154625, -683.704529 -677.803040 -47.405304, -262.713989 -460.565582 634.350525, -704.517517 -481.552521 133.933853, -358.436218 -451.220459 631.406311, -257.541534 -647.083069 563.723083, -603.905518 -392.905487 -66.698898, -758.216003 -533.539978 91.599998, -627.016296 -708.779907 13.774457, -579.141663 -707.474976 -53.000000, -373.698914 496.505493 773.919250, -531.824707 -457.799652 94.976631, -547.597351 -643.330688 -49.928001, 
-744.523254 -549.315918 12.025194, -726.790466 -406.717468 -26.314285, -732.927979 -404.627106 125.555084, -309.797699 -442.431305 439.120239, -758.334778 -710.178284 -61.747826, -369.891968 591.714478 680.790100, -535.918152 -449.361725 -34.945797, -542.844482 -675.101501 -132.330460, -742.326843 -517.310059 -139.304474, -677.044189 -690.403320 75.756905, -676.937073 -484.052734 -2.185374, -469.802368 422.621185 610.265869, -538.623108 431.322052 682.693115, -632.807373 -421.315186 102.846306, -729.744568 -353.582550 -87.965729, -650.406738 -605.097229 -134.111115, -162.061447 -450.070770 478.202972, -165.952148 -637.746399 530.358826, -138.818863 -596.758484 592.535828, -646.441772 -548.024170 64.294502, -545.805176 575.648926 769.165466, -205.961914 -472.860931 431.605957, -381.896851 532.620605 600.908508, -751.259888 -484.552643 -8.904605, -145.264801 -479.850189 550.965149, -550.044006 492.410065 600.542114, -735.754395 -689.666687 -143.324554, -153.992447 -487.890564 633.490540, -655.548462 -613.695007 -28.843971, -278.634491 471.413788 533.903442, -441.694031 599.694031 780.392517, -578.314697 -617.694092 8.847059, -291.710358 -543.109924 623.695557, -622.249268 -339.785919 61.500000, -645.443909 -324.204865 -76.312195, -748.593506 -618.838135 64.424461, -699.193115 -578.182739 61.227585, -203.501541 -427.627686 563.301514, -231.037125 -555.399536 504.543671, -721.461853 -445.423767 59.015694, -357.482361 -528.394104 440.233337, -625.075378 -695.432190 -134.291458, -713.115845 -331.542694 2.050813, -653.460266 -411.983643 -40.016354, -577.308105 -516.239075 52.148148, -529.530396 -545.569336 109.024330, -640.674622 -503.334930 -106.526817, -736.228516 -471.545441 -89.859947, -346.803162 609.742859 760.044434, -357.210144 -621.426086 619.415955, -284.570129 -444.038239 536.814209, -709.992798 -334.343536 105.589928, -162.609833 -594.620605 445.714294, -204.756897 -518.020081 577.629089, -541.316467 437.914124 783.896484, -555.089417 -564.357666 -67.181816, -351.619659 570.991455 812.222229, -690.569946 -716.015564 -91.290154, -203.460785 -612.509827 596.732056, -238.586365 -583.736389 650.654541, -364.585266 -524.837219 567.782959, -366.675812 -437.408661 503.529694, -302.411621 -547.339539 503.860474, -616.989624 -520.149170 -9.207522, -163.453461 -586.597595 656.063049, -721.045044 -570.398621 -104.907661, -608.469299 -504.445190 120.629387, -523.168762 -539.271301 18.324921, -716.671631 -534.134338 -53.399254, -535.660156 -350.705078 92.577187, -381.744934 453.727997 674.917603, -545.599548 -514.576172 -115.133484, -263.908173 -646.299316 649.564636, -358.867828 -628.070496 478.152710, -360.085205 404.020172 613.598633, -609.252014 -623.846130 73.291779, -420.693939 419.068329 777.887390, -691.473389 -518.653137 94.068352, -732.236938 -693.338867 8.669421, -756.884766 -700.563782 73.872429, -488.809021 563.606201 688.488220, -184.402023 -426.148651 645.081055, -261.209961 -631.097839 447.950165, -546.619019 -693.697144 60.645714, -363.884613 618.387390 593.445068, -754.004761 -629.704773 -71.300003, -503.305023 602.251404 604.264832, -527.898376 -334.097534 -54.763737, -679.102295 -675.859863 -47.185608, -267.055054 -454.559479 633.268738, -701.960144 -480.619568 133.210144, -358.346527 -451.079193 633.174927, -268.754944 -642.098999 558.022278, -597.617249 -393.683624 -69.789825, -753.752441 -530.710083 91.908798, -629.038757 -707.506897 13.847646, -573.782410 -709.458557 -51.147667, -371.131989 491.477631 772.526855, -530.206970 -452.685638 94.954185, -545.888916 -642.913879 -54.419445, 
-743.513123 -551.169678 11.248485, -729.145081 -404.766571 -24.290220, -730.985901 -401.116211 121.774651, -311.113251 -442.197693 439.028778, -756.492004 -709.695984 -61.084000, -373.550232 590.763123 680.550232, -533.467834 -448.661896 -35.858334, -543.020203 -672.748901 -133.659195, -739.170288 -517.154053 -139.237839, -673.674072 -691.902527 75.763229, -673.064575 -484.236755 -0.718543, -473.093506 423.311249 609.203552, -539.491211 428.720337 683.945923, -630.786011 -417.850372 102.429924, -725.421936 -350.419189 -86.509590, -643.282227 -604.419250 -133.509201, -159.873260 -445.427734 472.102966, -168.264145 -636.214600 523.150940, -139.265686 -600.066406 590.129150, -641.109863 -546.389038 64.938461, -548.063721 577.032898 769.287842, -207.860107 -473.347137 431.858368, -386.951050 524.760864 602.121704, -750.139893 -487.086304 -6.401786, -146.272461 -486.529938 547.098816, -550.247314 490.243286 602.545715, -736.388000 -684.874329 -142.456284, -160.188126 -495.445557 636.564331, -655.458130 -607.418579 -27.755814, -174.431030 474.551727 430.068970, -448.503601 593.055969 782.791992, -572.478760 -617.152954 10.000000, -298.066528 -542.070801 624.377686, -617.652405 -338.575836 56.500736, -639.437622 -324.828247 -72.472939, -748.806580 -623.022949 59.885246, -696.540100 -578.358032 60.305557, -201.754288 -427.568573 561.845703, -226.666672 -550.270264 501.592346, -720.941040 -444.738220 57.325470, -355.980011 -530.710022 438.130005, -623.877258 -696.624023 -134.572891, -712.071838 -332.010254 5.589323, -649.498901 -413.595520 -36.175282, -578.557983 -511.793274 48.749580, -530.721497 -545.379395 105.980263, -638.392395 -503.728180 -105.789665, -731.433167 -469.678894 -90.096985, -351.000000 613.260620 757.373962, -358.622589 -621.931641 618.857361, -284.670319 -445.398895 535.910767, -705.883484 -330.716156 107.171051, -162.920456 -595.285706 443.797089, -209.223053 -520.228088 576.869690, -536.403076 442.035950 785.345337, -554.938538 -561.620667 -69.061470, -356.500000 568.201416 809.260437, -686.731140 -714.556580 -94.150940, -204.201859 -618.996887 596.086975, -236.078430 -574.662720 651.117676, -366.381042 -526.050415 566.467712, -366.791290 -439.860870 504.397827, -302.358276 -548.804993 504.675751, -612.902710 -520.153076 -15.489270, -161.152100 -596.951477 654.731384, -722.000000 -572.216614 -110.672813, -607.860596 -505.225677 120.409294, -523.057983 -537.278992 15.910658, -716.803650 -536.483643 -53.161819, -535.343567 -348.279755 94.007362, -379.399780 449.446106 684.636169, -544.087830 -512.435364 -117.237808, -265.473694 -645.687500 648.549316, -359.769592 -629.222595 476.388702, -362.505646 412.708649 608.349609, -608.509399 -623.932983 72.327080, -415.403168 414.585266 778.252625, -689.502563 -517.746216 91.763962, -732.389343 -692.361328 7.316526, -754.624512 -704.016296 74.155106, -489.188965 560.763794 689.479187, -180.529999 -427.079987 644.826660, -261.910248 -628.639221 444.712463, -546.652405 -694.112610 61.087379, -369.136993 615.127869 593.328796, -752.376587 -627.834595 -70.643768, -514.369568 602.998901 606.991028, -526.515442 -334.759186 -54.127754, -674.842712 -674.063660 -47.483147, -269.444214 -450.262573 632.358887, -699.941406 -480.365509 132.875854, -359.361145 -451.006805 633.291321, -275.600891 -638.304932 553.695068, -592.526062 -395.303864 -73.582764, -751.994324 -529.572632 91.726494, -629.209351 -705.380188 12.002755, -569.931641 -710.172180 -50.769619, -370.244720 490.342865 772.966431, -529.800293 -449.155151 95.187401, -546.068481 -641.597290 -58.213699, 
-743.094543 -552.468506 11.105042, -729.923096 -403.636932 -24.033846, -729.934631 -398.153595 119.307190, -312.978668 -441.463165 439.054260, -756.214844 -710.261719 -61.839844, -375.847351 589.756042 680.908691, -531.066406 -448.159637 -35.432949, -542.418213 -670.943909 -135.464951, -736.468262 -515.185181 -138.611115, -672.000000 -692.301941 75.628807, -670.196106 -484.405243 0.220588, -475.846069 422.135773 609.820618, -540.126221 426.596161 685.665894, -629.349976 -413.717316 103.821152, -722.377502 -348.459991 -85.415001, -638.953064 -603.834717 -132.910202, -159.094681 -441.792908 466.859955, -171.494278 -636.146423 517.537781, -140.767273 -598.927246 585.352722, -635.922729 -546.227478 65.944206, -549.885742 578.529358 768.416138, -211.319260 -474.644043 432.574310, -389.961273 519.588806 603.007996, -749.005432 -489.168030 -4.728997, -147.319672 -491.316925 544.289612, -550.290039 487.763824 603.374329, -737.251404 -682.295593 -141.944748, -164.548386 -500.958954 637.668640, -653.640503 -602.890503 -27.142857, 233.187500 475.375000 -9.187500, -452.596008 588.795166 784.664307, -567.081604 -617.086853 11.489473, -303.073578 -541.290039 625.915588, -613.750000 -338.873474 50.795731, -634.656799 -325.361359 -69.731819, -748.373840 -625.813110 58.470406, -694.205139 -578.019958 59.769230, -199.638885 -428.227783 561.169434, -223.803162 -545.667419 497.904968, -720.408875 -442.839905 56.391624, -355.059998 -531.797974 437.579987, -622.214661 -697.696350 -135.013092, -712.227295 -332.066101 9.103306, -645.495544 -413.704437 -32.586666, -579.459656 -506.670502 45.416805, -531.382141 -544.664612 104.020325, -637.216187 -503.486481 -105.975548, -728.798401 -469.002045 -89.439919, -354.104279 615.721924 757.673767, -359.541290 -622.599365 618.565735, -284.267151 -445.862823 535.137207, -701.346130 -328.607697 109.344231, -162.018967 -595.155151 441.589661, -214.101044 -523.020752 575.896362, -533.284851 444.663208 785.903320, -554.274353 -559.221863 -69.751122, -358.670929 566.725220 807.210876, -684.719177 -713.655334 -97.821274, -205.064026 -623.618896 594.128052, -232.531372 -566.859802 647.985229, -367.556976 -527.696228 565.270020, -366.993622 -441.914886 505.453186, -302.403229 -549.541504 505.050690, -610.702393 -520.515076 -20.315710, -159.096024 -607.966858 654.629150, -722.914246 -574.361145 -114.954857, -606.957397 -504.769073 121.067268, -523.000000 -535.705811 14.868167, -717.401794 -537.282166 -53.953571, -535.552246 -346.347107 95.566452, -377.591492 444.881470 690.558105, -542.932739 -510.465729 -117.953430, -267.354736 -642.740051 648.146790, -360.521240 -629.900330 474.875824, -363.269287 418.344757 604.818176, -607.901367 -624.515076 71.534248, -412.478424 411.881805 780.206848, -687.920410 -515.932861 88.977615, -731.730896 -692.631714 6.195467, -753.454529 -706.768616 73.983475, -488.071503 557.598633 689.183411, -178.508148 -427.289917 643.794800, -262.176361 -627.326477 443.052521, -547.238464 -695.675354 61.839680, -373.123779 611.508850 593.691528, -751.181152 -627.153076 -68.630104, -521.423645 602.733582 609.490540, -524.832825 -336.142426 -52.758514, -671.045776 -672.091553 -47.394367, -270.827515 -447.264191 631.685608, -698.712402 -479.509796 132.696075, -360.122192 -451.688477 632.803772, -280.057068 -635.418579 550.894287, -588.800476 -397.816315 -78.895691, -750.694519 -529.386414 91.762405, -629.221313 -704.614746 10.478142, -566.642700 -709.523560 -50.620346, -370.144745 490.784851 773.557739, -528.992310 -446.299072 95.711655, -547.847839 -639.456543 -62.171196, 
-743.064392 -553.740356 10.871244, -729.993958 -403.987885 -24.190908, -730.185974 -394.993896 118.021339, -315.788544 -440.209473 438.916992, -755.813965 -710.589172 -62.228683, -377.199432 589.164795 680.898865, -529.422058 -447.944885 -34.674732, -541.679016 -669.659241 -137.014816, -734.890930 -513.784424 -137.841553, -670.612793 -692.938721 75.403900, -668.495972 -484.731812 1.150242, -477.345673 421.419739 610.459290, -540.677551 424.635254 687.915466, -627.883728 -409.195740 105.963181, -720.631836 -347.175781 -84.869362, -635.452515 -602.606079 -132.115158, -159.100006 -439.769226 461.565399, -173.747253 -636.373596 513.417603, -142.517731 -595.872314 581.666687, -630.865845 -547.518311 66.075203, -551.540466 580.620361 766.819458, -216.902344 -476.115234 433.898438, -392.317871 517.503296 603.965576, -748.657166 -490.857147 -3.568831, -148.119476 -495.488312 541.911682, -550.278076 485.460663 603.563232, -737.801636 -680.482117 -141.683197, -165.980560 -504.730560 637.308350, -652.576172 -597.652405 -26.409523, 305.799988 410.466675 -181.066666, -455.336090 585.984802 785.751038, -562.072876 -616.505005 12.630653, -306.002167 -540.270142 627.570801, -610.000000 -339.212921 45.271294, -630.247314 -326.731018 -68.145340, -748.334351 -627.283142 58.394577, -692.906616 -578.140137 59.186813, -196.853653 -429.273712 559.821167, -222.198624 -542.027405 493.668945, -719.891357 -442.093842 56.098766, -354.705658 -532.441528 437.606842, -619.509216 -699.105530 -135.000000, -712.595154 -331.817810 11.755061, -642.234436 -412.926880 -29.335484, -579.529419 -501.583191 42.468906, -531.401978 -543.519592 102.384315, -636.555115 -502.957489 -107.049133, -726.960449 -468.227264 -88.533600, -355.108795 617.515564 758.170959, -360.689880 -623.435120 617.811707, -283.875885 -445.987396 534.444275, -696.065735 -326.288849 111.296814, -161.353256 -594.420288 439.277161, -219.348831 -524.914734 574.377258, -531.705200 446.674500 786.739990, -552.200317 -557.779480 -71.060562, -359.750000 565.465637 805.662476, -683.820984 -711.871582 -101.105057, -206.824249 -626.666687 591.996948, -229.710251 -563.017639 646.639587, -367.757629 -529.648499 564.128845, -367.173370 -442.799164 507.090912, -302.793915 -550.241211 505.625305, -608.809814 -520.854309 -24.472393, -159.042770 -617.470398 653.496704, -724.246094 -575.874695 -117.407158, -605.735779 -503.927948 121.218338, -522.850098 -534.538696 14.217463, -718.177612 -537.527527 -55.301952, -535.345459 -345.222687 97.118759, -376.291748 441.336395 693.596130, -542.220276 -508.544586 -117.947296, -270.418793 -639.860413 647.478638, -361.064880 -630.580688 473.848572, -363.432617 419.643921 603.615662, -607.505554 -625.881226 70.798340, -410.832916 410.400726 782.203369, -686.160278 -514.918640 86.980858, -730.422546 -692.935242 5.188733, -752.950439 -707.243774 74.074379, -486.747986 553.220825 688.594238, -177.114914 -428.096283 643.043457, -262.620697 -626.099609 442.210724, -547.540955 -696.653687 62.288933, -373.894440 610.025940 593.779602, -750.490845 -627.355103 -66.571800, -524.602844 602.765686 611.117737, -525.894226 -337.450317 -50.360577, -667.360657 -669.540955 -47.891804, -272.517181 -445.107300 630.768250, -697.943237 -479.110413 132.570984, -361.195465 -452.371735 632.169312, -282.586121 -633.369751 549.462158, -586.199036 -401.912323 -84.300949, -749.756348 -529.393372 92.119286, -629.487854 -703.579529 9.210242, -562.760376 -708.772644 -50.146698, -370.868195 491.582886 773.763611, -528.293579 -444.171112 96.235481, -549.962341 -637.142456 -65.577957, 
-742.754333 -554.758606 10.336206, -729.450745 -403.749268 -24.632835, -730.096191 -391.862976 116.819244, -319.235992 -439.212006 438.674011, -755.091248 -710.958191 -63.277565, -378.407257 588.629028 681.348145, -528.383545 -447.143463 -34.396305, -540.557617 -668.641357 -137.908371, -734.335022 -512.133484 -136.775818, -669.250732 -693.461548 75.609688, -667.740784 -485.396790 1.198400, -478.333344 420.762970 610.828369, -540.612610 423.611389 690.251831, -627.451355 -405.363800 107.371597, -718.516907 -346.972900 -84.250565, -632.905212 -601.328613 -131.300400, -158.902908 -440.225250 456.258240, -175.421631 -637.423828 510.748352, -144.039597 -593.194702 578.013184, -626.632751 -549.023926 66.261475, -552.424744 582.637695 764.348938, -221.534409 -476.601227 435.046570, -393.649597 516.402893 604.387146, -748.061218 -491.548462 -2.408163, -148.798965 -498.664948 538.680420, -550.323364 483.680908 602.984314, -737.842102 -678.814392 -141.448761, -165.764069 -506.512054 636.479919, -651.218323 -593.035217 -25.842724, 305.799988 410.466675 -181.066666, -458.131134 584.236328 787.196716, -557.283630 -615.422974 13.875305, -309.064148 -539.263245 629.522095, -606.623718 -339.043488 40.220737, -626.545288 -327.591583 -68.023155, -747.781067 -628.674561 58.295856, -691.645142 -578.465027 59.408604, -192.907028 -430.407043 557.175903, -220.972092 -540.288391 490.616272, -719.481201 -441.155396 55.912281, -354.408905 -533.273254 437.797577, -617.354004 -700.273926 -134.912140, -713.258423 -331.580505 13.878728, -639.727661 -411.642548 -26.885107, -579.384521 -496.911133 40.263329, -531.101135 -542.429382 101.200378, -636.435913 -502.807007 -107.657219, -725.432800 -467.413055 -86.982216, -356.244965 618.406555 759.050476, -361.850159 -623.762207 616.877869, -282.910065 -445.762604 533.095337, -691.014282 -324.916504 112.700607, -161.441513 -594.581116 437.496216, -224.997467 -526.190369 572.538086, -531.113037 447.804718 787.464539, -549.616089 -556.487610 -72.739937, -360.243073 564.356934 804.615356, -683.788696 -711.366028 -103.358490, -210.126129 -628.465454 589.759766, -227.551498 -560.219299 646.186035, -368.077637 -531.465759 562.543396, -366.816833 -443.534729 509.311584, -302.860229 -550.804810 505.901215, -607.221863 -520.759399 -27.590626, -159.361023 -622.993591 651.364197, -725.252197 -577.714600 -119.634956, -604.892761 -502.544861 121.479210, -522.721313 -533.472961 13.339527, -719.294312 -537.565613 -56.512413, -535.716248 -344.603302 98.377411, -375.094360 438.522430 694.780212, -541.890137 -506.082733 -118.276749, -273.508118 -637.599976 647.486511, -361.010071 -631.084045 473.109253, -363.552246 420.447754 603.106140, -607.590027 -626.542908 69.725761, -410.051758 409.753784 784.006287, -683.384766 -513.912415 85.177422, -729.071838 -692.707153 4.842541, -752.144043 -707.925903 74.197533, -484.852631 548.476013 688.796509, -176.827271 -428.803040 642.457581, -262.738892 -625.154724 441.843323, -548.125244 -697.398743 62.784969, -374.641296 609.431152 593.721008, -750.281921 -627.515930 -64.433510, -526.114075 602.338013 612.877258, -524.937317 -338.620575 -49.672028, -664.336426 -667.205627 -49.735203, -273.376587 -443.593628 629.761719, -698.387207 -478.545746 132.167679, -361.622375 -452.569916 631.601379, -284.694916 -632.144043 548.599548, -584.804077 -405.875305 -88.063614, -748.705750 -529.535889 91.976074, -629.931030 -703.005310 7.968170, -558.670654 -708.463928 -48.987980, -371.261292 491.492462 773.777039, -527.735413 -442.805206 96.965912, -553.302124 -634.922485 -68.451874, 
