-328.000000 -406.000000 302.000000, -272.000000 -456.000000 150.000000, 602.000000 598.000000 24.000000, 479.000000 -430.000000 595.000000, -687.000000 -260.000000 -177.000000, -722.000000 -256.000000 -36.000000, -710.000000 -204.000000 -63.000000, 531.000000 687.000000 -180.000000, -516.000000 -127.000000 -154.000000, -550.000000 -389.000000 -53.000000, 513.000000 -333.000000 345.000000, -281.000000 -440.000000 67.000000, 449.000000 730.000000 -139.000000, 491.000000 -315.000000 436.000000, 486.000000 -347.000000 375.000000, 543.000000 -453.000000 504.000000, 589.000000 506.000000 -94.000000, 566.000000 575.000000 -97.000000, 375.000000 657.000000 -177.000000, -172.000000 -299.000000 99.000000, -317.000000 -225.000000 212.000000, -287.000000 -263.000000 300.000000, -529.000000 -150.000000 -94.000000, 523.000000 582.000000 -41.000000, -292.000000 -240.000000 141.000000, 376.000000 576.000000 -137.000000, 603.000000 618.000000 -143.000000, -253.000000 -322.000000 203.000000, 585.000000 -567.000000 506.000000, 568.000000 551.000000 -126.000000, 459.000000 -345.000000 554.000000, 616.000000 771.000000 66.000000, 621.000000 -349.000000 426.000000, 594.000000 -507.000000 532.000000, 402.000000 -422.000000 368.000000, -222.000000 -491.000000 58.000000, 437.000000 -518.000000 400.000000, 378.000000 -575.000000 443.000000, 413.000000 -344.000000 472.000000, 372.000000 613.000000 95.000000, -548.000000 -322.000000 0.000000, -379.000000 -465.000000 295.000000, -332.000000 -477.000000 258.000000, 439.000000 532.000000 8.000000, 516.000000 -493.000000 583.000000, 487.000000 -459.000000 347.000000, 473.000000 -457.000000 382.000000, 421.000000 627.000000 15.000000, -645.000000 -301.000000 -65.000000, -212.000000 -404.000000 182.000000, 517.000000 -496.000000 590.000000, 439.000000 -418.000000 367.000000, -216.000000 -224.000000 302.000000, -764.000000 -154.000000 -174.000000, 456.000000 745.000000 -141.000000, 613.000000 695.000000 86.000000, 531.000000 758.000000 -42.000000, 617.000000 660.000000 -128.000000, 465.000000 763.000000 -60.000000, 449.000000 -405.000000 575.000000, -631.000000 -200.000000 -211.000000, 428.000000 -563.000000 482.000000, 496.000000 -428.000000 502.000000, 484.000000 -580.000000 396.000000, -616.000000 -313.000000 -259.000000, 362.000000 531.000000 -119.000000, 474.000000 -315.000000 420.000000, 436.000000 -536.000000 486.000000, -627.000000 -134.000000 -77.000000, 423.000000 -491.000000 435.000000, 464.000000 606.000000 42.000000, 564.000000 -468.000000 509.000000, -284.000000 -261.000000 200.000000, 404.000000 -548.000000 550.000000, -277.000000 -437.000000 200.000000, -732.000000 -148.000000 -112.000000, -293.000000 -310.000000 249.000000, -366.000000 -292.000000 205.000000, 607.000000 715.000000 44.000000, -660.000000 -329.000000 -247.000000, -265.000000 -479.000000 237.000000, 521.000000 528.000000 -102.000000, -272.000000 -258.000000 311.000000, 476.000000 669.000000 -114.000000, -202.000000 -435.000000 222.000000, -203.000000 -239.000000 81.000000, 478.000000 -411.000000 347.000000, 440.000000 -394.000000 503.000000, 571.000000 524.000000 66.000000, -506.000000 -244.000000 -213.000000, -393.000000 -386.000000 318.000000, -130.000000 -409.000000 152.000000, -708.000000 -169.000000 -80.000000, 595.000000 554.000000 -143.000000, 547.000000 544.000000 38.000000, 432.000000 -559.000000 479.000000, -539.000000 -356.000000 -220.000000, 560.000000 581.000000 31.000000, 459.000000 -394.000000 531.000000, -191.000000 -356.000000 184.000000, 
-308.648102 -398.667664 290.753510, -298.611511 -451.300995 141.352814, 598.766968 608.833862 15.663207, 503.263916 -421.945312 584.726501, -713.834778 -277.913483 -175.845154, -741.037476 -293.658905 -43.754753, -710.097107 -204.962753 -54.456860, 542.753113 701.311584 -159.284546, -542.595154 -141.623444 -188.099304, -559.920776 -363.315094 -74.392410, 544.044373 -347.053925 349.601746, -319.625854 -411.984100 80.759903, 409.574463 727.363525 -130.202423, 515.370117 -338.510498 455.850494, 475.100616 -352.570190 378.093597, 550.948242 -432.114441 494.946259, 590.156677 516.021973 -71.578369, 570.875793 590.613647 -84.959419, 377.563293 671.870911 -143.297623, -177.670929 -307.421082 105.603241, -337.495667 -231.260864 223.331528, -323.246429 -262.595917 298.156311, -543.344360 -179.320374 -72.433701, 516.601868 594.639587 -41.213345, -319.374817 -264.558838 103.680214, 396.448029 585.454224 -127.179710, 585.562988 618.727173 -146.535797, -250.213043 -325.299530 194.884537, 585.986389 -557.395020 478.576050, 547.676453 551.475891 -147.208130, 484.409943 -336.229065 561.924316, 571.607239 761.377869 64.273926, 606.366028 -369.582672 432.428772, 606.686340 -500.884918 549.703918, 387.579681 -410.861603 368.550568, -193.798035 -464.403107 78.963051, 423.774048 -528.518921 375.310822, 381.544525 -563.542175 427.216888, 398.693420 -347.681152 466.214111, 374.053711 633.239990 74.114960, -549.319336 -292.765503 -26.860027, -377.756561 -457.373352 283.164856, -348.776947 -463.031677 233.460709, 422.174469 530.881592 10.112222, 510.843353 -494.362488 562.918030, 548.349243 -481.367737 351.542358, 495.445221 -459.134430 403.087494, 404.832550 659.654358 6.260292, -646.943665 -316.704742 -73.328903, -216.733429 -403.720337 161.442993, 521.510681 -532.048950 589.226746, 438.085754 -405.248016 375.234833, -178.983658 -257.792755 278.745728, -748.330261 -167.677032 -206.673737, 468.474426 754.871582 -144.512497, 574.698853 680.243652 80.392235, 540.710144 736.223267 -34.796925, 596.596741 689.884155 -110.683083, 425.911743 745.151917 -24.735529, 412.056580 -413.741425 575.183167, -627.216919 -183.555298 -215.099731, 423.441162 -570.767395 496.807495, 500.698303 -421.651733 493.426056, 525.451782 -559.900696 379.273163, -603.742493 -303.949890 -239.085602, 381.813477 526.233276 -104.291008, 446.825500 -329.188232 411.715698, 450.746155 -521.369019 494.366119, -619.759277 -155.541321 -66.862946, 409.777527 -476.379150 446.223053, 478.094391 626.394897 53.990520, 592.932617 -452.780914 498.526642, -260.788635 -256.127289 199.549240, 406.040100 -534.398071 559.479919, -304.464996 -416.799652 197.808121, -734.595947 -150.055893 -114.713806, -291.493958 -326.825287 261.813751, -373.789948 -311.723602 182.721939, 572.813049 709.899048 27.907585, -697.118042 -347.019806 -222.927170, -253.664108 -469.768707 264.204926, 493.684509 532.350281 -115.278389, -244.674515 -284.658813 308.562103, 473.231384 655.028198 -106.084999, -180.076492 -432.856445 260.648407, -206.868378 -246.441284 93.831787, 502.676300 -404.017914 353.523407, 416.433533 -408.626465 497.769958, 579.231567 524.569519 64.733681, -535.047241 -242.016708 -201.250198, -383.682678 -360.391785 290.910858, -148.878738 -421.230225 132.833328, -711.220215 -154.814514 -59.035332, 596.728333 544.775330 -155.393524, 532.072388 532.404907 32.253780, 458.420624 -566.218567 469.043304, -551.134216 -347.935516 -198.197601, 551.746887 602.502869 40.076668, 470.854797 -394.789459 531.506348, -171.151199 -336.211090 207.089111, 
-298.798767 -400.263763 291.677399, -305.794647 -460.396149 136.959122, 598.246277 609.882019 8.173591, 529.833923 -411.826752 581.621826, -721.747253 -275.563721 -174.852264, -742.579163 -316.343597 -49.599407, -708.046692 -216.336121 -51.513374, 545.283997 711.643799 -153.638962, -549.843323 -146.448715 -193.675369, -560.932922 -357.131805 -75.780586, 567.870728 -351.627441 354.207733, -335.541504 -405.289795 84.488823, 396.780151 734.012085 -125.906799, 523.019714 -344.025909 463.453430, 471.906616 -346.518494 369.293762, 555.521423 -421.274017 497.578583, 583.110718 524.033813 -60.557903, 575.796326 597.602234 -78.973335, 378.499054 667.489685 -133.114441, -179.805862 -316.907990 100.911987, -351.681671 -241.062210 218.599609, -336.851929 -260.097076 295.871368, -546.422974 -182.891373 -67.490417, 507.323212 598.632141 -38.685631, -329.991943 -272.447906 95.471519, 397.820190 589.634949 -126.007507, 578.279114 624.118347 -149.357727, -255.161179 -329.827118 184.634140, 587.855347 -548.903137 467.307648, 536.406433 553.822937 -150.311005, 509.994965 -335.215485 564.178833, 550.236145 753.338013 62.869099, 606.627869 -368.392670 438.538208, 605.839905 -503.237061 561.573425, 384.884613 -405.647339 364.709259, -199.585022 -454.062408 82.320854, 422.088654 -530.118103 364.076996, 386.294739 -558.651428 425.103210, 396.397827 -345.601562 473.167480, 377.192688 637.427490 68.564476, -556.364441 -282.418732 -34.662277, -370.045532 -456.095642 291.048279, -359.966522 -457.554413 215.581451, 411.443787 537.506409 17.929020, 507.358398 -491.296143 554.999268, 579.482483 -482.970398 360.615540, 499.815521 -464.061493 409.391693, 400.078644 661.699463 -1.047858, -649.258057 -322.392548 -75.647202, -220.812469 -407.270020 158.891510, 523.712524 -553.093506 574.564148, 438.943054 -409.526184 375.758484, -170.226898 -261.920380 271.671875, -740.118958 -172.872299 -218.682617, 476.058075 745.131470 -137.151611, 569.583313 675.523560 75.097061, 538.443176 732.254028 -40.325485, 592.874756 702.760559 -102.923889, 418.444366 742.573120 -3.580837, 401.895935 -406.277496 573.798828, -634.021179 -181.133743 -213.982437, 411.966400 -565.811340 503.744171, 494.898315 -425.835846 485.797516, 540.985046 -557.121765 375.453613, -610.587830 -301.289368 -232.707184, 383.908447 528.084900 -101.802444, 432.082916 -333.327606 407.250763, 459.276764 -511.457764 495.416748, -620.793091 -163.852356 -66.675926, 403.384613 -473.681244 447.868866, 474.864502 636.856934 54.475788, 606.255615 -439.911255 501.831726, -251.868530 -251.561600 197.039597, 404.173859 -530.932373 563.378784, -311.433960 -406.269989 195.886444, -731.642273 -159.143799 -123.571648, -290.474243 -332.209778 260.781311, -370.811829 -322.062469 174.121231, 570.140869 705.349548 18.057619, -709.767578 -352.123688 -214.653976, -252.922623 -464.933105 266.638153, 482.268372 534.384521 -116.910225, -237.576309 -291.716370 300.713593, 473.354645 652.121338 -107.191864, -173.490112 -429.037415 268.336853, -201.856415 -247.178787 100.937935, 510.307007 -408.993408 358.156799, 407.895813 -414.947235 498.010284, 586.535522 530.781189 59.842609, -543.803406 -243.690231 -195.705261, -377.635162 -353.945099 280.626831, -152.841080 -424.433014 134.441864, -720.496155 -145.191193 -38.650982, 597.859924 537.131531 -151.507782, 519.042969 531.020813 31.341682, 476.044281 -561.050720 462.364380, -554.208435 -348.833344 -194.801559, 548.972961 607.128479 46.635674, 469.651489 -392.431671 530.457886, -165.176651 -331.853302 213.155136, 
-291.494476 -400.437286 291.808960, -306.596466 -464.543518 130.479828, 595.407043 610.888611 3.350961, 551.691101 -406.303131 579.444153, -725.132629 -272.177063 -175.425781, -742.218567 -328.406281 -52.314178, -708.351074 -226.473541 -49.738438, 550.252563 718.770020 -152.638885, -552.371643 -148.613861 -197.283752, -559.741577 -355.131256 -73.222137, 580.615906 -355.808777 357.885712, -342.196503 -402.575653 85.582275, 390.950043 737.375671 -121.637360, 523.840454 -345.411530 463.223145, 475.112579 -342.964966 365.438690, 557.034790 -419.017761 495.730042, 576.806030 527.428040 -54.444523, 577.101746 604.028076 -76.767723, 380.636536 664.515991 -128.835800, -183.916977 -325.935181 96.116753, -355.695953 -247.042206 210.535660, -339.974854 -258.415802 294.502350, -545.495178 -179.362762 -64.628891, 499.039917 601.011658 -36.928432, -332.788361 -273.382965 92.849121, 396.680481 591.243103 -127.613258, 575.318359 629.509521 -150.418884, -258.067657 -330.526917 175.976028, 590.309937 -542.851257 464.281067, 528.940491 555.724548 -149.411575, 530.393799 -334.652710 563.682312, 538.993469 748.354065 60.432590, 606.466858 -365.614044 443.829803, 604.512451 -508.438171 562.541870, 384.235992 -402.509827 363.785858, -203.753448 -449.333008 81.106415, 424.073425 -530.580139 359.165436, 391.909454 -555.994019 423.388062, 398.999359 -343.901276 482.236694, 378.555206 641.478699 66.606895, -560.945679 -276.914764 -38.375332, -363.648468 -454.681549 291.606140, -365.936707 -453.353821 204.824600, 404.827576 540.961731 23.609898, 503.687134 -487.354004 555.429810, 593.743652 -481.292419 367.738068, 503.044220 -469.857605 409.539368, 396.348511 657.193176 -12.290769, -650.112549 -325.864563 -77.087685, -223.803268 -412.414581 161.679947, 524.357422 -557.843811 565.681458, 440.941315 -418.110535 377.162415, -166.566742 -260.860840 269.759735, -737.670105 -175.034302 -225.421494, 474.169556 739.842407 -132.843750, 572.845764 673.679260 72.193001, 531.298584 731.575195 -42.487274, 592.403809 709.845886 -97.889763, 415.025391 741.214233 9.421793, 401.626953 -396.814514 574.746643, -637.464478 -180.062164 -213.171799, 406.779297 -560.426941 505.557587, 490.190216 -428.895294 477.394409, 546.650696 -555.332520 369.677368, -618.655212 -300.830231 -229.823441, 384.010590 529.655212 -99.354874, 422.598511 -337.395660 405.909027, 461.767975 -506.446930 495.989716, -622.597656 -166.765350 -68.742043, 401.107819 -473.422882 445.987335, 472.119080 645.301086 53.178604, 612.057739 -431.786865 506.585541, -248.655136 -250.069687 196.805191, 404.605316 -527.240479 567.118896, -312.574310 -401.011383 194.815933, -729.624451 -163.724304 -127.326233, -289.534576 -333.168060 259.604401, -368.657349 -328.238037 169.307037, 575.162537 704.728882 9.531017, -715.621033 -353.646606 -211.192169, -251.722549 -463.521484 264.197357, 475.407227 534.734802 -116.388420, -234.314606 -292.387085 297.466278, 473.487122 651.774231 -110.012268, -170.912735 -428.044281 270.903625, -197.076767 -248.173447 104.407883, 515.928467 -413.059631 362.621796, 403.511841 -420.277771 498.100006, 587.077332 534.430603 56.270988, -547.896973 -245.206024 -191.666428, -374.940796 -352.236786 276.355164, -153.147690 -429.674408 140.917526, -726.317444 -147.292694 -32.959549, 594.494263 534.323364 -147.169708, 508.097015 531.816895 33.378746, 483.859253 -557.310181 457.238037, -555.253540 -349.902985 -196.426971, 547.049988 607.604431 51.384109, 466.458496 -387.915375 534.649109, -164.425217 -331.849121 213.326080, 
-284.847321 -399.859924 291.536285, -307.078430 -465.353912 123.977943, 592.502502 611.454895 0.974124, 568.166687 -404.285889 576.899475, -727.217773 -270.027374 -175.350632, -741.391846 -335.120331 -53.551006, -709.950378 -234.468292 -48.428268, 555.542358 724.597534 -152.422852, -553.339355 -150.175278 -200.424698, -558.451477 -354.195801 -70.765709, 587.260193 -358.063293 360.596039, -346.035858 -400.739044 85.680161, 388.083069 738.851379 -117.521675, 520.372131 -346.021790 460.329193, 479.162109 -342.458130 364.763306, 555.661621 -423.580048 490.657867, 572.027405 529.264343 -50.454140, 576.520325 609.319336 -75.837616, 382.315674 664.090637 -128.711456, -187.296158 -332.489166 92.774269, -357.347687 -250.562469 203.651245, -340.761139 -257.631256 292.500244, -544.864441 -174.244568 -62.419456, 492.975586 601.964111 -36.066986, -333.170685 -272.480469 91.177582, 395.665527 590.512573 -131.715836, 573.871582 633.107971 -150.122787, -259.919067 -330.210693 167.773224, 591.727966 -539.919189 462.829712, 523.161743 557.173096 -148.685577, 546.540405 -335.326904 561.665405, 532.850098 745.547302 58.683048, 605.662903 -362.665985 448.049194, 603.554199 -513.936707 561.642883, 384.514771 -401.895020 362.797821, -204.930161 -445.998138 80.137337, 424.888794 -530.979553 357.058563, 395.646851 -555.065674 421.301697, 402.443787 -343.212433 488.327454, 379.801453 645.254761 64.414513, -564.111633 -272.320526 -41.068199, -360.316711 -453.875336 290.041107, -367.828491 -451.855774 198.631454, 399.072296 542.957092 28.099741, 501.311859 -481.980957 558.988953, 599.480774 -479.227539 371.843872, 506.347870 -476.014954 408.149445, 394.465851 653.906067 -21.269001, -649.794067 -328.216095 -78.795135, -225.515671 -417.095001 165.335953, 523.559570 -558.360779 560.569946, 442.603333 -424.845581 376.579102, -164.642502 -259.976593 269.131714, -737.055176 -175.680618 -229.068909, 470.783936 736.836914 -131.548386, 576.962769 674.336792 69.641556, 519.778503 729.912842 -42.995132, 591.779419 714.873901 -93.080696, 410.813904 740.500000 17.253277, 401.738007 -389.424713 575.757324, -639.309326 -179.025543 -212.796844, 404.858215 -557.331665 506.430389, 487.260376 -428.074280 471.613403, 550.643494 -553.686035 365.795197, -624.863892 -301.512634 -228.243317, 383.891510 530.554016 -96.317085, 415.497437 -340.052002 404.991211, 462.931854 -504.285339 496.222321, -625.068481 -168.742279 -70.865829, 399.987732 -473.587463 442.952881, 470.634491 651.353210 50.688179, 614.507751 -428.919037 508.499359, -247.372879 -249.727722 197.220718, 405.574799 -524.465881 569.661743, -312.070770 -400.018188 194.933121, -728.825439 -165.264999 -129.469604, -288.073700 -332.509552 258.010132, -367.997040 -332.519196 165.507874, 580.788574 708.554504 3.173653, -719.249939 -353.931946 -209.469345, -250.883011 -463.875000 261.786316, 470.997925 534.152710 -114.843651, -232.342026 -291.328186 295.829773, 474.776245 651.453613 -113.908501, -169.573273 -427.047821 273.084381, -192.811462 -249.722702 106.284370, 521.602234 -415.150940 365.886993, 400.178528 -425.803345 499.240204, 586.405579 535.719360 54.326138, -550.134827 -246.469696 -188.951309, -373.518311 -351.890686 274.718323, -154.019836 -434.901886 147.111526, -728.751465 -150.237411 -33.058289, 591.345215 534.427185 -143.693344, 499.162415 532.740540 35.458630, 488.495575 -555.709351 453.789642, -555.845520 -350.446411 -198.614807, 544.676819 607.019226 54.076984, 467.228180 -382.422577 541.720215, -165.223465 -332.788605 211.899048, 
-279.188721 -398.587982 291.296112, -307.856171 -465.016479 118.030991, 589.936829 612.090698 -0.038057, 578.156311 -405.307495 575.437073, -728.937927 -268.890778 -175.150223, -740.533020 -339.081207 -54.416561, -711.963074 -239.721848 -47.537819, 558.617126 728.396179 -151.813492, -553.445923 -151.517273 -203.025803, -557.115173 -353.419434 -68.467880, 590.913574 -359.343536 362.074615, -348.197021 -398.565613 85.116730, 386.469482 740.055786 -113.530518, 516.744507 -346.373505 458.242889, 482.542145 -342.834290 365.183563, 554.340454 -429.541168 486.226288, 568.470520 530.995178 -48.016102, 575.824219 613.136475 -75.202400, 383.461548 664.758667 -130.197891, -188.951904 -337.370453 90.666023, -357.961273 -252.402374 198.529953, -341.227051 -257.097534 290.549042, -545.059265 -169.779556 -60.955273, 488.006653 602.102844 -35.909523, -332.656403 -271.048584 89.877060, 394.736298 588.342285 -136.989655, 573.825439 636.004089 -149.722809, -261.772034 -330.219360 159.870819, 592.924011 -538.741089 461.596344, 517.859863 558.776428 -148.544937, 559.001709 -336.197174 558.313049, 528.741577 743.825562 57.786572, 604.993958 -360.175476 450.844879, 602.537964 -518.324280 560.112122, 385.682953 -402.664520 361.811859, -203.838882 -444.443970 80.222221, 425.432770 -531.900574 355.849915, 398.294006 -555.063110 419.850494, 404.595703 -343.020813 491.628601, 380.627716 647.457214 62.214367, -566.194336 -268.589569 -42.853294, -358.166565 -453.160431 288.314087, -368.523132 -450.996490 193.979492, 395.006866 544.586182 31.503597, 499.705933 -476.486542 562.507446, 602.572144 -477.052856 374.722900, 508.289093 -481.150787 405.695953, 393.345245 651.696167 -28.075850, -649.353638 -329.897675 -80.425789, -226.663315 -420.376434 168.558624, 521.535095 -557.695862 557.816040, 444.654297 -429.611420 374.963562, -163.397156 -259.957458 268.619873, -737.088928 -176.244278 -230.706863, 468.072021 735.424377 -133.255356, 579.511475 675.945068 67.481148, 509.588226 727.524170 -42.343929, 589.773010 717.768127 -89.757057, 406.708252 740.115295 22.026361, 400.547394 -385.494659 575.973999, -640.413635 -178.102859 -212.784332, 403.768158 -555.245911 506.733032, 483.334595 -425.670746 468.667694, 554.756165 -552.962769 363.453491, -629.753113 -302.514496 -227.237930, 383.200531 531.987915 -91.577950, 410.506470 -342.134613 404.322906, 464.598175 -503.247528 496.234314, -626.957092 -170.137268 -72.924583, 399.612671 -473.518219 439.910919, 469.937500 656.030273 48.289684, 615.123230 -430.307007 507.833954, -246.975128 -249.744781 197.486572, 406.227234 -523.147461 571.394165, -310.806824 -400.232483 195.770798, -728.755005 -165.976578 -130.735016, -286.768890 -330.946289 255.421616, -367.774231 -335.806580 162.884552, 583.982544 713.908997 -0.292948, -722.106628 -353.863678 -208.580734, -250.229263 -465.162659 260.027832, 467.854279 532.817566 -112.912033, -230.981171 -289.987976 295.341003, 476.324219 650.633423 -117.795990, -168.796799 -426.020996 275.237732, -189.552734 -251.391678 107.508888, 526.292236 -416.471832 367.533142, 398.630402 -429.353180 501.603699, 584.845886 536.053528 53.097683, -551.581238 -247.613129 -186.850220, -372.452148 -351.551849 273.987976, -155.169785 -438.458496 152.669525, -729.504578 -152.029327 -33.652679, 588.652527 535.267639 -141.231094, 492.030457 533.717590 37.007370, 491.596893 -555.651733 451.749329, -556.141174 -350.264038 -200.094543, 542.539124 607.034058 55.360188, 470.717896 -376.237244 548.611877, -166.062363 -333.727203 210.302505, 
-274.851776 -396.879425 290.828247, -308.764282 -464.098083 112.721909, 587.679504 613.219971 -0.338570, 583.188049 -408.823517 574.336792, -730.057434 -268.395264 -174.326752, -739.609009 -342.152924 -54.717419, -713.704590 -244.045654 -47.004841, 560.464661 730.762695 -150.562454, -553.344177 -152.636673 -204.713165, -556.536743 -352.718567 -66.272598, 593.161499 -359.595428 362.873291, -349.689026 -396.026123 84.497726, 385.718933 740.626831 -110.090523, 514.800842 -346.718719 457.513275, 484.892456 -343.577271 365.489441, 553.317200 -434.308838 482.949707, 565.882446 532.031799 -46.680294, 575.165161 616.342590 -74.507126, 384.367096 665.171997 -131.988739, -188.979782 -340.817139 90.021423, -358.372345 -253.413727 195.203827, -341.618134 -256.844666 289.381348, -545.588196 -166.563263 -60.206074, 484.753052 602.010681 -36.044724, -332.188354 -270.051758 88.890709, 393.832428 585.470459 -141.680984, 574.622314 638.040344 -149.686142, -263.152863 -330.720093 152.951035, 593.638794 -538.914673 460.689209, 512.988159 560.291687 -148.723663, 569.253479 -337.517365 555.506348, 524.936584 742.840942 57.349785, 603.965515 -358.725128 452.580231, 601.580994 -521.899658 559.166565, 386.981812 -404.520264 360.516144, -201.840897 -444.094452 80.811096, 425.950989 -533.276489 354.991180, 400.050476 -554.915894 418.992798, 406.191589 -343.669556 493.148193, 381.482178 647.517822 60.413128, -567.334656 -265.402954 -44.195427, -356.637756 -452.698242 286.787811, -368.840729 -450.645844 189.834305, 392.372131 545.746460 33.692055, 498.503510 -471.909027 564.524658, 604.250000 -474.697479 376.573456, 509.260193 -484.537628 402.646057, 392.277374 650.179749 -32.622349, -648.776367 -330.838959 -82.061501, -227.690903 -422.677185 171.044739, 519.225342 -556.785645 556.337402, 446.715729 -432.982849 372.519287, -162.549881 -260.413849 267.945068, -737.160278 -176.598679 -231.706711, 466.477478 734.470398 -136.230453, 581.576965 678.213501 65.889404, 501.706329 725.666504 -41.790951, 587.370361 719.822083 -87.403152, 403.159546 739.836731 25.142803, 399.037079 -382.991211 575.612183, -641.049927 -177.554504 -213.000000, 403.120850 -553.618347 506.586578, 479.310516 -422.954376 466.701263, 559.141785 -552.382446 362.057526, -633.539246 -303.778687 -226.457077, 383.141663 533.815186 -86.542191, 407.270874 -343.683868 403.295715, 466.830658 -502.408936 496.067902, -628.506226 -171.232819 -74.681564, 399.986633 -472.503998 437.332886, 469.505249 659.009521 47.085213, 615.375610 -433.057037 505.619659, -246.680389 -250.190689 197.123032, 406.878815 -522.420166 572.520935, -309.343170 -401.123352 196.841858, -728.939270 -166.289047 -131.682693, -286.112061 -329.295990 252.906494, -367.650787 -338.189117 161.123840, 584.743774 718.624756 -1.797354, -724.625671 -353.653839 -208.347107, -250.064774 -466.374664 259.314911, 465.641998 530.813660 -111.287971, -230.381500 -288.431915 295.448029, 477.302917 649.608643 -120.241295, -168.296234 -425.019897 277.228821, -187.443909 -252.731583 107.640877, 529.981628 -417.370758 368.689270, 398.454498 -432.069763 504.764130, 582.996582 536.140442 52.480572, -552.666687 -248.599258 -185.300873, -371.645752 -351.223206 273.624664, -155.979446 -440.897797 157.616547, -729.385864 -153.666351 -34.147968, 586.475769 536.073853 -139.491425, 486.593964 534.639221 37.675755, 493.903412 -556.170044 450.371429, -556.074524 -350.044739 -201.639740, 540.212097 607.333069 56.311428, 475.154541 -370.606079 553.748535, -167.123901 -334.698273 208.633377, 
-271.579193 -395.146820 290.893066, -309.884766 -462.792297 108.402420, 586.093140 614.634888 -0.406110, 585.759155 -413.138092 573.200928, -730.670105 -268.144287 -173.464386, -739.004395 -344.451752 -54.853912, -715.308777 -247.500519 -46.938034, 561.658875 732.505005 -149.552292, -553.072754 -153.793121 -206.019943, -556.240601 -352.043640 -64.380585, 594.496643 -359.072784 363.367218, -350.759888 -393.429779 83.941887, 385.430145 740.819702 -107.317871, 513.571960 -346.292877 457.361084, 486.279327 -344.391968 365.687103, 551.961365 -438.291412 480.563507, 564.330750 532.514343 -45.877617, 574.329529 619.010803 -73.749054, 385.124603 665.416382 -133.897949, -188.281219 -343.596741 89.631836, -358.588501 -254.281006 192.359497, -342.139648 -256.617126 288.185699, -546.221191 -164.759552 -59.744270, 482.301270 601.916077 -36.398438, -331.838959 -269.135254 88.022820, 392.583954 580.417114 -145.588272, 575.270569 639.869629 -149.638580, -264.313660 -331.711761 146.704071, 594.273132 -539.458374 459.782532, 509.640961 560.862793 -148.660751, 576.742310 -339.408997 553.590454, 521.001282 742.161621 56.749844, 603.323853 -357.998230 453.103973, 600.805115 -524.488831 558.595215, 388.114441 -406.651642 359.709259, -199.923248 -444.524902 81.732300, 426.255707 -534.996948 354.508850, 401.354767 -554.656250 418.758820, 406.962830 -344.397003 493.449158, 381.795776 647.125122 59.037544, -568.013000 -263.217407 -45.000668, -355.812836 -452.353088 285.577271, -368.972687 -450.642639 186.484604, 390.759399 546.536621 35.654270, 497.457123 -468.136597 565.917236, 605.057922 -472.000519 377.877502, 509.101196 -487.878052 399.499054, 391.486450 649.605530 -35.611729, -648.113159 -331.674805 -83.907890, -228.999481 -424.742798 172.629898, 516.907288 -555.501770 555.578491, 448.984863 -436.234161 369.657776, -161.885803 -261.088379 267.344971, -737.111877 -177.114639 -232.138885, 465.558350 734.098145 -138.907837, 583.127563 680.975647 64.845131, 495.910919 724.418152 -41.795086, 585.360474 721.293091 -85.354103, 400.401154 739.583252 27.498833, 398.913971 -381.960480 575.098816, -641.325317 -177.262024 -213.209488, 402.821198 -552.575256 506.079865, 475.611938 -419.879883 465.612640, 564.013733 -552.107971 361.232697, -636.328857 -305.065582 -225.887970, 383.358612 535.937317 -80.424431, 405.092499 -345.432648 401.426453, 468.902161 -501.543488 496.142090, -629.728149 -172.202850 -76.200684, 400.148865 -470.960602 435.385193, 468.901062 661.023438 46.320755, 615.019836 -436.614868 502.101654, -246.414642 -250.716782 196.715805, 406.891083 -522.509277 573.225403, -307.873871 -402.339417 197.643036, -729.258728 -166.401459 -132.179871, -285.772034 -327.933136 250.667480, -367.891235 -339.667358 160.113510, 583.953796 722.505798 -2.085714, -726.765320 -353.465454 -208.217621, -250.144882 -467.157379 259.405121, 464.464020 529.535400 -109.629715, -230.072327 -286.751831 295.506256, 478.095428 648.817322 -122.097351, -167.804718 -424.449860 278.672485, -186.098541 -253.889816 107.765816, 533.232117 -417.495087 370.150055, 398.416656 -434.696198 508.122711, 581.813232 536.321106 52.233288, -553.491516 -249.473434 -183.934143, -370.897522 -351.308533 273.023743, -156.498642 -442.464813 161.717407, -728.924133 -154.862762 -34.056206, 585.010437 536.834290 -138.649719, 483.073914 535.475281 38.262318, 495.720154 -556.401978 449.008240, -555.721252 -349.562378 -203.104416, 538.222717 608.104736 57.063736, 479.734497 -366.704254 556.486389, -168.168198 -335.613647 207.300995, 
