-370.000000 400.000000 -330.000000, -358.000000 235.000000 -165.000000, -137.000000 364.000000 -719.000000, -239.000000 135.000000 -698.000000, -10.000000 -236.000000 563.000000, -519.000000 210.000000 -380.000000, 206.000000 -115.000000 -673.000000, -337.000000 181.000000 -707.000000, 128.000000 -239.000000 653.000000, -29.000000 -6.000000 649.000000, 201.000000 -67.000000 -659.000000, 173.000000 -183.000000 -494.000000, 94.000000 -191.000000 482.000000, 171.000000 -127.000000 -433.000000, 145.000000 -193.000000 631.000000, -258.000000 168.000000 -649.000000, -368.000000 200.000000 -324.000000, 339.000000 -191.000000 -605.000000, 126.000000 -126.000000 603.000000, -15.000000 -59.000000 634.000000, -174.000000 211.000000 -682.000000, -362.000000 209.000000 -304.000000, -10.000000 -238.000000 580.000000, -106.000000 229.000000 -647.000000, 58.000000 -72.000000 610.000000, -338.000000 367.000000 -522.000000, -560.000000 327.000000 -187.000000, -22.000000 -98.000000 563.000000, -66.000000 359.000000 -635.000000, -384.000000 264.000000 -399.000000, 37.000000 -120.000000 566.000000, 156.000000 -200.000000 509.000000, 133.000000 -119.000000 742.000000, 207.000000 -90.000000 -571.000000, -505.000000 263.000000 -297.000000, -436.000000 200.000000 -436.000000, -294.000000 322.000000 -625.000000, -386.000000 382.000000 -343.000000, -196.000000 336.000000 -687.000000, 36.000000 -1.000000 725.000000, -144.000000 174.000000 -694.000000, -447.000000 300.000000 -366.000000, 98.000000 -120.000000 691.000000, 215.000000 -97.000000 -571.000000, -503.000000 273.000000 -409.000000, -396.000000 297.000000 -365.000000, -378.000000 379.000000 -392.000000, -51.000000 -169.000000 482.000000, -51.000000 -108.000000 481.000000, -65.000000 191.000000 -659.000000, -165.000000 241.000000 -493.000000, -551.000000 198.000000 -287.000000, 76.000000 -26.000000 728.000000, -136.000000 254.000000 -456.000000, -594.000000 140.000000 -300.000000, -174.000000 238.000000 -481.000000, -586.000000 333.000000 -210.000000, -122.000000 243.000000 -527.000000, 124.000000 -137.000000 512.000000, -83.000000 -26.000000 754.000000, 360.000000 20.000000 -606.000000, -501.000000 132.000000 -250.000000, 145.000000 29.000000 609.000000, 275.000000 -8.000000 -560.000000, -286.000000 218.000000 -564.000000, -381.000000 279.000000 -171.000000, 46.000000 -230.000000 737.000000, -34.000000 -43.000000 537.000000, -388.000000 299.000000 -165.000000, -60.000000 -128.000000 663.000000, 138.000000 31.000000 523.000000, -154.000000 382.000000 -587.000000, 43.000000 -192.000000 609.000000, 141.000000 -166.000000 557.000000, -160.000000 148.000000 -610.000000, -398.000000 404.000000 -239.000000, -618.000000 308.000000 -224.000000, -91.000000 220.000000 -704.000000, 158.000000 -160.000000 717.000000, 190.000000 25.000000 -535.000000, -434.000000 203.000000 -418.000000, -174.000000 390.000000 -675.000000, 80.000000 -189.000000 598.000000, -35.000000 -129.000000 688.000000, -597.000000 369.000000 -426.000000, -420.000000 341.000000 -304.000000, 130.000000 -13.000000 651.000000, -565.000000 383.000000 -410.000000, -616.000000 238.000000 -416.000000, -76.000000 291.000000 -561.000000, 120.000000 -177.000000 -590.000000, -218.000000 344.000000 -733.000000, -323.000000 300.000000 -577.000000, 106.000000 -63.000000 729.000000, 65.000000 -62.000000 682.000000, 88.000000 -214.000000 574.000000, -280.000000 393.000000 -605.000000, -86.000000 -177.000000 729.000000, -409.000000 347.000000 -282.000000, -356.000000 154.000000 -366.000000, 
-369.731018 389.856262 -312.624237, -389.962677 191.927658 -189.089691, -118.273956 354.152832 -709.379761, -237.302338 156.726242 -704.812073, -19.833750 -217.604996 540.636658, -522.285828 187.833221 -379.656891, 217.750198 -147.189072 -650.178528, -315.474945 204.689621 -695.987610, 126.813080 -228.854279 668.173035, -32.894360 -0.246968 643.339294, 177.453598 -34.229691 -644.252014, 195.435776 -192.711151 -484.267761, 72.160515 -195.633759 499.530060, 195.856491 -106.896851 -432.004486, 153.622391 -191.887222 630.489563, -265.189728 179.273636 -640.107178, -399.547241 188.993805 -325.005768, 317.842926 -174.626572 -572.062073, 140.054001 -106.099861 602.419128, -19.686205 -62.952465 634.935303, -191.281036 229.914886 -678.373840, -385.078827 207.229477 -269.953308, -35.294563 -220.880127 610.036072, -114.583611 245.297974 -634.513733, 63.508961 -55.201107 596.125732, -294.208710 359.497742 -499.303772, -529.005920 318.906525 -190.083527, -35.776348 -110.569412 566.250061, -87.723877 355.896240 -638.687256, -376.433258 260.036377 -412.281250, 40.683842 -118.905685 548.505920, 158.753677 -209.683151 516.086853, 139.092957 -113.203369 736.838440, 168.576462 -73.665230 -558.390259, -504.322388 271.778625 -285.483398, -442.291809 170.445663 -430.991455, -290.222900 313.829742 -649.071777, -406.661530 376.673279 -345.236237, -196.735184 316.031830 -670.776245, 21.331955 -4.512030 719.642883, -138.597656 163.263565 -697.030762, -458.774841 311.341980 -369.377228, 86.828491 -129.537460 690.906311, 248.487747 -119.023788 -556.608643, -513.391174 285.553528 -401.708099, -389.060303 296.656158 -355.869446, -399.311859 371.665497 -405.219513, -45.447163 -183.373428 507.604889, -43.870182 -102.960106 499.690338, -79.371056 169.324997 -642.516479, -178.662567 251.750244 -517.326172, -564.587952 206.190216 -265.941071, 89.446373 -12.718309 730.272461, -119.571976 280.943329 -469.617188, -597.333618 153.662659 -292.689240, -208.612946 222.972183 -479.928375, -579.675171 364.564636 -236.508347, -116.855385 222.466019 -533.289246, 127.897476 -106.014832 512.100159, -59.547791 -28.211603 732.141724, 333.382874 -6.487823 -617.149780, -490.469391 161.336777 -223.667465, 139.561386 5.063346 596.671204, 299.794006 -21.753891 -514.137268, -283.074432 205.261841 -543.351685, -410.406250 260.715271 -200.735336, 40.621857 -211.460373 722.076538, -24.655891 -19.771112 530.483276, -414.957184 321.314484 -184.009079, -62.977959 -136.235855 645.140503, 123.141663 -6.396604 521.503174, -159.223404 369.402771 -551.364441, 29.655899 -190.219513 625.500671, 151.880829 -165.658234 560.186646, -159.098053 161.353897 -586.125305, -416.166107 384.956604 -216.539963, -607.694763 283.847839 -241.488953, -96.040863 236.582901 -708.996704, 156.720886 -174.355301 715.955322, 162.859314 8.555015 -509.388397, -435.362122 191.137512 -394.600891, -178.345337 387.542664 -667.025146, 83.275917 -180.487457 605.169739, -17.424099 -128.332520 704.373352, -604.575500 348.447113 -396.644714, -453.779724 349.333435 -305.411499, 139.166199 -17.264370 658.472778, -549.300781 372.568756 -371.194580, -602.315979 234.999237 -392.436371, -92.312370 312.347168 -546.613892, 127.653671 -170.342422 -597.422729, -255.080551 343.250458 -718.279297, -305.703613 295.196777 -558.760376, 129.226501 -53.701393 729.815247, 53.625160 -63.437313 682.393127, 87.564651 -219.692917 562.756531, -275.149414 384.780823 -605.364746, -61.522411 -194.247757 719.040222, -410.765106 334.100372 -260.592072, -375.003387 153.715439 -384.500427, 
-373.126099 379.024902 -302.785553, -395.009338 177.924377 -192.168121, -114.670517 352.184540 -707.029724, -236.582916 162.607605 -701.484680, -16.225351 -217.379425 539.054626, -526.346436 177.476761 -376.023987, 228.476898 -158.087875 -641.443237, -311.390808 210.531952 -692.154419, 122.986816 -225.105957 675.587891, -35.648136 1.644711 636.012268, 167.687759 -18.909885 -634.241577, 195.462921 -195.487823 -467.862671, 67.211662 -192.620422 504.557678, 198.468414 -101.262398 -430.749725, 157.711685 -193.352081 628.153259, -270.737946 178.641815 -627.081604, -410.115570 183.134918 -321.635040, 321.052643 -176.765747 -559.112610, 145.172760 -98.450180 607.319275, -23.916502 -66.118340 633.769897, -198.317047 234.345001 -676.815918, -390.168030 206.716019 -267.371307, -44.047195 -215.063797 615.551697, -117.676094 253.381012 -627.828918, 61.348557 -44.542568 592.923645, -281.856415 357.793640 -496.639435, -525.055725 314.432739 -190.619553, -41.844551 -110.418808 570.408020, -96.333748 357.556244 -632.097656, -377.097198 258.131287 -416.460938, 41.727989 -116.641632 540.920105, 156.545273 -210.509354 516.305603, 144.510544 -112.814629 728.348206, 150.140457 -74.831924 -551.113281, -503.817535 269.687042 -287.012482, -451.742889 160.738571 -420.764465, -296.738159 308.121216 -653.451904, -414.459503 375.598328 -347.478149, -194.428726 309.535187 -662.811218, 18.930490 -5.684332 716.137878, -137.092728 164.957779 -695.943054, -460.786438 310.162659 -374.716156, 82.680656 -131.685974 692.462219, 254.452225 -116.342567 -550.909485, -517.216858 284.006927 -399.247528, -388.389618 291.372528 -346.046021, -405.432861 367.789978 -408.874542, -49.821899 -183.883682 511.026001, -42.754566 -97.596252 504.600464, -87.450546 168.625000 -633.261475, -189.635651 266.339142 -531.404114, -571.402527 204.126648 -245.946243, 93.884209 -4.031977 725.718018, -117.861427 293.817078 -475.595032, -593.626465 154.870972 -291.341248, -215.070343 205.062271 -481.258057, -578.458435 370.159271 -238.341904, -106.521095 199.330658 -520.198853, 132.203308 -99.753456 513.157410, -56.275043 -31.720882 724.352112, 313.331085 -17.346853 -621.068481, -496.724030 169.274063 -216.987793, 139.719025 -1.147493 593.375732, 304.246216 -23.859230 -482.329865, -289.788727 191.966965 -534.096558, -417.194336 258.003113 -203.418152, 41.919811 -207.566681 720.523010, -22.678452 -12.535619 530.242493, -412.715088 325.359558 -186.068619, -60.369114 -135.698685 644.279541, 119.531097 -10.427761 518.755005, -163.031311 369.409363 -536.961182, 25.997950 -188.476761 629.465820, 153.219315 -163.023117 558.574707, -166.130417 165.337891 -578.709961, -420.884766 384.033936 -209.463089, -601.341553 277.319733 -237.502350, -100.615646 243.834671 -705.649902, 153.829147 -183.784622 719.642151, 153.168213 5.396203 -489.342072, -441.776276 199.600235 -385.011230, -181.784393 384.244843 -663.599426, 83.752411 -173.533737 608.086731, -16.141163 -122.723328 713.687500, -601.570923 344.055664 -385.797455, -470.772491 358.932343 -299.352600, 142.832184 -16.203861 663.556519, -542.711426 370.970886 -364.219818, -598.017395 229.433578 -385.576508, -95.627159 322.699524 -543.141479, 126.067375 -173.648331 -595.373657, -271.054749 351.126343 -711.110657, -297.692017 290.495148 -556.436157, 143.891830 -46.666668 726.571045, 51.397114 -63.877617 683.126709, 85.752060 -221.026230 564.311707, -277.491516 380.029266 -604.598877, -54.874916 -199.190414 717.245239, -402.456879 323.114960 -261.135529, -374.594177 158.067719 -393.651001, 
-377.200378 375.399506 -297.036926, -396.999420 171.356766 -194.893829, -113.761398 353.445648 -705.482849, -236.739914 163.976501 -698.006287, -11.759510 -216.920120 539.342773, -531.092102 172.208191 -373.521790, 236.042252 -163.333466 -636.786072, -309.635834 211.561646 -692.168213, 118.283035 -222.602066 677.381714, -38.432938 1.769603 631.062378, 162.312943 -14.683398 -626.835144, 192.695496 -193.912369 -459.742096, 65.209305 -190.451584 506.623688, 195.601608 -99.757416 -431.566589, 159.056503 -195.455002 627.550415, -275.676453 179.404480 -619.227905, -416.636566 175.090607 -317.851257, 322.750458 -178.695328 -545.867249, 145.562042 -95.164459 611.195129, -25.363237 -68.311638 633.225647, -203.026352 236.008865 -677.160217, -391.071167 206.721024 -266.803284, -48.289230 -212.689453 616.899658, -117.061989 256.693970 -620.186523, 58.643700 -36.255516 592.731262, -280.316345 356.966827 -495.838959, -522.713135 313.644318 -191.704056, -44.324188 -110.081223 572.653015, -101.242783 360.207733 -626.159119, -376.645966 259.190430 -417.199341, 42.264462 -113.180519 537.320923, 154.247070 -210.873184 516.103394, 146.581345 -112.782097 721.519043, 140.534241 -78.322372 -545.727966, -505.410797 265.969513 -289.537201, -459.039856 156.317566 -411.316223, -300.044037 301.437988 -654.154419, -418.780518 374.749176 -349.534119, -195.744720 308.160248 -660.352600, 17.827099 -5.366901 714.012207, -135.013947 166.841095 -695.470581, -461.364166 308.790741 -378.787598, 80.009605 -132.182785 695.120361, 255.164474 -111.025009 -545.966309, -521.760071 280.893616 -398.104340, -389.454865 286.230927 -341.039520, -406.366394 365.278717 -409.535614, -53.329098 -184.481964 513.525391, -42.947857 -92.360390 507.375519, -92.226303 170.517776 -627.187622, -195.132721 271.503510 -535.746338, -578.193848 197.436554 -225.548691, 93.748604 -1.908752 721.899902, -117.866379 298.095001 -479.009796, -588.880554 158.672745 -298.080536, -215.694397 197.188934 -484.346497, -579.664795 370.643829 -235.793579, -106.203796 191.703690 -512.348145, 135.944122 -96.512978 514.807922, -56.180733 -31.054768 720.962952, 305.986267 -20.597496 -615.755798, -498.722321 172.148621 -214.421509, 142.400482 -3.884682 590.599182, 304.645569 -26.384628 -468.486267, -295.933411 185.924789 -526.138733, -420.068573 255.046799 -202.097961, 42.419315 -206.174393 720.771912, -22.465118 -9.840756 529.080994, -407.646637 325.657745 -186.558899, -58.260784 -135.016373 647.609436, 117.283676 -10.282653 516.024719, -166.708679 372.000702 -529.360718, 23.533665 -188.271637 630.975464, 152.834961 -159.765137 556.503845, -173.760529 169.899857 -578.924316, -424.237823 383.236542 -205.997116, -599.010498 278.795410 -237.416306, -103.435493 248.152496 -702.291199, 152.018951 -190.309738 723.082764, 151.206848 2.835546 -476.791626, -446.653442 211.174026 -381.907501, -185.251938 382.361115 -662.359802, 83.503372 -165.843140 609.520020, -17.345718 -120.119209 718.883545, -600.233032 342.309937 -379.854156, -479.557617 361.953430 -292.374268, 143.759964 -13.837766 663.533508, -538.740112 371.151428 -365.030579, -596.732361 225.993851 -381.803528, -95.509666 329.730103 -542.386719, 127.716591 -175.856003 -594.949097, -278.459259 356.356049 -706.457153, -296.415924 285.361694 -554.564880, 150.753891 -41.189983 726.002563, 52.707691 -65.018112 683.457458, 84.122108 -221.153122 567.887756, -279.658691 377.119019 -602.084106, -51.792568 -201.317291 716.942139, -399.402832 315.953247 -260.990662, -375.702240 163.243454 -395.694611, 
-380.053558 373.670929 -293.044891, -398.104523 168.277313 -196.732483, -113.459740 354.752472 -703.872192, -236.105682 163.692001 -694.834290, -7.722922 -215.146515 539.384949, -534.899475 169.496887 -374.297638, 246.064346 -165.940781 -634.243225, -309.049286 210.340210 -693.248352, 113.187218 -220.352478 676.297058, -41.157253 1.010296 627.072083, 159.433594 -13.839767 -622.182800, 187.665939 -192.722214 -456.664215, 64.485466 -188.458023 508.024200, 192.350449 -99.275215 -432.669617, 159.297836 -197.009201 627.161804, -280.346100 179.969727 -614.431946, -421.706726 168.468719 -314.012787, 322.271149 -179.118958 -529.538391, 144.459381 -93.382622 613.977417, -24.534266 -69.638603 633.190918, -206.190765 237.665970 -677.668091, -390.386414 208.256577 -267.238098, -50.701611 -211.656677 616.775696, -116.282928 258.942322 -613.154541, 56.838036 -29.174854 593.181152, -281.412415 356.076996 -495.474640, -520.723328 312.962189 -192.499542, -45.472816 -110.214592 574.115234, -104.973984 362.276672 -622.300354, -375.893951 261.585175 -416.692078, 42.569973 -109.366318 534.987427, 152.821030 -211.035339 516.371094, 148.029343 -112.624443 716.831360, 135.327179 -81.364769 -541.408386, -507.632690 261.846375 -290.756378, -463.373596 156.339172 -405.590302, -300.682739 296.441711 -654.425720, -422.599304 373.772003 -349.694214, -197.233078 308.051453 -659.916382, 16.744884 -5.360014 712.988281, -132.244202 168.285538 -695.437500, -462.066498 308.788544 -381.624207, 77.354057 -132.774506 699.656860, 254.184006 -105.918152 -542.781189, -526.578308 278.849762 -397.519409, -390.411774 281.787933 -338.001373, -404.512726 363.763947 -409.111969, -55.589855 -185.816757 515.292175, -43.900696 -89.159790 508.865143, -95.032684 172.317535 -621.550232, -198.189285 274.215363 -536.554382, -582.705505 191.932632 -210.904968, 92.192482 -1.841888 719.723206, -118.275223 297.125458 -481.589752, -584.253113 164.648041 -301.523590, -214.969833 194.073639 -486.450104, -580.913574 370.869629 -233.178040, -107.851425 189.160599 -508.693237, 138.810730 -93.633522 516.513306, -56.248257 -29.406786 719.148682, 303.519348 -21.183369 -612.019104, -497.626312 174.235580 -214.220474, 145.845306 -5.809756 586.634155, 304.475555 -27.369774 -462.000763, -299.159637 183.714020 -519.405457, -422.812744 252.380219 -200.387024, 41.871407 -205.785904 721.166687, -22.463249 -8.624444 527.837524, -401.192627 325.354431 -187.327255, -57.235886 -134.604019 651.386292, 115.238419 -9.705500 514.284119, -170.189209 373.147125 -524.543213, 21.450897 -188.812729 632.052185, 152.007095 -156.912537 554.772095, -178.763474 173.170334 -580.413391, -427.817017 382.365936 -204.063370, -597.290771 280.403809 -240.572998, -105.787560 251.901520 -699.405396, 150.954178 -194.781830 724.856262, 151.824097 1.357120 -469.965637, -450.335907 219.127411 -380.472443, -188.820679 381.022217 -662.292603, 82.095139 -157.907379 610.186523, -18.941343 -118.219955 721.667358, -599.708862 341.950378 -375.674042, -484.739014 361.464752 -287.103699, 143.373276 -12.140064 661.795593, -535.229187 371.501953 -368.328888, -597.029724 224.720367 -381.182617, -95.632973 336.001709 -540.947510, 129.916000 -176.701843 -595.729614, -283.029633 359.091766 -703.374207, -296.852417 281.041901 -552.052002, 153.576218 -36.074913 726.753052, 54.099369 -66.161301 682.729065, 83.238411 -220.639069 571.548279, -281.333099 374.962463 -599.049377, -50.253624 -202.412506 716.838867, -399.362579 310.257568 -260.316406, -378.333466 167.226990 -393.936035, 
-381.834900 372.367981 -289.784088, -398.105255 166.813400 -197.710220, -113.191666 356.217590 -702.307617, -234.883911 163.366348 -692.355957, -4.366968 -213.304367 539.440308, -538.833801 167.948837 -377.699768, 258.084747 -167.722656 -632.107422, -308.696991 208.112457 -694.320068, 108.436615 -217.750366 674.159058, -43.739403 -0.389953 624.058716, 158.154327 -14.402572 -619.555542, 180.326004 -192.070923 -456.346649, 64.767136 -186.576843 508.723022, 189.805161 -99.226913 -432.971130, 159.302124 -198.114136 626.854553, -284.489105 180.227585 -610.980530, -426.346313 164.949875 -310.832153, 319.649323 -178.389175 -510.511688, 143.751144 -92.417305 615.911377, -22.427151 -70.704147 633.075134, -208.367157 238.855362 -678.566101, -389.185547 210.007355 -268.465454, -52.212765 -211.011780 616.286865, -115.827057 261.200195 -606.872131, 56.087135 -23.617476 593.907288, -283.141083 355.486115 -495.171753, -519.750671 311.254120 -193.011017, -45.957188 -110.967178 575.301086, -108.100288 363.463135 -619.473694, -376.132904 263.875000 -415.537292, 42.798695 -105.554565 533.131042, 151.924225 -211.012329 516.818481, 148.943954 -112.533035 714.031799, 131.880051 -84.066513 -537.941467, -508.881714 258.848389 -291.293915, -465.890778 157.437408 -402.769714, -300.693634 292.772003 -654.648376, -426.744141 372.722107 -348.521362, -198.177048 308.109589 -659.948853, 15.840574 -5.932137 712.237000, -129.598495 169.631119 -695.520874, -463.267151 309.612335 -383.973541, 75.165611 -133.023056 704.957458, 252.411270 -101.698593 -541.609619, -531.131958 277.589783 -396.890778, -391.223175 278.712738 -336.072662, -400.927551 363.218475 -407.483307, -56.307808 -187.259048 516.185547, -44.798969 -87.210152 510.201813, -96.997665 173.595398 -616.900085, -200.521851 276.146271 -536.246948, -584.067444 189.223312 -204.160080, 90.539467 -2.712675 718.557983, -118.288048 293.475647 -484.096497, -581.632019 168.562256 -300.764465, -214.145279 192.236313 -488.016235, -581.916138 371.228821 -230.033188, -109.299484 187.693939 -506.614197, 140.824463 -90.604507 517.541321, -56.697502 -27.630922 718.049316, 302.677429 -20.649195 -610.004456, -497.241821 175.463821 -214.553970, 148.794449 -7.632290 582.471924, 304.143341 -26.539169 -459.103607, -300.489990 182.678284 -514.163269, -425.421844 250.559143 -198.953400, 40.942757 -206.083771 721.739258, -22.420994 -7.860643 526.553406, -394.532715 325.542755 -188.220795, -56.497395 -133.830719 654.719604, 112.904625 -8.868716 512.951477, -174.097397 373.122162 -520.942688, 19.743700 -189.509003 633.116516, 151.095367 -154.340210 553.459412, -182.771378 175.401794 -582.251587, -432.006531 381.148560 -202.577545, -596.070679 280.330688 -243.400421, -107.289795 255.275040 -696.820068, 150.209930 -197.584045 725.469116, 152.489243 0.912156 -466.946075, -453.483185 223.349258 -379.617096, -192.085693 380.449402 -662.595093, 79.394165 -150.310501 609.936157, -20.577969 -116.572357 723.640015, -599.604065 342.813965 -372.265808, -489.345215 359.884216 -283.907227, 142.883621 -10.696120 659.656616, -532.353210 371.732849 -372.599701, -597.812622 224.767212 -381.530548, -95.897896 344.102112 -537.235474, 132.790787 -176.584427 -598.081055, -286.333344 360.486298 -701.054077, -297.234497 277.528625 -549.299866, 154.880966 -32.433697 727.192566, 55.078484 -67.209846 681.609924, 83.134155 -219.841110 574.250916, -282.440460 372.928833 -596.172241, -49.699577 -203.152328 716.784668, -400.853943 305.481781 -260.049652, -380.390381 169.756699 -391.290619, 
-383.228607 371.603607 -287.169830, -397.750153 166.170578 -198.339035, -113.066360 357.668488 -701.349609, -232.816696 163.159546 -689.965027, -1.277466 -211.463516 539.224121, -543.561340 166.774475 -381.400269, 269.674988 -168.548904 -628.808105, -308.369659 204.970871 -695.166870, 104.192131 -214.580597 672.410522, -45.957607 -2.028990 621.709473, 157.455505 -15.197686 -618.216125, 171.751450 -191.445175 -457.639984, 65.672539 -184.771133 509.082550, 188.534653 -98.951981 -432.934906, 159.082962 -198.735291 626.582581, -287.655792 180.311157 -608.251648, -431.356812 163.215912 -308.283142, 315.681335 -177.253479 -493.719757, 143.878464 -91.629776 617.255798, -19.690788 -71.483383 633.267334, -209.590820 239.687347 -679.491638, -388.260132 210.382233 -269.873108, -53.079941 -210.459457 615.715637, -115.611282 263.273956 -601.457458, 55.823746 -19.476646 594.446899, -285.167419 355.173370 -494.890259, -519.203857 308.900879 -193.218597, -45.922260 -112.223320 576.323669, -110.778114 363.755859 -617.263062, -377.342102 265.522095 -414.086212, 43.099400 -102.200104 531.530762, 151.363205 -211.187439 517.219910, 149.259247 -112.571762 712.411682, 129.488541 -86.055122 -534.944153, -508.989075 256.984436 -291.934998, -467.223083 158.346329 -400.916229, -300.294678 289.644501 -655.325745, -431.310364 371.585449 -346.552307, -198.974838 308.452515 -660.417725, 15.068721 -6.501594 711.720154, -127.251602 170.805695 -695.271667, -464.491089 310.070892 -386.229828, 72.581688 -133.024307 709.866943, 251.007462 -98.607239 -541.969299, -535.242554 276.724640 -395.742279, -392.134949 277.435791 -335.146301, -397.745300 363.382812 -405.294647, -56.566193 -188.684738 516.627136, -46.013535 -85.910286 511.373535, -98.432930 174.268616 -613.250977, -202.579361 277.647339 -535.609497, -584.390076 187.944611 -201.074646, 88.970390 -4.279717 718.286804, -118.042946 288.752197 -487.009308, -580.174500 170.537521 -299.135742, -213.060120 190.771133 -489.108154, -582.581421 370.998749 -226.277466, -110.542496 185.707397 -505.601135, 141.959320 -88.161102 517.993286, -56.937519 -25.947933 717.165283, 302.326599 -19.378044 -608.628967, -497.352905 176.109818 -214.076248, 150.728256 -8.623343 579.167847, 303.454712 -24.290707 -458.019562, -300.788910 182.012741 -510.054260, -426.977692 249.254532 -197.437973, 39.773666 -206.438889 722.264832, -22.290922 -7.236124 525.765991, -388.572968 327.035583 -189.597076, -56.133041 -133.009583 657.287659, 110.741600 -8.118004 512.085632, -178.425812 372.317291 -518.353760, 18.616795 -190.419525 634.164307, 150.498001 -152.540695 551.994202, -185.958435 176.996246 -583.828308, -437.158051 379.344391 -201.514465, -595.261902 279.758667 -245.592239, -108.031242 258.026825 -694.272644, 149.607620 -199.518295 725.318848, 153.023270 1.043259 -465.597595, -455.882660 225.854141 -379.256958, -194.680939 380.162628 -663.110657, 76.506256 -143.612579 609.505493, -22.678560 -115.031143 724.835205, -599.384766 344.270416 -368.951782, -494.046448 358.789673 -282.469666, 142.327347 -9.949031 657.867188, -530.228088 371.986725 -376.931213, -598.802490 225.580154 -381.787628, -96.380302 352.325928 -531.433533, 136.452667 -175.908966 -601.638367, -289.097351 361.229675 -699.205933, -297.728760 274.615356 -546.546814, 155.653107 -29.542433 727.118958, 56.016582 -68.247040 680.291016, 82.973763 -218.473099 576.038269, -283.163025 371.207092 -594.189148, -49.512291 -203.620773 716.779114, -403.712402 301.946503 -259.830536, -381.580170 171.060806 -388.978271, 
-384.227692 371.191528 -285.060394, -397.297241 166.026917 -198.906998, -113.056114 359.339539 -700.555664, -230.599930 163.041382 -688.098816, 1.251962 -209.757843 538.984314, -548.657654 165.570557 -384.004517, 278.565155 -169.118225 -624.743347, -307.909637 201.915848 -695.749512, 101.272972 -211.988174 671.288879, -47.750858 -3.605550 619.455261, 156.879532 -15.835780 -617.393005, 164.127289 -191.105042 -459.914001, 66.702286 -183.151749 509.374359, 188.128525 -98.611237 -432.982849, 158.712906 -198.831970 626.343445, -289.964355 180.343231 -606.177124, -436.085144 162.845245 -305.849304, 311.619476 -175.917221 -481.812622, 144.220505 -91.127808 618.004456, -17.268040 -72.055420 633.479980, -210.378174 240.455032 -680.433655, -387.216949 209.784958 -271.467651, -53.605042 -210.045837 615.192078, -115.643814 265.377625 -596.850403, 55.191875 -16.409330 595.125671, -287.144501 355.202209 -494.656219, -519.409363 306.043762 -193.521042, -45.532677 -113.803932 577.400940, -113.173080 363.374207 -615.120178, -379.124115 266.283997 -412.429779, 43.245899 -99.123878 530.107483, 151.079086 -211.718948 517.870239, 149.335800 -112.596786 711.576538, 127.785248 -87.404259 -532.662048, -508.757690 255.752243 -292.548737, -467.956451 159.449753 -399.600739, -299.832550 286.941437 -655.873108, -435.721252 370.478577 -344.387482, -199.388519 308.569275 -660.936890, 14.359534 -7.014452 711.179077, -125.129761 172.042877 -694.867676, -465.533630 310.074280 -388.327271, 70.585220 -132.203323 713.734436, 250.516830 -96.866035 -542.964050, -538.896240 276.388885 -394.808167, -392.733429 276.841858 -334.770721, -395.485901 363.876099 -402.875732, -56.351707 -189.917313 516.827271, -47.082104 -85.258041 512.485046, -99.806152 174.823853 -610.642456, -204.443787 278.743195 -534.898254, -584.668030 187.410309 -199.491562, 87.564972 -5.916093 718.370483, -117.677261 284.259430 -489.781982, -579.072266 171.422806 -297.552460, -212.186600 189.734680 -490.026398, -582.931030 370.624451 -222.897736, -111.315025 183.593140 -505.026794, 142.869308 -85.719589 518.175476, -57.127422 -24.076847 716.200989, 301.949829 -18.155357 -608.039856, -497.640381 176.524185 -213.236938, 151.825836 -9.251606 576.130981, 302.870880 -22.129482 -457.928864, -300.780914 181.255768 -507.405579, -427.365204 248.746429 -196.615143, 38.792561 -207.037201 722.864319, -22.281927 -6.865726 525.281921, -384.473999 329.840485 -190.978958, -56.014751 -132.206543 659.076965, 108.166771 -7.500000 511.723114, -182.819946 371.006744 -516.711304, 17.748991 -191.490921 635.497620, 149.825134 -151.095764 550.303528, -188.780426 178.583282 -585.198547, -443.130463 377.117767 -200.637924, -594.754883 279.263275 -247.436279, -108.488426 260.648193 -692.095093, 149.302612 -200.769928 724.657715, 153.063324 1.167648 -465.059875, -458.711121 227.169281 -378.994110, -197.155914 380.012665 -663.581787, 73.713287 -138.453201 609.432556, -24.689230 -113.711075 725.699402, -598.922729 346.017487 -366.079773, -499.042786 358.231323 -282.569977, 141.926254 -9.345921 656.361572, -528.763977 372.058228 -381.653656, -599.700317 227.259445 -381.117493, -97.619072 359.362488 -524.805847, 140.376434 -174.797058 -605.509949, -291.086395 361.641449 -697.711548, -298.137329 272.376801 -543.562073, 156.213730 -27.375437 726.886780, 56.907940 -68.545677 678.725586, 82.743591 -217.136032 577.482849, -283.747864 369.743378 -592.767090, -49.407406 -204.000336 716.732483, -407.005005 299.589569 -260.066376, -382.811035 171.372894 -386.908051, 
