-763.000000 -343.000000 -394.000000, 117.000000 653.000000 -614.000000, 138.000000 712.000000 -604.000000, -578.000000 -427.000000 -515.000000, 367.000000 677.000000 -639.000000, 534.000000 -604.000000 292.000000, 429.000000 -524.000000 465.000000, -621.000000 -338.000000 -456.000000, 320.000000 727.000000 -769.000000, 687.000000 -503.000000 352.000000, 379.000000 672.000000 -711.000000, -663.000000 -526.000000 -519.000000, 541.000000 -524.000000 446.000000, -151.000000 -293.000000 258.000000, 514.000000 -634.000000 275.000000, 493.000000 -552.000000 265.000000, 492.000000 -383.000000 321.000000, 133.000000 554.000000 -814.000000, 540.000000 -570.000000 491.000000, 581.000000 -555.000000 468.000000, -269.000000 -350.000000 76.000000, -590.000000 -361.000000 -373.000000, -116.000000 -228.000000 5.000000, 134.000000 515.000000 -714.000000, -256.000000 -337.000000 42.000000, 135.000000 771.000000 -712.000000, -57.000000 -313.000000 137.000000, -309.000000 -227.000000 154.000000, 548.000000 -459.000000 287.000000, 386.000000 606.000000 -792.000000, 254.000000 566.000000 -828.000000, 586.000000 -569.000000 291.000000, 169.000000 727.000000 -702.000000, 454.000000 -365.000000 481.000000, -149.000000 -378.000000 64.000000, 307.000000 717.000000 -630.000000, 119.000000 594.000000 -752.000000, 273.000000 701.000000 -768.000000, -148.000000 -373.000000 31.000000, 602.000000 -574.000000 462.000000, -96.000000 -296.000000 72.000000, -104.000000 -225.000000 -7.000000, 348.000000 782.000000 -616.000000, -35.000000 -212.000000 250.000000, 350.000000 652.000000 -554.000000, -235.000000 -293.000000 -3.000000, 119.000000 533.000000 -581.000000, 338.000000 723.000000 -635.000000, -534.000000 -453.000000 -397.000000, 205.000000 529.000000 -652.000000, 647.000000 -630.000000 366.000000, 327.000000 636.000000 -821.000000, -723.000000 -363.000000 -375.000000, -727.000000 -348.000000 -482.000000, -761.000000 -415.000000 -323.000000, -793.000000 -566.000000 -532.000000, 688.000000 -426.000000 359.000000, -32.000000 -369.000000 217.000000, -650.000000 -458.000000 -318.000000, -537.000000 -532.000000 -421.000000, -720.000000 -355.000000 -352.000000, -109.000000 -403.000000 73.000000, -303.000000 -379.000000 159.000000, 439.000000 -637.000000 335.000000, -131.000000 -318.000000 232.000000, 612.000000 -566.000000 328.000000, -33.000000 -405.000000 171.000000, -287.000000 -468.000000 161.000000, -721.000000 -396.000000 -421.000000, -178.000000 -477.000000 11.000000, -601.000000 -575.000000 -343.000000, -92.000000 -412.000000 242.000000, 150.000000 761.000000 -623.000000, -639.000000 -580.000000 -449.000000, -300.000000 -421.000000 -9.000000, -294.000000 -388.000000 212.000000, -262.000000 -253.000000 146.000000, -223.000000 -408.000000 190.000000, 435.000000 -574.000000 357.000000, -56.000000 -465.000000 203.000000, 482.000000 -564.000000 520.000000, 678.000000 -542.000000 362.000000, 692.000000 -486.000000 313.000000, 115.000000 710.000000 -616.000000, 367.000000 722.000000 -669.000000, 215.000000 742.000000 -741.000000, 699.000000 -522.000000 402.000000, -110.000000 -459.000000 200.000000, -68.000000 -312.000000 51.000000, 175.000000 606.000000 -641.000000, -193.000000 -359.000000 237.000000, -159.000000 -216.000000 207.000000, -716.000000 -316.000000 -496.000000, -208.000000 -481.000000 -6.000000, -604.000000 -539.000000 -395.000000, 234.000000 673.000000 -620.000000, -794.000000 -511.000000 -412.000000, -787.000000 -496.000000 -344.000000, -110.000000 -473.000000 168.000000, 346.000000 652.000000 -766.000000, 
-769.340088 -342.812500 -396.886017, 133.657654 644.580200 -610.126099, 154.865311 708.879578 -589.748962, -578.152344 -424.852295 -514.724060, 350.680389 629.437622 -642.949890, 537.485107 -602.474304 318.366211, 452.156158 -507.027924 452.502594, -607.123840 -344.421112 -471.638214, 330.023712 748.925964 -775.457214, 656.836670 -492.028656 360.045837, 359.072418 645.762085 -704.558594, -664.655579 -514.067444 -514.783264, 545.016724 -485.981628 439.261810, -170.448685 -277.570404 246.804291, 498.453491 -623.806213 270.162781, 478.402832 -536.688843 278.462250, 492.525970 -403.239105 333.578369, 155.480057 564.086121 -804.614014, 531.188354 -592.710022 477.732330, 607.254211 -509.129089 482.852661, -262.387482 -358.242188 88.009079, -579.373047 -358.830566 -352.325470, -136.617050 -239.661850 32.369942, 150.675903 536.646057 -713.460571, -251.896378 -332.597992 38.028713, 134.306229 761.856384 -745.590759, -70.947365 -299.909241 144.176041, -297.688110 -233.900589 184.506821, 559.056458 -449.349640 297.782593, 361.487549 560.503113 -763.673218, 255.366272 566.561157 -788.304077, 601.615723 -569.743103 276.705414, 165.787735 707.021423 -707.364197, 497.326508 -397.359161 469.939819, -169.295212 -374.764709 89.994553, 284.948822 727.188599 -628.155457, 147.286942 620.012817 -757.954712, 254.628845 684.908508 -772.644958, -150.914032 -366.644745 16.008848, 630.917969 -588.716675 467.458984, -115.649620 -273.632874 86.704948, -65.316742 -235.457016 5.407240, 335.676819 772.236267 -603.074707, -57.636791 -232.103775 229.566040, 339.879883 599.435181 -582.387451, -238.507950 -265.124573 19.287987, 143.551147 548.446777 -587.442566, 341.108612 727.635803 -627.849854, -547.590088 -448.382050 -381.989960, 251.507401 545.256592 -650.233337, 652.379822 -619.723206 365.292389, 316.987610 634.729309 -811.983459, -703.477051 -359.104584 -385.880096, -738.642944 -379.040558 -503.637634, -753.656250 -416.873749 -321.762512, -764.828186 -533.560669 -519.102051, 654.943176 -403.795135 389.352905, -51.539845 -350.840607 223.395889, -646.385925 -462.557159 -324.441223, -543.686035 -537.765747 -449.029633, -705.213684 -342.496918 -325.207581, -87.786041 -423.220490 67.425308, -284.602753 -368.092896 151.019760, 459.755402 -624.000000 346.335724, -121.361191 -316.433838 209.582092, 613.188904 -560.977234 332.117706, -55.678658 -408.273376 150.235016, -270.660278 -461.928650 151.052185, -714.393555 -422.639893 -432.803894, -164.658188 -460.384705 35.782841, -602.197021 -554.538818 -322.020050, -99.712936 -408.044159 236.634064, 172.420044 766.404541 -612.411682, -654.395020 -561.211060 -446.949280, -282.836212 -429.827576 22.227587, -284.479004 -374.577423 229.884750, -244.856140 -262.291504 144.382370, -212.816254 -419.355469 184.942047, 461.692657 -558.621033 368.589294, -54.862743 -460.565826 207.686279, 472.135223 -579.380798 495.798920, 669.731384 -555.036377 356.604858, 670.575806 -480.291382 280.895935, 120.627327 710.577637 -635.683228, 357.750000 739.767456 -685.275208, 208.997513 744.277283 -761.623047, 679.619690 -502.523041 451.235809, -135.004822 -453.577179 213.680069, -63.464287 -318.979065 32.766010, 183.284073 606.284058 -645.213074, -202.551147 -350.613708 229.586899, -161.705566 -235.152969 195.686996, -707.761658 -326.711761 -520.603882, -232.832321 -458.454254 22.625000, -620.804871 -520.616028 -399.316559, 240.840347 664.243286 -619.336243, -758.346985 -517.459900 -425.594940, -753.095337 -521.866638 -330.993256, -121.417137 -461.653076 141.213486, 329.909302 631.128967 -746.260132, 
-768.297852 -345.886322 -402.620148, 140.514771 638.698303 -608.010864, 162.577332 707.489197 -583.931641, -575.410889 -427.231720 -513.737366, 344.018402 621.556946 -645.327942, 544.015930 -599.673889 333.312500, 459.363281 -496.045898 452.192383, -595.978943 -347.109833 -476.075134, 329.874268 748.394958 -780.518494, 647.783508 -484.779907 364.275116, 353.920807 651.683167 -705.450500, -657.769104 -511.368347 -519.091431, 545.957031 -481.508453 430.004547, -186.512314 -269.114929 243.888336, 489.525177 -612.877441 269.280090, 477.063934 -523.006226 283.340149, 482.760468 -407.879974 328.919312, 160.520386 562.096497 -800.974182, 536.662964 -594.097229 465.306488, 607.921387 -490.287262 486.692871, -262.711365 -358.455536 90.956223, -574.498352 -357.264862 -344.463257, -148.466385 -246.471878 34.052128, 156.872086 546.108215 -709.339478, -255.448593 -331.699768 32.352806, 136.908875 755.567749 -760.103943, -70.186905 -294.671600 138.953537, -284.820648 -246.557739 206.520889, 565.221497 -439.477234 296.012939, 352.541504 550.926392 -758.142456, 253.857468 565.206787 -780.642151, 615.356079 -577.497131 269.323853, 169.792389 701.063721 -703.762573, 503.377441 -400.743195 468.471375, -169.186783 -370.859924 100.506607, 271.538239 734.205811 -631.972656, 153.027618 633.200867 -763.643494, 250.446350 680.378357 -772.886963, -153.085327 -360.996246 16.977415, 641.067017 -595.363770 468.335052, -120.428848 -266.745178 94.811539, -65.544189 -240.997681 21.155813, 332.525970 768.842529 -592.943176, -67.246033 -238.028564 225.223816, 336.519501 582.657898 -586.584717, -247.590439 -253.220139 30.770477, 157.950775 551.788879 -591.147644, 348.651123 713.647888 -615.435669, -550.709778 -448.230255 -374.948090, 262.675690 550.862183 -646.625671, 653.977173 -618.025208 361.669861, 326.377777 639.505188 -809.736267, -689.824524 -354.575958 -394.583038, -744.344360 -391.641937 -508.715424, -752.870789 -420.000000 -325.584137, -757.247803 -527.889221 -517.582092, 647.738525 -398.341064 401.061249, -57.837078 -345.423218 224.559921, -646.348145 -456.857361 -326.017731, -551.126953 -538.608337 -469.063141, -699.712463 -342.841187 -317.098724, -76.827850 -428.789886 54.912235, -275.856903 -361.133636 153.759430, 463.443817 -617.932556 360.093628, -124.485481 -320.367004 202.435547, 599.177856 -554.444031 342.670624, -64.412041 -405.513885 142.540131, -268.752869 -458.296143 152.936386, -708.962524 -431.164276 -434.273041, -157.152542 -456.645386 38.173405, -589.772705 -546.996765 -320.755829, -103.587929 -403.255157 233.189651, 181.558365 766.872253 -615.132141, -661.602966 -558.106628 -445.566162, -283.374054 -426.971680 30.388971, -281.199982 -376.584167 232.646332, -240.062683 -264.019165 133.639374, -212.630035 -428.031250 192.668350, 470.977905 -548.880493 373.461853, -59.258205 -457.142242 213.603943, 465.903412 -585.389221 483.316772, 678.057800 -558.932068 353.718201, 665.228516 -459.681000 277.162140, 129.188629 716.666687 -644.529724, 347.154633 741.881470 -692.931702, 212.947250 750.174805 -770.696838, 677.790588 -487.480133 465.024353, -148.568253 -455.465179 221.696381, -68.644470 -326.130798 34.065399, 186.629547 606.083252 -652.423523, -203.996628 -347.158264 226.371490, -159.988022 -237.657486 186.488617, -701.905457 -334.737549 -519.268677, -231.010483 -452.036713 34.669579, -624.464172 -513.730713 -400.972809, 242.866562 658.931641 -617.241638, -752.732056 -519.070129 -424.482483, -741.910706 -531.281982 -329.661041, -128.111710 -456.440063 135.367844, 321.600769 629.284241 -740.666687, 
-766.261169 -348.258698 -406.419159, 143.743484 635.657043 -606.728394, 165.955597 708.157898 -582.141418, -574.624573 -429.326080 -512.103394, 341.624573 615.865479 -647.584778, 548.029724 -600.902832 336.970276, 463.333344 -489.472900 457.242432, -586.527588 -348.649231 -479.709503, 330.166260 747.312439 -784.539734, 647.868774 -480.222778 367.874878, 353.994019 660.471558 -708.534424, -653.803284 -509.480927 -521.391907, 547.415771 -478.619537 420.351135, -191.856262 -262.934265 240.386856, 485.351501 -604.748474 273.933319, 481.139740 -514.544983 285.587769, 477.670990 -408.772766 326.314972, 160.934586 559.740906 -797.781128, 542.680664 -591.273132 463.342865, 602.817749 -480.650665 488.908447, -263.664734 -357.130066 90.836708, -571.663147 -355.623535 -341.554962, -156.909546 -253.000000 33.581657, 157.746109 550.572388 -706.230530, -256.064606 -331.013855 27.513264, 139.871246 750.768250 -768.549377, -67.476624 -290.985168 135.473206, -280.052002 -253.026001 212.711807, 567.605469 -430.545441 295.767883, 350.060791 549.077637 -756.495789, 253.470825 564.600342 -778.435669, 625.714294 -579.109680 269.555756, 173.946701 699.699036 -701.802490, 502.849060 -400.374786 467.329681, -168.831833 -367.557556 105.650177, 263.986816 739.703125 -638.290283, 154.693237 638.734375 -769.413025, 248.548218 677.091980 -774.216980, -156.558136 -357.635254 19.734394, 647.780945 -593.128113 469.564789, -123.911865 -261.936737 100.153671, -68.204781 -243.636520 29.331059, 329.990448 766.955505 -591.270264, -71.910957 -240.254791 224.472595, 336.765869 572.664062 -587.773743, -255.519882 -247.933716 34.626892, 166.559555 552.140442 -591.767395, 348.646912 701.220703 -607.364441, -552.417603 -447.755280 -373.289764, 266.462646 550.994446 -647.129578, 654.266907 -617.114197 361.504639, 334.530731 640.350281 -806.618286, -679.972717 -352.059601 -400.586884, -748.608582 -398.810425 -511.136597, -753.169434 -423.457886 -328.307831, -753.351746 -527.450562 -516.205688, 644.395020 -395.370697 408.659882, -59.633560 -342.390411 224.601028, -647.335938 -452.932343 -326.183319, -554.534302 -538.165894 -478.970764, -699.012817 -343.915680 -316.201721, -72.783447 -433.036560 46.971127, -270.736694 -355.633087 156.207199, 464.902374 -612.903931 367.937012, -128.238251 -322.056549 199.475327, 591.274170 -545.989929 348.426971, -68.262810 -403.394226 136.865967, -269.087860 -455.546021 152.443512, -705.037720 -434.516266 -435.023682, -153.057693 -453.564575 35.810440, -581.828552 -543.936401 -322.994568, -107.453308 -399.618011 229.219009, 182.977966 768.115051 -615.058777, -667.280396 -556.809875 -443.103485, -284.313965 -428.043610 33.103199, -280.161774 -381.509796 233.378677, -240.996811 -262.452942 128.293457, -215.374725 -433.317169 199.704285, 473.705872 -538.426208 374.614868, -62.811935 -454.895111 215.028931, 465.434387 -587.036926 478.918457, 681.071167 -556.030823 352.414764, 663.645630 -445.225372 280.121002, 132.211105 725.137024 -650.009277, 340.242188 745.067810 -694.922485, 219.759720 753.149292 -773.475281, 677.191711 -477.182343 470.879700, -154.199997 -456.114716 226.348526, -72.416664 -330.686340 36.351852, 190.360001 607.036499 -661.867065, -203.068848 -346.100250 225.532608, -158.363632 -240.462814 179.336090, -697.537903 -341.041931 -515.858337, -227.526245 -448.226532 42.172653, -623.469910 -511.418579 -402.166382, 247.257339 655.221924 -612.628662, -753.365234 -520.637390 -422.166077, -735.914734 -535.749817 -328.356903, -131.906738 -454.719025 132.680984, 311.049255 624.928894 -733.976746, 
-763.951721 -350.572998 -409.267853, 144.511200 634.114441 -607.437805, 167.486069 708.529419 -582.659424, -575.082886 -431.838074 -510.542694, 341.958771 611.612488 -650.356873, 551.338867 -602.390747 337.188751, 465.713379 -485.580414 462.633423, -579.304749 -349.044281 -482.748840, 331.181427 747.011169 -787.002563, 649.396606 -477.432404 371.074554, 353.379883 667.502808 -710.727661, -652.359436 -508.652405 -522.114014, 547.895752 -474.530945 412.912048, -192.952164 -258.690582 238.856506, 484.129242 -599.516907 276.567139, 485.504333 -508.392365 285.835083, 474.622772 -408.541962 324.812622, 160.875000 557.886047 -795.613953, 547.525024 -589.175781 463.689514, 596.456726 -475.338104 488.462097, -264.834045 -355.532776 90.317993, -570.385559 -354.916107 -340.030853, -163.187714 -256.789520 32.461887, 156.471161 552.891052 -703.621765, -257.425995 -331.063782 24.203369, 142.558609 747.679932 -774.457703, -66.144035 -288.238495 134.859497, -279.046204 -256.667023 215.081940, 567.962585 -424.015228 296.472076, 349.844971 548.676575 -757.375122, 253.509537 563.555176 -779.204956, 631.934082 -577.716858 270.408447, 176.827179 698.793457 -700.187561, 500.874847 -398.737427 465.393860, -168.347305 -364.272827 109.540039, 259.346252 741.993225 -643.246338, 154.772324 641.309814 -773.919617, 248.093002 675.050659 -777.673096, -159.758881 -356.503052 22.827417, 651.577209 -589.540222 470.849823, -126.448021 -258.794556 102.570541, -70.701317 -245.515381 33.604687, 328.832855 764.721924 -592.195984, -73.956291 -241.347015 225.120529, 337.851166 566.475342 -588.953491, -261.709351 -245.930740 35.961174, 171.554718 551.546143 -591.802551, 347.212158 693.629333 -603.893921, -553.001465 -446.884033 -373.361145, 268.111206 550.063171 -649.002686, 653.548401 -615.154480 363.806274, 339.274811 639.646484 -802.360779, -671.245117 -351.173157 -404.632294, -752.272827 -403.116211 -512.510071, -753.332397 -426.321259 -330.431763, -751.356934 -528.025085 -515.507324, 642.039795 -393.706696 414.045502, -61.034145 -341.035767 224.162598, -647.407471 -451.490417 -325.944977, -555.833801 -538.261658 -484.007568, -700.241150 -344.958466 -316.959473, -70.990494 -435.887024 43.044350, -268.611908 -351.519684 158.497971, 466.397705 -609.962830 372.726746, -130.891724 -322.308289 197.852234, 588.167175 -538.779175 349.241852, -69.856125 -402.623077 132.269913, -269.067108 -453.387451 149.897186, -700.973694 -435.997742 -436.130646, -151.006866 -451.623627 32.979397, -576.899719 -542.475708 -325.389832, -111.004921 -396.704926 227.172134, 183.571228 768.478088 -611.701355, -671.248230 -555.652222 -441.093689, -284.161255 -430.780762 33.275814, -279.727844 -386.344025 233.521179, -242.655807 -260.417725 126.000839, -218.499420 -437.254364 204.736359, 473.023132 -530.324890 375.397583, -65.033707 -453.293732 215.046555, 466.721100 -587.321838 477.063171, 681.005371 -550.924927 352.154144, 663.017700 -436.663605 283.566559, 133.348175 733.893494 -655.844177, 337.847656 747.268921 -694.562378, 225.637054 754.899841 -773.065247, 675.634583 -469.148254 474.217194, -155.650940 -456.583344 228.108490, -73.726547 -333.621460 36.639549, 194.444183 609.373230 -669.940674, -202.824631 -345.046021 225.789795, -158.076279 -242.247177 175.731644, -694.613525 -345.603851 -514.309387, -224.198715 -445.020508 47.608974, -620.991333 -511.238922 -403.315369, 250.907440 652.356384 -608.071777, -755.217163 -521.029480 -419.853455, -731.949280 -537.835327 -327.033356, -135.343018 -453.806976 131.481400, 301.639069 621.283447 -726.048157, 
-762.564941 -352.949493 -412.892792, 144.625992 632.653381 -609.245178, 167.509659 707.888550 -584.338806, -575.403625 -434.038177 -509.099609, 343.942627 608.243591 -652.905151, 553.605164 -603.224243 336.394836, 468.199463 -483.983521 468.071350, -574.367493 -349.033569 -485.498779, 332.237610 746.847900 -788.594971, 650.916748 -475.425171 374.185333, 351.806824 671.668884 -711.335083, -652.340210 -508.832367 -522.846313, 547.541626 -470.224121 408.762299, -193.048050 -254.914413 237.728226, 483.641785 -596.732483 277.867981, 489.101105 -504.443024 284.917725, 472.659210 -407.806946 323.485870, 160.376663 557.126343 -793.820190, 551.738159 -586.990051 463.418060, 591.826843 -471.500458 487.687225, -265.784546 -353.796753 89.338753, -569.507263 -354.675323 -338.554840, -167.610077 -258.442505 31.856518, 154.681763 554.459412 -701.479431, -258.839600 -331.104004 22.002506, 144.400406 746.789673 -777.715881, -65.579956 -286.045349 134.497620, -278.608337 -258.652069 216.579163, 567.831055 -419.558838 297.750153, 349.589905 548.856201 -758.544189, 253.259735 562.620972 -781.020325, 636.604065 -576.255859 271.215179, 178.108444 697.405640 -699.831055, 498.483276 -397.196899 463.110046, -168.417236 -361.352386 113.158760, 257.386536 742.042175 -648.690735, 154.301392 642.419556 -776.822327, 248.129150 673.942078 -781.911682, -162.306198 -356.277039 25.253948, 654.356506 -586.294128 471.566986, -128.816788 -257.525452 102.828247, -72.398651 -246.347290 34.363518, 328.206818 762.551025 -593.006531, -74.786926 -241.738556 225.403915, 338.363647 562.963257 -589.658630, -265.829773 -245.405869 36.580608, 175.672958 551.495789 -591.643616, 346.064758 687.742188 -601.763794, -553.189392 -445.924408 -373.827850, 268.612671 549.234924 -651.046997, 652.768372 -613.276489 367.363647, 341.628662 638.641602 -799.527588, -664.046814 -351.355957 -407.792664, -754.875183 -405.104675 -513.293945, -753.508606 -429.780609 -331.652771, -750.549377 -528.954529 -514.906433, 640.720642 -392.650665 417.034332, -61.648350 -340.466248 223.408157, -647.302063 -450.662964 -326.084259, -556.371399 -539.061340 -486.997894, -703.020874 -345.351379 -318.520416, -69.946892 -438.298309 41.079098, -267.402618 -347.492096 160.693420, 467.933502 -607.998657 375.449463, -132.416901 -321.564941 196.919479, 586.467529 -533.531433 347.362061, -70.971268 -402.997803 129.205521, -269.098053 -450.681915 146.726578, -697.516113 -437.008453 -437.375580, -149.855377 -449.794769 30.889807, -574.280396 -541.563843 -326.561615, -114.613007 -394.600006 225.694305, 185.812683 768.346619 -605.106201, -673.754761 -554.290222 -439.727783, -283.301941 -433.418274 32.939056, -279.798126 -389.537445 233.378342, -244.111496 -258.274384 124.878922, -222.098358 -440.701416 208.777512, 471.071503 -523.576172 376.547150, -66.466766 -451.915802 214.697189, 467.993073 -587.506897 476.460815, 680.740051 -546.551575 352.242096, 662.367126 -432.279724 285.782532, 136.108566 741.278564 -661.251404, 336.914215 748.748718 -694.035339, 229.394943 755.707214 -772.595337, 674.102661 -462.693970 477.376648, -155.260727 -456.496704 228.526398, -75.006592 -335.409882 36.416485, 198.321304 611.483093 -675.916199, -202.955276 -344.224854 226.843475, -158.691757 -243.720688 173.502167, -692.016174 -348.807587 -513.968445, -221.198761 -442.802490 51.242237, -617.839844 -512.268921 -404.206268, 252.667252 650.541809 -604.462524, -756.890808 -520.580139 -417.125336, -728.425354 -539.287354 -326.033264, -139.024918 -453.245758 130.758774, 293.723419 620.608215 -720.466064, 
-760.703430 -354.687805 -415.883911, 144.450272 631.490723 -610.978149, 165.997116 705.955200 -586.755798, -575.447083 -435.269562 -508.163696, 345.843903 604.624390 -655.764099, 555.397461 -603.434265 335.507874, 470.066589 -483.644470 472.246704, -571.364929 -349.002533 -487.649597, 333.466248 746.567993 -788.859375, 652.943665 -473.469360 377.957520, 349.859131 673.888062 -711.640259, -652.659729 -509.744141 -523.224060, 547.205017 -466.755371 405.820831, -192.509750 -252.568222 236.878555, 482.812286 -594.880249 279.193085, 491.127686 -502.080231 284.106140, 471.298676 -407.142365 321.600830, 160.666275 556.590881 -791.862427, 555.285095 -585.134277 463.282074, 588.290283 -468.990845 487.262817, -265.925934 -352.425934 88.689156, -568.844666 -354.526215 -337.360504, -170.781860 -259.069122 31.346653, 152.522659 555.582703 -698.988403, -259.920410 -332.024384 20.582798, 145.878937 746.444580 -780.479126, -65.256775 -284.136658 134.354523, -278.717285 -259.685852 218.108902, 567.631042 -416.074188 299.064178, 349.247314 549.574768 -759.885620, 253.315613 561.368774 -782.523987, 639.545105 -575.558777 272.112976, 177.699997 695.032288 -700.139771, 496.297363 -396.173523 461.286743, -168.958084 -358.505005 116.477043, 255.201187 741.248535 -653.738647, 153.752365 643.141357 -778.391846, 248.558121 672.765625 -785.027832, -164.642166 -356.271088 27.159037, 656.240906 -584.188171 472.238770, -130.313141 -257.076019 102.002579, -73.602867 -247.019531 34.313801, 328.266113 760.544373 -593.578369, -75.302864 -241.976501 225.792435, 338.399811 561.801575 -589.800598, -268.250580 -245.211761 36.849411, 178.607849 551.671814 -591.442749, 345.101929 682.814148 -601.845337, -553.370483 -444.985687 -374.555725, 268.978058 548.006958 -653.148560, 652.497620 -610.898804 371.044708, 342.827118 638.080627 -798.040894, -658.614624 -352.154327 -409.886230, -756.905579 -405.736481 -513.687561, -753.309875 -432.207764 -332.371277, -750.112427 -529.666931 -514.305786, 640.002930 -391.954956 419.010345, -61.995384 -340.512299 222.913849, -646.893433 -450.232819 -326.366211, -556.778992 -539.377258 -489.290863, -705.714417 -345.399994 -319.866669, -68.900475 -439.574646 39.886257, -266.796448 -343.886230 162.332489, 469.720245 -605.822021 377.504303, -132.469009 -320.249329 196.669815, 585.288513 -529.073608 344.385681, -71.930084 -403.505310 127.225639, -268.051849 -448.466522 144.235428, -694.504272 -438.214355 -438.771637, -148.739685 -448.622589 29.309917, -572.536560 -540.894836 -326.765259, -117.296654 -392.912292 224.279114, 189.292175 766.945801 -597.612976, -675.436829 -553.057678 -437.820404, -282.417480 -435.332886 32.361996, -280.029297 -391.506287 232.616455, -245.453812 -256.352356 124.556160, -225.977386 -443.145233 212.213089, 469.651459 -517.343445 377.710236, -66.967560 -450.792664 214.620590, 469.495026 -587.280640 475.790070, 679.817932 -542.321472 352.569000, 662.115845 -430.187927 287.122040, 139.209152 747.081055 -666.053650, 337.738861 749.748169 -693.080811, 232.547501 755.768860 -772.201782, 672.366394 -457.671387 480.121826, -155.150665 -456.162262 228.155624, -76.433014 -336.684875 36.099678, 201.452942 612.872925 -680.194092, -203.254654 -343.967712 227.910553, -158.969345 -244.719711 171.525543, -690.158325 -350.830719 -514.248047, -219.506714 -441.449341 53.818069, -614.859497 -514.162048 -404.706024, 253.035812 649.103821 -601.883606, -758.124207 -520.069702 -415.288666, -725.951294 -539.944824 -324.973511, -141.608215 -453.036621 130.142059, 288.150513 621.001221 -716.783569, 
-758.543945 -355.753937 -418.607758, 144.805466 630.394531 -611.377075, 162.616241 704.589661 -589.490173, -575.307800 -436.124573 -507.822784, 347.185364 600.471069 -658.852417, 557.329285 -603.111450 333.517731, 471.461090 -483.910675 475.032654, -569.300415 -348.967926 -489.390717, 334.248596 746.273804 -788.990662, 654.577515 -470.919067 382.445221, 347.943420 675.537537 -711.612549, -653.224365 -510.815399 -523.522461, 547.201599 -463.625885 403.537842, -192.258881 -251.717453 236.022186, 481.642334 -593.520325 280.313873, 492.826172 -500.428436 283.134338, 470.137970 -406.957672 319.486145, 160.530518 556.316895 -790.478882, 557.775696 -583.703918 462.930420, 584.925232 -466.966278 486.497711, -266.168396 -351.195831 88.488251, -568.539307 -354.279175 -336.394501, -173.047989 -258.992371 31.359869, 151.405655 556.314453 -696.287231, -260.517792 -333.424255 19.409750, 147.314346 746.430298 -782.211609, -65.271461 -282.329468 133.967529, -278.822449 -260.073792 219.360428, 567.348816 -412.822845 299.739807, 348.763275 550.486267 -761.374268, 253.336288 560.556335 -783.013306, 642.411682 -575.387390 272.602722, 176.275894 691.379517 -700.355530, 494.193268 -395.547485 459.598663, -169.110550 -356.041199 119.151756, 253.768631 740.527588 -658.749268, 152.936050 643.635681 -779.526184, 248.823700 671.613098 -787.530823, -165.809525 -355.524994 28.521429, 657.407227 -582.025269 473.432495, -131.560791 -257.009155 101.010460, -74.715736 -247.690353 33.647209, 328.457123 759.255005 -594.211548, -75.934898 -241.800781 225.950516, 337.796600 561.126282 -589.851685, -269.444611 -245.883133 36.312050, 180.669403 552.020447 -591.437073, 345.017395 679.057983 -602.228516, -553.610840 -444.150024 -375.206390, 269.525116 547.102539 -654.772278, 652.639099 -609.188843 374.070404, 343.234131 637.846619 -796.658569, -653.490112 -353.129211 -410.931091, -757.949158 -405.821564 -513.900024, -752.837646 -434.367523 -332.896515, -750.026367 -530.234070 -513.779602, 639.141052 -391.058777 419.925537, -62.095745 -340.594238 222.212769, -646.478455 -449.956848 -326.578827, -556.991272 -539.546265 -490.613983, -708.115723 -345.457794 -321.014801, -68.494492 -440.176270 38.566708, -266.016296 -340.809296 163.417816, 471.425812 -603.736328 378.867584, -132.004166 -318.990265 197.636108, 584.417664 -524.797729 339.929443, -72.382172 -404.232574 125.946724, -266.515442 -446.132050 142.108627, -691.412537 -439.518585 -439.914093, -148.566223 -447.629730 28.229731, -571.111511 -540.099976 -326.492310, -119.388275 -391.619659 222.969894, 193.481155 764.966675 -593.328979, -677.222351 -551.987854 -436.096252, -281.291779 -436.556152 31.717808, -280.781067 -391.865814 231.501419, -247.277939 -254.304703 124.202217, -230.297791 -446.106628 215.205887, 468.951385 -512.111084 378.155762, -67.335159 -449.885101 214.833099, 470.767426 -587.512329 475.344055, 678.506897 -538.331055 352.292236, 661.659058 -428.768524 288.067230, 141.946182 750.814758 -670.012512, 339.439178 750.861145 -691.723389, 234.847519 755.524780 -772.131653, 670.885071 -454.050323 482.510925, -155.240707 -455.421661 227.311798, -77.118896 -337.312103 36.419319, 203.139221 613.251831 -683.458862, -203.637268 -344.477020 228.699371, -159.808548 -245.359344 169.586151, -688.185669 -351.811249 -514.691040, -218.129471 -440.251556 56.090012, -611.868469 -516.699036 -405.322449, 253.080856 648.326172 -600.750244, -758.891296 -519.690918 -414.254272, -724.177307 -540.620850 -324.251801, -143.541260 -452.737061 130.078110, 284.353668 622.128296 -714.439575, 
